Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Area,Weight,is_pareto
krnl_KALMAN_5573.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,92,96,7,8,19,cyclic_4_1,block_2_1,cyclic_2_1,block_2_1,cyclic_16_1,block_4_1,pipeline,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline,32.5,1.0,True
krnl_KALMAN_5574.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,92,96,7,8,19,cyclic_4_1,block_4_1,cyclic_4_1,block_4_1,cyclic_16_1,block_2_1,pipeline,unroll,pipeline_1,pipeline,unroll_2,unroll_8,pipeline_1,32.5,1.0,True
krnl_KALMAN_5575.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,95,96,7,25,47,cyclic_4_1,block_2_1,block_8_1,block_32_1,cyclic_32_1,block_2_1,pipeline_1,unroll,pipeline,pipeline,unroll_2,unroll_8,pipeline,43.75,0.5631226092326299,False
krnl_KALMAN_5576.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,98,96,7,8,19,cyclic_4_1,block_2_1,cyclic_32_1,cyclic_16_1,block_2_1,block_32_1,pipeline,unroll,pipeline_1,pipeline,unroll_4,unroll_8,pipeline,32.5,1.0,True
krnl_KALMAN_5577.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,98,96,7,8,19,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_2_1,block_2_1,block_2_1,pipeline,unroll,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline,32.5,1.0,True
krnl_KALMAN_5578.cpp,xczu7ev-ffvc1156-2-e,3.33,1.09141083,98,96,7,8,19,cyclic_2_1,block_2_1,cyclic_2_1,block_4_1,cyclic_16_1,block_2_1,pipeline,unroll,pipeline_1,pipeline,unroll_4,unroll_8,pipeline,32.5,0.8969728482521379,False
krnl_KALMAN_5579.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,98,96,7,8,19,cyclic_4_1,block_2_1,cyclic_8_1,cyclic_16_1,complete_1,complete_1,pipeline_1,unroll,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,32.5,1.0,True
krnl_KALMAN_5580.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,99,96,7,8,19,cyclic_4_1,block_4_1,block_8_1,block_32_1,cyclic_32_1,block_2_1,pipeline,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline,32.5,1.0,True
krnl_KALMAN_5581.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,99,96,7,8,19,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,block_4_1,pipeline,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline,32.5,1.0,True
krnl_KALMAN_5582.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,99,96,7,8,19,cyclic_4_1,block_2_1,block_8_1,block_4_1,cyclic_16_1,block_32_1,pipeline,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,pipeline,32.5,1.0,True
krnl_KALMAN_5583.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,102,96,7,8,19,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,pipeline,unroll,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,32.5,1.0,True
krnl_KALMAN_5584.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,102,96,7,8,19,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,complete_1,pipeline,unroll,pipeline_1,pipeline,unroll_4,unroll_8,pipeline_1,32.5,1.0,True
krnl_KALMAN_5585.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,102,96,7,8,19,cyclic_4_1,block_2_1,block_8_1,cyclic_16_1,complete_1,cyclic_4_1,pipeline,unroll,pipeline_1,pipeline,unroll_4,unroll_8,pipeline,32.5,1.0,True
krnl_KALMAN_5586.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,102,96,7,8,19,cyclic_4_1,block_2_1,block_8_1,block_2_1,cyclic_32_1,block_2_1,pipeline,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline,32.5,1.0,True
krnl_KALMAN_5587.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,102,96,7,8,19,cyclic_4_1,block_2_1,block_8_1,block_32_1,block_2_1,block_2_1,pipeline_1,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,32.5,1.0,True
krnl_KALMAN_5588.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,102,96,7,8,19,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_2_1,block_2_1,block_4_1,pipeline,unroll,pipeline_1,pipeline,unroll_2,unroll_8,pipeline_1,32.5,1.0,True
krnl_KALMAN_5589.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98229339,102,96,7,8,19,cyclic_4_1,block_2_1,complete_1,cyclic_16_1,block_2_1,block_4_1,pipeline,unroll,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline,32.5,1.0,True
krnl_KALMAN_5590.cpp,xczu7ev-ffvc1156-2-e,3.33,1.00947618,120,96,7,26,48,cyclic_4_1,cyclic_4_1,block_8_1,block_2_1,cyclic_16_1,block_2_1,pipeline,unroll,pipeline_1,pipeline,unroll_4,unroll_8,pipeline,44.25,0.5503177848291017,False
krnl_KALMAN_5591.cpp,xczu7ev-ffvc1156-2-e,3.33,1.11871683,146,96,7,25,47,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_32_1,block_4_1,pipeline,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,pipeline,43.75,0.5631774638723258,False
krnl_KALMAN_5592.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98271297,201,96,7,7,19,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,block_32_1,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_4,unroll_8,pipeline,32.25,0.9030254410063471,False
krnl_KALMAN_5593.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98235999,204,96,7,7,20,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,32.5,0.8988130053957348,False
krnl_KALMAN_5594.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98240994,218,96,7,7,19,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_16_1,complete_1,block_4_1,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_4,unroll_8,pipeline_1,32.25,1.0,True
krnl_KALMAN_5595.cpp,xczu7ev-ffvc1156-2-e,3.33,2.7282357000000004,218,96,7,7,21,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,block_4_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline,pipeline_1,32.75,0.8602312965488185,False
krnl_KALMAN_5596.cpp,xczu7ev-ffvc1156-2-e,3.33,33.02361666,231,99,7,8,30,cyclic_4_1,cyclic_32_1,block_2_1,block_2_1,cyclic_32_1,block_32_1,pipeline,unroll,unroll_8,pipeline,unroll_2,unroll_8,pipeline,36.0,0.1716254468950189,False
krnl_KALMAN_5597.cpp,xczu7ev-ffvc1156-2-e,3.33,2.7282357000000004,1228,96,7,7,22,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_32_1,cyclic_32_1,complete_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline,33.0,0.8554067181006983,False
krnl_KALMAN_5599.cpp,xczu7ev-ffvc1156-2-e,3.33,4.48655562,71,96,1,3,19,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,block_16_1,cyclic_16_1,unroll_8,unroll,unroll_2,pipeline,pipeline_1,pipeline_1,pipeline_1,29.75,0.8667898187509873,False
krnl_KALMAN_5600.cpp,xczu7ev-ffvc1156-2-e,3.33,8.62044093,151,96,7,26,72,block_16_1,cyclic_4_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,unroll_2,pipeline_1,pipeline,unroll_4,unroll_4,pipeline,unroll_2,50.25,0.377707176644267,False
krnl_KALMAN_5601.cpp,xczu7ev-ffvc1156-2-e,3.33,27.60195042,159,99,1,5,44,block_16_1,cyclic_32_1,block_8_1,complete_1,block_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll,pipeline_1,unroll_4,37.25,0.23851849400321717,False
krnl_KALMAN_5605.cpp,xczu7ev-ffvc1156-2-e,3.33,31.95852615,346,96,7,9,36,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_4_1,block_4_1,pipeline_1,unroll,unroll_32,pipeline,unroll_2,unroll_2,unroll,37.0,0.18120883145614847,False
krnl_KALMAN_5633.cpp,xczu7ev-ffvc1156-2-e,3.33,4.47179706,140,99,1,4,33,block_16_1,cyclic_32_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll,pipeline_1,unroll_4,34.25,0.7903578637625785,False
krnl_KALMAN_5634.cpp,xczu7ev-ffvc1156-2-e,3.33,8.18397117,191,99,7,26,74,block_32_1,cyclic_4_1,block_32_1,block_4_1,cyclic_2_1,cyclic_16_1,unroll_2,pipeline_1,pipeline,unroll_4,unroll_4,pipeline,unroll_2,51.5,0.3581845265023249,False
krnl_KALMAN_5673.cpp,xczu7ev-ffvc1156-2-e,3.33,30.63814119,69,96,1,2,19,block_8_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline,unroll,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_2,29.5,0.21152220310423553,False
krnl_KALMAN_5674.cpp,xczu7ev-ffvc1156-2-e,3.33,4.4868753,72,96,1,3,19,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,block_16_1,cyclic_16_1,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,29.75,0.8667795997097816,False
krnl_KALMAN_5675.cpp,xczu7ev-ffvc1156-2-e,3.33,5.31575226,149,99,1,7,57,block_16_1,cyclic_32_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll,pipeline,unroll_4,41.0,0.6114449941630374,False
krnl_KALMAN_5677.cpp,xczu7ev-ffvc1156-2-e,3.33,8.18397117,192,99,7,26,74,block_32_1,cyclic_4_1,block_32_1,block_2_1,block_2_1,cyclic_16_1,unroll_2,pipeline_1,pipeline,unroll_4,unroll_4,pipeline,unroll_2,51.5,0.3581845265023249,False
krnl_KALMAN_5678.cpp,xczu7ev-ffvc1156-2-e,3.33,31.95852615,212,96,7,9,32,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_8_1,complete_1,complete_1,pipeline_1,unroll,unroll_32,pipeline,unroll_2,unroll_2,unroll,36.0,0.18382445875715164,False
krnl_KALMAN_5681.cpp,xczu7ev-ffvc1156-2-e,3.33,36.32322375,449,96,7,10,38,cyclic_16_1,cyclic_16_1,cyclic_8_1,cyclic_32_1,block_4_1,block_4_1,pipeline,unroll,unroll_32,pipeline,unroll,unroll_2,unroll,37.75,0.13696552361056172,False
krnl_KALMAN_5682.cpp,xczu7ev-ffvc1156-2-e,3.33,30.93555015,449,96,14,16,49,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,block_4_1,block_4_1,pipeline_1,unroll,unroll_32,pipeline,unroll,unroll_4,unroll,43.75,0.17069731508699695,False
krnl_KALMAN_5684.cpp,xczu7ev-ffvc1156-2-e,3.33,1.35721143,2413,96,7,34,97,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_8_1,complete_1,cyclic_2_1,unroll_16,unroll,pipeline,unroll_4,unroll,unroll_32,unroll,58.5,0.26058080887240465,False
krnl_KALMAN_5714.cpp,xczu7ev-ffvc1156-2-e,3.33,5.78073015,74,96,1,4,20,block_8_1,block_2_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,pipeline,unroll,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_2,30.25,0.8190997022129927,False
krnl_KALMAN_5715.cpp,xczu7ev-ffvc1156-2-e,3.33,4.48655562,77,96,1,3,19,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,block_16_1,cyclic_16_1,unroll_8,unroll,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,29.75,0.8667898187509873,False
krnl_KALMAN_5716.cpp,xczu7ev-ffvc1156-2-e,3.33,4.48371846,87,96,1,5,23,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,block_16_1,cyclic_16_1,unroll_8,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,31.25,0.8433646722966933,False
krnl_KALMAN_5717.cpp,xczu7ev-ffvc1156-2-e,3.33,29.32910154,126,99,1,2,31,block_16_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll,pipeline_1,unroll_4,33.25,0.2253916059248755,False
krnl_KALMAN_5718.cpp,xczu7ev-ffvc1156-2-e,3.33,5.2884729,129,99,1,3,33,block_16_1,cyclic_32_1,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll,pipeline_1,unroll_4,34.0,0.7755911272235819,False
krnl_KALMAN_5719.cpp,xczu7ev-ffvc1156-2-e,3.33,27.60205032,137,99,1,5,94,block_16_1,cyclic_32_1,block_8_1,complete_1,block_4_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll,pipeline_1,unroll_4,49.75,0.17446979562465123,False
krnl_KALMAN_5720.cpp,xczu7ev-ffvc1156-2-e,3.33,6.7010256,143,96,3,17,43,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_4_1,complete_1,complete_1,pipeline_1,unroll,unroll_32,pipeline,unroll_2,pipeline,unroll,39.75,0.6220533666146405,False
krnl_KALMAN_5721.cpp,xczu7ev-ffvc1156-2-e,3.33,8.18384796,146,99,7,26,73,block_32_1,cyclic_4_1,block_32_1,block_4_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll,pipeline,unroll_4,unroll_4,pipeline,unroll_2,51.25,0.3627341967002633,False
krnl_KALMAN_5722.cpp,xczu7ev-ffvc1156-2-e,3.33,35.846281170000005,157,96,3,7,31,cyclic_16_1,cyclic_16_1,cyclic_8_1,block_2_1,cyclic_8_1,cyclic_2_1,unroll_8,unroll_16,unroll_16,pipeline,pipeline,unroll_2,unroll,34.25,0.14640554333335487,False
krnl_KALMAN_5723.cpp,xczu7ev-ffvc1156-2-e,3.33,8.62044093,169,96,7,26,72,block_16_1,cyclic_4_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,unroll_2,pipeline_1,pipeline,unroll_4,unroll_4,unroll_4,unroll_2,50.25,0.377707176644267,False
krnl_KALMAN_5724.cpp,xczu7ev-ffvc1156-2-e,3.33,8.17033149,190,99,7,27,93,block_32_1,cyclic_4_1,block_32_1,block_2_1,block_2_1,cyclic_16_1,unroll_2,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,unroll_2,56.5,0.27471029750560066,False
krnl_KALMAN_5725.cpp,xczu7ev-ffvc1156-2-e,3.33,33.57104202,293,99,1,8,67,block_16_1,cyclic_32_1,block_16_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll,pipeline,unroll_4,43.75,0.14603096604568205,False
krnl_KALMAN_5726.cpp,xczu7ev-ffvc1156-2-e,3.33,31.95852615,332,96,7,9,36,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_2_1,block_4_1,pipeline_1,unroll,unroll_32,pipeline,pipeline,unroll_2,unroll,37.0,0.18120883145614847,False
krnl_KALMAN_5727.cpp,xczu7ev-ffvc1156-2-e,3.33,31.95852615,351,96,7,9,36,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_4_1,block_8_1,pipeline_1,unroll,unroll_32,pipeline,unroll,unroll_2,unroll,37.0,0.18120883145614847,False
krnl_KALMAN_5728.cpp,xczu7ev-ffvc1156-2-e,3.33,36.1595043,362,96,7,10,46,block_8_1,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_4_1,block_4_1,pipeline_1,unroll,unroll_32,unroll_2,unroll_2,unroll_2,unroll_2,39.75,0.13461903052067875,False
krnl_KALMAN_5729.cpp,xczu7ev-ffvc1156-2-e,3.33,30.93555015,427,96,14,16,49,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,block_4_1,block_4_1,pipeline_1,unroll,unroll_32,pipeline,unroll,unroll_4,unroll_4,43.75,0.17069731508699695,False
krnl_KALMAN_5753.cpp,xczu7ev-ffvc1156-2-e,3.33,31.95852615,1840,96,7,9,36,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_16_1,cyclic_16_1,pipeline_1,unroll,unroll_32,pipeline,unroll_2,unroll_2,unroll,37.0,0.18120883145614847,False
krnl_KALMAN_5754.cpp,xczu7ev-ffvc1156-2-e,3.33,37.985443200000006,1868,96,1,3,34,block_16_1,cyclic_2_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_32_1,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_4,pipeline,unroll_2,33.5,0.12987265979820012,False
krnl_KALMAN_5755.cpp,xczu7ev-ffvc1156-2-e,3.33,5.67429336,1868,99,7,27,70,block_32_1,cyclic_8_1,block_32_1,block_2_1,block_2_1,cyclic_16_1,unroll_2,pipeline_1,pipeline,unroll_4,unroll,pipeline,unroll_2,50.75,0.3881862548227806,False
krnl_KALMAN_5756.cpp,xczu7ev-ffvc1156-2-e,3.33,34.08670917,1868,99,3,6,26,block_16_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_8_1,cyclic_2_1,pipeline_1,unroll_16,unroll_16,pipeline,pipeline,unroll_2,unroll_4,33.5,0.16465008833997263,False
krnl_KALMAN_5757.cpp,xczu7ev-ffvc1156-2-e,3.33,35.08858629,1868,96,1,6,94,block_16_1,cyclic_8_1,block_8_1,complete_1,block_4_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll,unroll_4,unroll_4,49.25,0.12024580387048937,False
krnl_KALMAN_5758.cpp,xczu7ev-ffvc1156-2-e,3.33,30.63821445,1868,96,1,2,19,block_8_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,block_8_1,pipeline,unroll_32,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_2,29.5,0.21152117239164808,False
krnl_KALMAN_5759.cpp,xczu7ev-ffvc1156-2-e,3.33,8.18384796,1868,99,7,26,73,block_32_1,cyclic_4_1,block_32_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll,pipeline,unroll_4,unroll_4,pipeline,unroll_2,51.25,0.3627341967002633,False
krnl_KALMAN_5760.cpp,xczu7ev-ffvc1156-2-e,3.33,4.33750149,1868,99,7,26,58,block_32_1,cyclic_4_1,block_32_1,block_4_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll,pipeline,pipeline,unroll_4,unroll_2,unroll,47.5,0.4636381937117865,False
krnl_KALMAN_5761.cpp,xczu7ev-ffvc1156-2-e,3.33,31.95852615,1868,99,7,9,41,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_32_1,block_2_1,block_4_1,pipeline_1,unroll,unroll_32,pipeline,unroll,unroll_2,unroll,39.0,0.17569683378296486,False
krnl_KALMAN_5763.cpp,xczu7ev-ffvc1156-2-e,3.33,31.9586427,1868,96,7,9,36,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_4_1,cyclic_16_1,pipeline,pipeline_1,unroll_32,pipeline,unroll,unroll_2,unroll,37.0,0.18120747646316226,False
krnl_KALMAN_5764.cpp,xczu7ev-ffvc1156-2-e,3.33,30.573729,1868,96,1,2,10,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_8_1,cyclic_32_1,block_32_1,pipeline_1,unroll_8,unroll_2,pipeline,unroll_2,unroll_2,unroll,27.25,0.21344926879367518,False
krnl_KALMAN_5765.cpp,xczu7ev-ffvc1156-2-e,3.33,5.2884729,1868,99,1,3,33,block_16_1,cyclic_32_1,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,pipeline_1,unroll_4,34.0,0.7755911272235819,False
krnl_KALMAN_5766.cpp,xczu7ev-ffvc1156-2-e,3.33,3.67572393,1868,96,14,19,44,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,block_16_1,cyclic_16_1,unroll_8,unroll,unroll_2,pipeline,pipeline_1,unroll,pipeline_1,43.25,0.5688225051018209,False
krnl_KALMAN_5767.cpp,xczu7ev-ffvc1156-2-e,3.33,34.92616221,1868,96,1,6,27,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,unroll_8,unroll,unroll_8,unroll_2,pipeline_1,pipeline,pipeline_1,32.5,0.15722377894076853,False
krnl_KALMAN_5768.cpp,xczu7ev-ffvc1156-2-e,3.33,31.18106439,1868,96,7,9,33,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,block_4_1,block_4_1,pipeline_1,unroll,unroll_32,pipeline,unroll,unroll_2,unroll,36.25,0.19263786888040219,False
krnl_KALMAN_5769.cpp,xczu7ev-ffvc1156-2-e,3.33,2.2757752800000004,1868,96,1,8,33,cyclic_16_1,cyclic_16_1,block_8_1,block_2_1,block_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_8,unroll_2,unroll,pipeline_1,unroll,34.5,0.8249100934533047,False
krnl_KALMAN_5770.cpp,xczu7ev-ffvc1156-2-e,3.33,27.24737202,1869,96,1,5,41,cyclic_16_1,cyclic_16_1,cyclic_4_1,complete_1,block_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,35.75,0.2498183143329362,False
krnl_KALMAN_5771.cpp,xczu7ev-ffvc1156-2-e,3.33,7.31103165,1869,96,7,25,64,block_16_1,cyclic_4_1,cyclic_8_1,block_2_1,block_16_1,cyclic_16_1,unroll_2,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_4,unroll_2,48.0,0.4325717007304235,False
krnl_KALMAN_5772.cpp,xczu7ev-ffvc1156-2-e,3.33,4.48655562,1869,96,1,3,19,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,block_16_1,block_4_1,unroll_8,unroll,unroll_2,pipeline,pipeline_1,pipeline_1,pipeline_1,29.75,0.8667898187509873,False
krnl_KALMAN_5773.cpp,xczu7ev-ffvc1156-2-e,3.33,30.93555015,1869,96,14,16,49,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,block_4_1,complete_1,pipeline_1,unroll,unroll_32,pipeline,unroll,unroll_4,unroll_4,43.75,0.17069731508699695,False
krnl_KALMAN_5774.cpp,xczu7ev-ffvc1156-2-e,3.33,31.89000474,1871,99,1,8,67,block_16_1,cyclic_32_1,block_8_1,complete_1,cyclic_2_1,cyclic_16_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll,pipeline,unroll_4,43.75,0.16119217954764292,False
krnl_KALMAN_5775.cpp,xczu7ev-ffvc1156-2-e,3.33,29.2881825,1874,99,1,4,90,block_16_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_4_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll,pipeline_1,unroll_4,48.5,0.16543963252667035,False
krnl_KALMAN_5776.cpp,xczu7ev-ffvc1156-2-e,3.33,32.01610518,1882,96,1,7,54,cyclic_2_1,cyclic_8_1,block_8_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,pipeline_1,39.5,0.1736624961511496,False
krnl_KALMAN_5778.cpp,xczu7ev-ffvc1156-2-e,3.33,33.57083556,1915,99,1,9,67,block_32_1,cyclic_16_1,block_16_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,pipeline_1,unroll_2,unroll_16,unroll_4,pipeline,pipeline,unroll_4,44.0,0.14528948011844017,False
krnl_KALMAN_5779.cpp,xczu7ev-ffvc1156-2-e,3.33,26.28345024,1927,96,3,6,39,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,block_4_1,block_4_1,pipeline_1,unroll,unroll_32,pipeline,unroll,pipeline_1,unroll,36.0,0.2643540463132991,False
krnl_KALMAN_5780.cpp,xczu7ev-ffvc1156-2-e,3.33,3.61803168,1927,99,3,22,59,block_16_1,cyclic_32_1,block_8_1,block_4_1,complete_1,complete_1,pipeline_1,unroll,unroll_32,pipeline,unroll,pipeline,unroll,45.75,0.5075403349076235,False
krnl_KALMAN_5781.cpp,xczu7ev-ffvc1156-2-e,3.33,34.43332887,1942,96,3,14,71,cyclic_16_1,cyclic_16_1,cyclic_2_1,cyclic_32_1,block_4_1,block_8_1,pipeline_1,unroll,unroll_32,unroll_4,unroll,pipeline,unroll_2,46.0,0.13290581464423312,False
krnl_KALMAN_5782.cpp,xczu7ev-ffvc1156-2-e,3.33,4.143382470000001,1994,96,3,19,59,cyclic_16_1,cyclic_16_1,block_32_1,block_4_1,complete_1,cyclic_16_1,pipeline_1,pipeline_1,unroll_32,pipeline,unroll_2,pipeline,unroll,44.25,0.5410277971203438,False
krnl_KALMAN_5783.cpp,xczu7ev-ffvc1156-2-e,3.33,1.35742788,2031,96,7,33,97,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_8_1,block_2_1,cyclic_16_1,unroll_16,unroll_4,pipeline,unroll_4,unroll,unroll_32,unroll,58.25,0.2644049719042889,False
krnl_KALMAN_5785.cpp,xczu7ev-ffvc1156-2-e,3.33,11.31947586,2137,99,1,11,80,block_32_1,cyclic_4_1,block_32_1,block_2_1,cyclic_8_1,block_16_1,unroll_2,unroll_8,unroll_16,unroll_8,unroll_4,pipeline,unroll_2,47.75,0.39519041591874804,False
krnl_KALMAN_5793.cpp,xczu7ev-ffvc1156-2-e,3.33,2.72740986,65,99,1,2,9,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_2_1,cyclic_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline,pipeline_1,pipeline_1,27.75,0.9478645208524017,False
krnl_KALMAN_5794.cpp,xczu7ev-ffvc1156-2-e,3.33,6.748677900000001,66,96,1,3,10,cyclic_16_1,cyclic_16_1,cyclic_2_1,block_4_1,complete_1,complete_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,pipeline,unroll,27.5,0.8038867763047394,False
krnl_KALMAN_5795.cpp,xczu7ev-ffvc1156-2-e,3.33,30.63814119,69,96,1,2,19,block_8_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,block_8_1,pipeline,unroll,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_2,29.5,0.21152220310423553,False
