Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Area,Weight,is_pareto
krnl_KALMAN_263.cpp,xczu7ev-ffvc1156-2-e,10.0,15.32979,132,92,1,3,35,cyclic_4_1,cyclic_8_1,cyclic_32_1,block_8_1,block_8_1,complete_1,pipeline_1,unroll,unroll_4,unroll_8,unroll_4,pipeline,unroll,32.75,0.7849898575019932,False
krnl_KALMAN_264.cpp,xczu7ev-ffvc1156-2-e,10.0,13.65988,163,92,14,13,54,block_8_1,block_8_1,block_32_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,unroll_8,unroll,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,43.25,0.5363612845479301,False
krnl_KALMAN_265.cpp,xczu7ev-ffvc1156-2-e,10.0,16.01591,319,92,7,8,45,block_8_1,block_8_1,cyclic_2_1,block_16_1,cyclic_32_1,cyclic_4_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,38.0,0.6589864320673356,False
krnl_KALMAN_266.cpp,xczu7ev-ffvc1156-2-e,10.0,99.88133,89,94,1,2,22,cyclic_32_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_16_1,unroll_2,unroll,unroll_2,unroll_4,unroll_2,pipeline,unroll,29.75,0.15798748652754974,False
krnl_KALMAN_267.cpp,xczu7ev-ffvc1156-2-e,10.0,88.41253,220,94,1,2,34,cyclic_32_1,cyclic_8_1,cyclic_4_1,complete_1,block_8_1,cyclic_16_1,unroll_2,unroll,unroll_2,unroll_8,pipeline_1,pipeline,unroll,32.75,0.20306598415497074,False
krnl_KALMAN_268.cpp,xczu7ev-ffvc1156-2-e,10.0,57.72363,75,92,1,2,19,cyclic_16_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_16_1,unroll_2,pipeline,unroll_4,unroll_4,unroll_2,pipeline_1,pipeline,28.5,0.4283913695597974,False
krnl_KALMAN_269.cpp,xczu7ev-ffvc1156-2-e,10.0,84.79797,180,94,3,6,46,block_32_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_2_1,cyclic_16_1,pipeline,unroll_2,unroll_4,unroll_4,unroll_2,unroll_8,unroll,37.25,0.20519994545059905,False
krnl_KALMAN_270.cpp,xczu7ev-ffvc1156-2-e,10.0,13.27318,1086,92,7,7,28,block_8_1,block_16_1,block_2_1,block_32_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline,33.5,0.7862729823144372,False
krnl_KALMAN_271.cpp,xczu7ev-ffvc1156-2-e,10.0,30.20857,202,92,3,7,92,cyclic_16_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_32_1,pipeline_1,unroll_8,unroll_4,unroll_32,pipeline_1,unroll_8,pipeline_1,48.5,0.37102691591694026,False
krnl_KALMAN_272.cpp,xczu7ev-ffvc1156-2-e,10.0,8.11084,129,94,7,7,34,block_32_1,block_8_1,block_32_1,complete_1,block_8_1,block_2_1,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,35.5,0.7603711242809484,False
krnl_KALMAN_273.cpp,xczu7ev-ffvc1156-2-e,10.0,99.33477,835,94,7,12,49,cyclic_32_1,cyclic_8_1,cyclic_32_1,complete_1,block_2_1,cyclic_4_1,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline,40.5,0.1381399089207781,False
krnl_KALMAN_274.cpp,xczu7ev-ffvc1156-2-e,10.0,13.23053,360,92,7,27,75,block_8_1,cyclic_16_1,block_32_1,block_16_1,block_16_1,complete_1,unroll_8,pipeline,pipeline,unroll_2,unroll_2,unroll,unroll,50.25,0.38147119788721007,False
krnl_KALMAN_276.cpp,xczu7ev-ffvc1156-2-e,10.0,104.29515,62,92,1,2,15,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_16_1,unroll_2,pipeline,unroll_4,unroll_2,unroll_2,pipeline,pipeline,27.5,0.14380803922723281,False
krnl_KALMAN_279.cpp,xczu7ev-ffvc1156-2-e,10.0,100.48583,151,92,1,3,38,cyclic_2_1,cyclic_16_1,block_4_1,cyclic_32_1,block_16_1,cyclic_16_1,unroll_2,unroll_32,unroll_4,unroll_8,pipeline_1,unroll_4,unroll,33.5,0.15067865493680133,False
krnl_KALMAN_280.cpp,xczu7ev-ffvc1156-2-e,10.0,51.62208,118,92,1,3,26,cyclic_4_1,block_4_1,cyclic_32_1,block_32_1,block_8_1,cyclic_4_1,unroll_4,unroll_4,unroll_4,unroll_4,unroll,pipeline,pipeline,30.5,0.4752516152506514,False
krnl_KALMAN_281.cpp,xczu7ev-ffvc1156-2-e,10.0,8.72524,180,94,7,7,63,block_32_1,block_16_1,block_32_1,complete_1,block_8_1,block_4_1,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_2,42.75,0.5578971014902476,False
krnl_KALMAN_282.cpp,xczu7ev-ffvc1156-2-e,10.0,88.23084,223,92,7,24,63,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_16_1,pipeline,unroll_2,unroll_64,unroll_4,unroll_2,pipeline,unroll,46.5,0.14866758737223834,False
krnl_KALMAN_283.cpp,xczu7ev-ffvc1156-2-e,10.0,98.68385,80,92,1,2,14,block_8_1,block_8_1,cyclic_4_1,cyclic_4_1,block_16_1,cyclic_4_1,pipeline,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,27.25,0.164320722688384,False
krnl_KALMAN_284.cpp,xczu7ev-ffvc1156-2-e,10.0,8.76649,172,92,7,7,36,block_16_1,block_8_1,block_2_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll,unroll_2,35.5,0.7583601092537885,False
krnl_KALMAN_286.cpp,xczu7ev-ffvc1156-2-e,10.0,9.421,155,94,7,7,29,block_32_1,cyclic_2_1,block_2_1,complete_1,block_8_1,cyclic_16_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,pipeline_1,34.25,0.7913371314003369,False
krnl_KALMAN_287.cpp,xczu7ev-ffvc1156-2-e,10.0,109.45611,159,94,1,4,32,block_32_1,block_8_1,cyclic_4_1,complete_1,block_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,32.75,0.12507671966032313,False
krnl_KALMAN_288.cpp,xczu7ev-ffvc1156-2-e,10.0,87.96187,236,92,3,4,28,block_8_1,block_16_1,cyclic_4_1,cyclic_4_1,block_32_1,block_4_1,pipeline_1,unroll,unroll_2,unroll_4,pipeline_1,unroll_16,unroll,31.75,0.2077443481821006,False
krnl_KALMAN_289.cpp,xczu7ev-ffvc1156-2-e,10.0,16.31283,135,92,1,4,36,block_8_1,cyclic_8_1,block_32_1,block_8_1,block_8_1,cyclic_2_1,pipeline_1,unroll,unroll_4,unroll_8,unroll_4,pipeline,unroll,33.25,0.7667342869607311,False
krnl_KALMAN_290.cpp,xczu7ev-ffvc1156-2-e,10.0,81.24497,122,92,1,2,33,block_8_1,block_8_1,cyclic_4_1,complete_1,cyclic_4_1,block_8_1,pipeline_1,pipeline,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_2,32.0,0.24377940556943628,False
krnl_KALMAN_291.cpp,xczu7ev-ffvc1156-2-e,10.0,94.31121,64,92,1,1,15,block_8_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_16_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline,unroll_2,27.25,0.18294293633867448,False
krnl_KALMAN_293.cpp,xczu7ev-ffvc1156-2-e,10.0,90.29675,72,94,1,1,12,cyclic_32_1,cyclic_8_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,unroll_2,unroll,unroll_2,unroll_2,unroll,pipeline_1,pipeline,27.0,0.20223604655478045,False
krnl_KALMAN_294.cpp,xczu7ev-ffvc1156-2-e,10.0,98.0693,107,92,3,4,31,cyclic_16_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,pipeline_1,pipeline,unroll_4,unroll_8,unroll_2,unroll_8,pipeline,32.5,0.1612224898280059,False
krnl_KALMAN_295.cpp,xczu7ev-ffvc1156-2-e,10.0,13.47621,204,92,7,25,74,cyclic_4_1,cyclic_16_1,block_32_1,block_16_1,block_16_1,complete_1,unroll_8,pipeline,pipeline,unroll_2,unroll_2,pipeline_1,unroll,49.5,0.39630984529352176,False
krnl_KALMAN_296.cpp,xczu7ev-ffvc1156-2-e,10.0,16.3132,126,92,1,4,34,block_8_1,cyclic_8_1,cyclic_4_1,block_8_1,block_8_1,cyclic_2_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_4,pipeline,unroll,32.75,0.7762522270835719,False
krnl_KALMAN_297.cpp,xczu7ev-ffvc1156-2-e,10.0,93.16465,271,94,1,5,37,block_32_1,block_16_1,block_4_1,complete_1,cyclic_2_1,cyclic_16_1,pipeline,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_8,unroll,34.25,0.17738137731320625,False
krnl_KALMAN_298.cpp,xczu7ev-ffvc1156-2-e,10.0,10.32412,1103,92,7,8,28,block_8_1,block_16_1,block_2_1,block_32_1,block_8_1,cyclic_16_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,unroll_8,pipeline,33.75,0.8000115693551989,False
krnl_KALMAN_299.cpp,xczu7ev-ffvc1156-2-e,10.0,8.33528,165,92,14,12,45,block_2_1,block_16_1,block_32_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,pipeline_1,unroll,unroll_2,unroll_8,unroll_2,unroll,pipeline_1,40.75,0.6108816694188968,False
krnl_KALMAN_300.cpp,xczu7ev-ffvc1156-2-e,10.0,81.1122,91,92,1,1,18,cyclic_4_1,block_4_1,block_4_1,cyclic_4_1,block_32_1,cyclic_32_1,pipeline,unroll_2,unroll_4,unroll_4,unroll,pipeline_1,unroll,28.0,0.2528054873826372,False
krnl_KALMAN_301.cpp,xczu7ev-ffvc1156-2-e,10.0,9.0117,180,92,14,13,65,block_4_1,block_8_1,block_32_1,block_8_1,block_2_1,cyclic_16_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll,unroll_2,46.0,0.4781550545337162,False
krnl_KALMAN_305.cpp,xczu7ev-ffvc1156-2-e,10.0,32.25637,96,92,1,3,23,block_8_1,cyclic_16_1,cyclic_8_1,block_16_1,block_16_1,complete_1,unroll_8,unroll,unroll_2,unroll_2,pipeline_1,pipeline,unroll,29.75,0.6796978515473422,False
krnl_KALMAN_306.cpp,xczu7ev-ffvc1156-2-e,10.0,89.06833,140,92,1,3,25,block_8_1,cyclic_2_1,cyclic_16_1,complete_1,cyclic_4_1,cyclic_16_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_2,30.25,0.20507717174338677,False
krnl_KALMAN_307.cpp,xczu7ev-ffvc1156-2-e,10.0,100.64921,205,92,1,2,37,block_4_1,block_16_1,cyclic_16_1,block_8_1,block_8_1,cyclic_16_1,pipeline,unroll,unroll_4,unroll_8,unroll_4,unroll_2,unroll,33.0,0.15094869116781504,False
krnl_KALMAN_308.cpp,xczu7ev-ffvc1156-2-e,10.0,5.5087,183,92,14,15,34,block_8_1,cyclic_16_1,block_32_1,cyclic_4_1,cyclic_8_1,block_8_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll,unroll_2,38.75,0.6688486116372035,False
krnl_KALMAN_309.cpp,xczu7ev-ffvc1156-2-e,10.0,90.99359,152,97,1,4,37,cyclic_32_1,cyclic_32_1,cyclic_16_1,complete_1,cyclic_2_1,cyclic_32_1,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline_1,unroll_8,unroll,34.75,0.18546892085428623,False
krnl_KALMAN_310.cpp,xczu7ev-ffvc1156-2-e,10.0,29.96261,79,92,1,3,31,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_8_1,block_16_1,complete_1,unroll_8,unroll,unroll_2,unroll_2,unroll_2,pipeline,pipeline,31.75,0.6744882810287748,False
krnl_KALMAN_311.cpp,xczu7ev-ffvc1156-2-e,10.0,8.60207,315,94,7,24,57,cyclic_32_1,cyclic_4_1,block_32_1,block_32_1,cyclic_8_1,cyclic_16_1,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline,45.5,0.4902606385159659,False
krnl_KALMAN_312.cpp,xczu7ev-ffvc1156-2-e,10.0,96.38953,75,92,1,2,29,cyclic_16_1,block_8_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline,31.0,0.170286684839447,False
krnl_KALMAN_313.cpp,xczu7ev-ffvc1156-2-e,10.0,10.13777,183,92,14,13,65,block_8_1,cyclic_2_1,block_32_1,block_32_1,cyclic_8_1,cyclic_16_1,pipeline_1,pipeline,unroll_2,unroll_8,pipeline_1,unroll,unroll_2,46.0,0.477010034986623,False
krnl_KALMAN_314.cpp,xczu7ev-ffvc1156-2-e,10.0,45.77326,216,92,14,13,49,cyclic_4_1,block_8_1,cyclic_32_1,block_16_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,42.0,0.39035989536374316,False
krnl_KALMAN_315.cpp,xczu7ev-ffvc1156-2-e,10.0,5.32535,357,92,7,25,55,block_8_1,cyclic_16_1,block_32_1,block_16_1,block_2_1,complete_1,pipeline,pipeline,pipeline,unroll_2,unroll_2,unroll,unroll,44.75,0.5097833296831983,False
krnl_KALMAN_316.cpp,xczu7ev-ffvc1156-2-e,10.0,85.03592,533,92,7,8,45,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_4_1,block_16_1,cyclic_4_1,unroll_8,unroll_2,unroll_64,unroll_2,unroll,pipeline_1,pipeline,38.0,0.20079120581597898,False
krnl_KALMAN_317.cpp,xczu7ev-ffvc1156-2-e,10.0,75.26407,883,92,29,27,78,cyclic_16_1,cyclic_2_1,block_32_1,block_32_1,cyclic_8_1,cyclic_16_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll,pipeline,56.5,0.1334427028490092,False
krnl_KALMAN_318.cpp,xczu7ev-ffvc1156-2-e,10.0,103.43496,337,92,3,5,31,cyclic_16_1,block_8_1,block_32_1,block_32_1,block_8_1,cyclic_2_1,unroll_2,pipeline,unroll_4,unroll_2,unroll_2,unroll_8,pipeline,32.75,0.1420397397925151,False
krnl_KALMAN_320.cpp,xczu7ev-ffvc1156-2-e,10.0,84.7986,67,92,1,1,15,cyclic_4_1,block_4_1,block_4_1,cyclic_4_1,block_32_1,cyclic_32_1,pipeline,unroll_2,unroll_4,unroll_4,unroll,pipeline_1,pipeline_1,27.25,0.231614220903421,False
krnl_KALMAN_321.cpp,xczu7ev-ffvc1156-2-e,10.0,87.37808,88,92,1,2,23,block_8_1,block_8_1,cyclic_16_1,cyclic_4_1,block_8_1,cyclic_4_1,unroll_8,unroll,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll,29.5,0.21500797580815947,False
krnl_KALMAN_322.cpp,xczu7ev-ffvc1156-2-e,10.0,92.41641,138,92,1,2,37,cyclic_16_1,block_8_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_8_1,unroll_2,unroll,unroll_4,unroll_8,unroll_2,pipeline_1,unroll,33.0,0.18365350263717223,False
krnl_KALMAN_323.cpp,xczu7ev-ffvc1156-2-e,10.0,20.28772,85,92,1,3,28,cyclic_4_1,cyclic_8_1,cyclic_32_1,block_8_1,block_8_1,cyclic_4_1,pipeline,unroll_4,unroll_4,unroll_8,unroll_4,pipeline,pipeline,31.0,0.7770870155218477,False
krnl_KALMAN_324.cpp,xczu7ev-ffvc1156-2-e,10.0,8.84841,155,92,7,7,26,block_16_1,block_8_1,block_2_1,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_2,unroll,unroll_2,33.0,0.8279839201647754,False
krnl_KALMAN_325.cpp,xczu7ev-ffvc1156-2-e,10.0,58.37899,77,92,1,2,28,cyclic_16_1,cyclic_2_1,cyclic_4_1,block_32_1,cyclic_8_1,cyclic_16_1,unroll_2,pipeline,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_2,30.75,0.4135150712130501,False
krnl_KALMAN_326.cpp,xczu7ev-ffvc1156-2-e,10.0,26.03066,103,92,3,5,18,block_8_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,block_4_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_16,unroll,29.5,0.7517054333259138,False
krnl_KALMAN_327.cpp,xczu7ev-ffvc1156-2-e,10.0,8.19256,169,92,7,6,25,block_8_1,block_8_1,block_32_1,block_16_1,cyclic_32_1,cyclic_2_1,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,32.5,0.8444331603585536,False
krnl_KALMAN_328.cpp,xczu7ev-ffvc1156-2-e,10.0,89.54976,84,92,1,2,16,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,block_16_1,cyclic_32_1,unroll_2,unroll_4,unroll_4,unroll_2,unroll,pipeline,unroll,27.75,0.20559810106804088,False
krnl_KALMAN_329.cpp,xczu7ev-ffvc1156-2-e,10.0,8.60173,327,94,7,24,58,cyclic_32_1,cyclic_4_1,block_32_1,block_32_1,cyclic_8_1,cyclic_16_1,pipeline_1,unroll,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline,45.75,0.48435874118837463,False
krnl_KALMAN_330.cpp,xczu7ev-ffvc1156-2-e,10.0,22.05777,65,92,1,2,15,block_4_1,cyclic_2_1,block_2_1,block_8_1,block_2_1,cyclic_16_1,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_2,27.5,0.8253324961164697,False
krnl_KALMAN_332.cpp,xczu7ev-ffvc1156-2-e,10.0,51.37572,78,94,1,2,13,cyclic_32_1,cyclic_8_1,cyclic_4_1,block_32_1,block_8_1,cyclic_32_1,pipeline_1,unroll_4,unroll_4,unroll_2,pipeline,pipeline,pipeline,27.5,0.4904749731059006,False
krnl_KALMAN_333.cpp,xczu7ev-ffvc1156-2-e,10.0,10.65134,153,92,7,23,49,block_8_1,block_8_1,block_32_1,cyclic_4_1,block_8_1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll,42.75,0.5551200378829889,False
krnl_KALMAN_334.cpp,xczu7ev-ffvc1156-2-e,10.0,101.43921,95,94,1,2,18,block_32_1,block_16_1,block_32_1,cyclic_4_1,block_8_1,cyclic_16_1,pipeline,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,28.75,0.15304998505673917,False
krnl_KALMAN_335.cpp,xczu7ev-ffvc1156-2-e,10.0,80.79407,75,94,1,1,11,cyclic_32_1,cyclic_8_1,block_4_1,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,unroll,unroll_2,unroll_2,unroll,pipeline_1,unroll,26.75,0.25573801770216975,False
krnl_KALMAN_336.cpp,xczu7ev-ffvc1156-2-e,10.0,4.42444,163,94,7,7,38,block_32_1,block_8_1,block_32_1,complete_1,block_8_1,block_2_1,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll,36.5,0.7350645615307823,False
krnl_KALMAN_337.cpp,xczu7ev-ffvc1156-2-e,10.0,21.26936,77,92,1,4,28,block_8_1,cyclic_8_1,cyclic_4_1,block_8_1,block_8_1,cyclic_2_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_4,pipeline,pipeline,31.25,0.7631814179922823,False
krnl_KALMAN_338.cpp,xczu7ev-ffvc1156-2-e,10.0,16.22102,548,94,7,8,43,block_32_1,block_16_1,block_2_1,complete_1,block_8_1,cyclic_16_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline,38.0,0.6579141038155889,False
krnl_KALMAN_339.cpp,xczu7ev-ffvc1156-2-e,10.0,98.02783,100,92,1,2,21,block_8_1,block_8_1,cyclic_4_1,cyclic_2_1,block_16_1,cyclic_16_1,pipeline,unroll,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,29.0,0.1658911437331675,False
krnl_KALMAN_340.cpp,xczu7ev-ffvc1156-2-e,10.0,45.34254,216,92,14,13,40,cyclic_8_1,cyclic_2_1,block_4_1,block_8_1,block_16_1,complete_1,pipeline,unroll,unroll_2,unroll_4,unroll_2,unroll,pipeline,39.75,0.42123624647989377,False
krnl_KALMAN_341.cpp,xczu7ev-ffvc1156-2-e,10.0,93.65585,61,92,1,1,10,block_8_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_16_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline,pipeline,26.0,0.18624515252695426,False
krnl_KALMAN_342.cpp,xczu7ev-ffvc1156-2-e,10.0,13.23081,360,92,7,27,75,block_8_1,cyclic_16_1,cyclic_2_1,block_16_1,block_2_1,complete_1,unroll_8,pipeline_1,pipeline,unroll_2,unroll_2,unroll,unroll,50.25,0.3814708438726432,False
krnl_KALMAN_343.cpp,xczu7ev-ffvc1156-2-e,10.0,30.94573,92,94,1,3,20,block_8_1,cyclic_32_1,cyclic_4_1,block_16_1,block_16_1,complete_1,unroll_8,unroll,unroll_2,pipeline,pipeline_1,pipeline,unroll,29.5,0.6971052223585059,False
krnl_KALMAN_344.cpp,xczu7ev-ffvc1156-2-e,10.0,4.25998,856,94,7,7,45,block_32_1,block_16_1,block_2_1,complete_1,cyclic_2_1,cyclic_16_1,pipeline_1,unroll,pipeline_1,unroll_8,unroll_4,unroll_8,unroll,38.25,0.6832502401805224,False
krnl_KALMAN_346.cpp,xczu7ev-ffvc1156-2-e,10.0,15.6594,93,92,1,3,21,cyclic_4_1,cyclic_8_1,cyclic_32_1,block_8_1,block_8_1,complete_1,pipeline,unroll_2,unroll_4,unroll_4,unroll_2,pipeline,unroll,29.25,0.8578097366657039,False
krnl_KALMAN_348.cpp,xczu7ev-ffvc1156-2-e,10.0,104.96071,64,92,1,2,19,cyclic_16_1,block_8_1,block_32_1,cyclic_2_1,cyclic_8_1,cyclic_16_1,unroll_2,pipeline,unroll_2,unroll_2,unroll_2,pipeline,unroll_2,28.5,0.14122099267788324,False
krnl_KALMAN_349.cpp,xczu7ev-ffvc1156-2-e,10.0,9.61535,282,92,29,22,61,block_8_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_4_1,cyclic_16_1,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll,pipeline,51.0,0.3700257960765967,False
krnl_KALMAN_350.cpp,xczu7ev-ffvc1156-2-e,10.0,9.29876,179,94,7,8,44,block_32_1,cyclic_2_1,cyclic_16_1,complete_1,block_8_1,cyclic_16_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,pipeline,pipeline_1,38.25,0.678108961110337,False
krnl_KALMAN_351.cpp,xczu7ev-ffvc1156-2-e,10.0,105.72851,141,92,1,5,30,block_8_1,block_4_1,cyclic_4_1,complete_1,block_8_1,cyclic_2_1,unroll_4,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,32.0,0.13594984556531187,False
krnl_KALMAN_352.cpp,xczu7ev-ffvc1156-2-e,10.0,27.17733,84,92,1,3,35,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_8_1,block_16_1,complete_1,unroll_8,unroll,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline,32.75,0.680801078544915,False
krnl_KALMAN_353.cpp,xczu7ev-ffvc1156-2-e,10.0,8.06936,141,92,7,7,35,block_2_1,block_16_1,block_2_1,complete_1,cyclic_8_1,cyclic_32_1,pipeline,unroll,pipeline_1,unroll_8,unroll_2,unroll,pipeline_1,35.25,0.7678402084984558,False
krnl_KALMAN_354.cpp,xczu7ev-ffvc1156-2-e,10.0,10.32412,1030,92,7,8,28,block_8_1,block_8_1,block_2_1,block_32_1,block_8_1,cyclic_16_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,unroll_8,pipeline,33.75,0.8000115693551989,False
krnl_KALMAN_355.cpp,xczu7ev-ffvc1156-2-e,10.0,16.05698,132,94,7,8,43,block_32_1,block_16_1,block_32_1,complete_1,block_8_1,cyclic_16_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline,38.0,0.6587728186138677,False
krnl_KALMAN_356.cpp,xczu7ev-ffvc1156-2-e,10.0,8.68399,341,94,7,24,54,cyclic_32_1,cyclic_8_1,block_32_1,block_32_1,cyclic_8_1,cyclic_16_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,pipeline,44.75,0.5081539041562759,False
krnl_KALMAN_357.cpp,xczu7ev-ffvc1156-2-e,10.0,8.27457,1325,92,7,7,25,block_8_1,block_16_1,cyclic_2_1,block_32_1,cyclic_2_1,cyclic_16_1,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,32.75,0.8376624234583707,False
krnl_KALMAN_358.cpp,xczu7ev-ffvc1156-2-e,10.0,8.92988,185,92,14,13,65,block_8_1,block_16_1,block_32_1,cyclic_4_1,cyclic_8_1,block_8_1,pipeline,pipeline,unroll_2,unroll_8,unroll_2,unroll,unroll_2,46.0,0.4782270214091662,False
krnl_KALMAN_359.cpp,xczu7ev-ffvc1156-2-e,10.0,8.35808,981,92,7,6,20,block_8_1,block_16_1,block_2_1,block_32_1,block_8_1,cyclic_16_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll,unroll_8,pipeline_1,31.25,0.8717947564294881,False
krnl_KALMAN_360.cpp,xczu7ev-ffvc1156-2-e,10.0,93.53263,73,92,1,2,26,block_2_1,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_8_1,cyclic_32_1,pipeline_1,unroll,unroll_2,unroll_8,pipeline_1,pipeline,pipeline_1,30.25,0.18370969331830755,False
krnl_KALMAN_361.cpp,xczu7ev-ffvc1156-2-e,10.0,81.1122,90,92,1,1,18,cyclic_4_1,block_4_1,block_2_1,cyclic_4_1,block_32_1,cyclic_32_1,pipeline,unroll_2,unroll_4,unroll_4,unroll,pipeline_1,unroll,28.0,0.2528054873826372,False
krnl_KALMAN_362.cpp,xczu7ev-ffvc1156-2-e,10.0,26.03066,103,92,3,5,18,block_8_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_4_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_16,unroll_2,29.5,0.7517054333259138,False
krnl_KALMAN_364.cpp,xczu7ev-ffvc1156-2-e,10.0,16.64244,95,92,1,3,21,cyclic_2_1,cyclic_8_1,cyclic_32_1,block_8_1,block_8_1,complete_1,pipeline,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline,unroll,29.25,0.8504772541421005,False
krnl_KALMAN_365.cpp,xczu7ev-ffvc1156-2-e,10.0,81.76756,78,94,1,1,12,cyclic_32_1,block_4_1,block_4_1,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,unroll_2,unroll_4,unroll_2,unroll,pipeline_1,unroll,27.0,0.24962706562973888,False
