Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,Area,Weight,is_pareto
workload_3137.cpp,xcu200-fsgd2104-2-e,5.0,18.46029,46,1,1,1,1,cyclic_16_1,cyclic_8_1,unroll_16,unroll_2,unroll_32,pipeline_1,1.0,0.713137718356449,False
workload_3138.cpp,xcu200-fsgd2104-2-e,5.0,6.00512,83,1,1,1,1,cyclic_4_1,cyclic_16_1,unroll_2,pipeline_1,unroll_32,pipeline_1,1.0,0.9863499012142721,False
workload_3139.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,413,1,1,4,18,block_2_1,block_16_1,unroll_8,pipeline,pipeline,unroll_4,6.0,0.5487281820635852,False
workload_3140.cpp,xcu200-fsgd2104-2-e,5.0,26.91663,82,1,1,1,2,block_16_1,cyclic_8_1,pipeline,unroll_8,unroll_64,unroll_8,1.25,0.5554352806363064,False
workload_3141.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,360,1,1,2,14,cyclic_2_1,block_4_1,unroll_2,pipeline,unroll_64,unroll_64,4.5,0.7300977102259478,False
workload_3142.cpp,xcu200-fsgd2104-2-e,5.0,18.46029,46,1,1,1,1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,1.0,0.713137718356449,False
workload_3143.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,381,1,1,2,15,block_2_1,block_2_1,unroll_64,pipeline,unroll_32,unroll_64,4.75,0.697737032696693,False
workload_3144.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,82,1,1,1,1,cyclic_4_1,block_4_1,unroll_8,pipeline_1,unroll_4,pipeline_1,1.0,0.9862273966495022,False
workload_3145.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,84,1,1,1,1,cyclic_4_1,block_2_1,pipeline,pipeline,unroll_8,pipeline_1,1.0,0.9707381319144992,False
workload_3146.cpp,xcu200-fsgd2104-2-e,5.0,23.80367,142,1,1,1,5,cyclic_16_1,cyclic_128_1,unroll_2,unroll_8,pipeline,unroll_32,2.0,0.6006775937328203,False
workload_3149.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,86,1,1,1,1,cyclic_2_1,cyclic_2_1,unroll_8,pipeline_1,pipeline_1,pipeline,1.0,0.9707381319144992,False
workload_3150.cpp,xcu200-fsgd2104-2-e,5.0,19.76983,46,1,1,1,1,cyclic_8_1,block_2_1,unroll_8,unroll_4,unroll_4,pipeline_1,1.0,0.687328627343437,False
workload_3151.cpp,xcu200-fsgd2104-2-e,5.0,40.67593,45,1,1,1,1,cyclic_4_1,block_16_1,unroll_8,unroll_2,unroll_32,unroll_4,1.0,0.35044711038790965,False
workload_3152.cpp,xcu200-fsgd2104-2-e,5.0,6.00512,81,1,1,1,1,cyclic_4_1,cyclic_4_1,unroll_8,pipeline,unroll_16,pipeline_1,1.0,0.9863499012142721,False
workload_3153.cpp,xcu200-fsgd2104-2-e,5.0,6.00512,81,1,1,1,1,cyclic_4_1,cyclic_4_1,pipeline,pipeline_1,unroll_8,pipeline_1,1.0,0.9863499012142721,False
workload_3154.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,351,1,1,2,13,cyclic_2_1,block_16_1,unroll_8,pipeline_1,unroll_64,unroll_64,4.25,1.0,True
workload_3155.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,85,1,1,1,1,cyclic_4_1,block_4_1,pipeline,pipeline,unroll_32,pipeline,1.0,0.9862273966495022,False
workload_3156.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,92,1,1,1,1,cyclic_2_1,block_32_1,pipeline,pipeline,unroll_16,pipeline_1,1.0,0.9707381319144992,False
workload_3157.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,326,1,1,2,13,cyclic_2_1,block_16_1,unroll_32,pipeline,unroll_2,unroll_64,4.25,1.0,True
workload_3158.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,366,1,1,1,14,cyclic_2_1,block_8_1,unroll_2,pipeline,unroll_64,unroll_64,4.25,0.763205926840765,False
workload_3159.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,350,1,1,1,14,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll_64,unroll_32,4.25,0.763205926840765,False
workload_3160.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,306,1,1,2,13,cyclic_8_1,block_16_1,unroll_32,pipeline,unroll_4,unroll_64,4.25,0.7632585727353783,False
workload_3161.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,86,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,pipeline_1,unroll_8,pipeline_1,1.0,0.9707381319144992,False
workload_3162.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,437,1,1,4,18,cyclic_4_1,block_4_1,unroll_8,pipeline,unroll_32,unroll_4,6.0,0.5487284586328551,False
workload_3163.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,371,1,1,2,15,block_4_1,cyclic_16_1,pipeline_1,pipeline,pipeline,unroll_16,4.75,0.6977367051955617,False
workload_3164.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,87,1,1,1,1,cyclic_4_1,block_16_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1.0,0.9862273966495022,False
workload_3165.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,309,1,1,2,13,cyclic_16_1,block_128_1,unroll_64,pipeline,unroll_64,unroll_64,4.25,0.7632585727353783,False
workload_3166.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,459,1,1,3,15,cyclic_2_1,block_32_1,unroll_2,pipeline,pipeline,unroll_8,5.0,0.6662289321478214,False
workload_3167.cpp,xcu200-fsgd2104-2-e,5.0,23.96937,50,1,1,1,1,cyclic_16_1,cyclic_4_1,unroll_8,unroll_2,unroll_32,unroll_16,1.0,0.608305259635434,False
workload_3168.cpp,xcu200-fsgd2104-2-e,5.0,5.32995,358,1,1,1,14,cyclic_64_1,cyclic_8_1,unroll_32,pipeline,unroll_32,unroll_64,4.25,0.7631531671647188,False
workload_3169.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,85,1,1,1,1,cyclic_4_1,block_2_1,pipeline,pipeline_1,unroll_32,pipeline,1.0,0.9707381319144992,False
workload_3170.cpp,xcu200-fsgd2104-2-e,5.0,40.67593,44,1,1,1,1,block_4_1,block_16_1,unroll_8,unroll_2,unroll_64,unroll_2,1.0,0.35044711038790965,False
workload_3171.cpp,xcu200-fsgd2104-2-e,5.0,5.555005,90,1,1,1,2,cyclic_64_1,block_16_1,unroll_2,pipeline,unroll_8,pipeline,1.25,0.9785724945323204,False
workload_3172.cpp,xcu200-fsgd2104-2-e,5.0,15.83211,51,1,1,1,1,cyclic_4_1,block_4_1,pipeline,unroll_8,unroll_8,pipeline_1,1.0,0.7666097204133243,False
workload_3173.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,357,1,1,2,14,cyclic_2_1,block_4_1,unroll_8,pipeline,unroll_64,unroll_64,4.5,0.7300977102259478,False
workload_3174.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,335,1,1,2,13,cyclic_2_1,block_16_1,unroll_8,pipeline,unroll_4,unroll_64,4.25,1.0,True
workload_3175.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,87,1,1,1,1,cyclic_4_1,block_16_1,unroll_64,pipeline,unroll_32,pipeline,1.0,0.9862273966495022,False
workload_3176.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,377,1,1,3,14,cyclic_2_1,block_128_1,unroll_8,pipeline,unroll_8,unroll_16,4.75,0.6977367051955617,False
workload_3177.cpp,xcu200-fsgd2104-2-e,5.0,20.42475,59,1,1,1,1,cyclic_16_1,block_2_1,unroll_2,unroll_8,unroll_64,pipeline_1,1.0,0.6746292914326736,False
workload_3178.cpp,xcu200-fsgd2104-2-e,5.0,6.015355,90,1,1,1,2,cyclic_64_1,block_4_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.25,0.9719587841058043,False
workload_3179.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,400,1,1,4,18,cyclic_2_1,cyclic_64_1,unroll_8,pipeline,pipeline_1,unroll_4,6.0,0.5487281820635852,False
workload_3180.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,333,1,1,2,14,cyclic_16_1,block_128_1,unroll_8,pipeline_1,pipeline_1,unroll_32,4.5,0.7300976928958566,False
workload_3181.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,359,1,1,2,15,cyclic_64_1,block_16_1,unroll_2,pipeline,unroll_32,unroll_16,4.75,0.6977369140058595,False
workload_3182.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,83,1,1,1,1,cyclic_4_1,block_16_1,pipeline,pipeline,unroll_64,pipeline,1.0,0.9862273966495022,False
workload_3183.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,563,1,1,6,23,block_4_1,block_4_1,unroll_8,pipeline_1,unroll_64,unroll_2,7.75,0.37594431034587217,False
workload_3184.cpp,xcu200-fsgd2104-2-e,5.0,18.46029,48,1,1,1,1,cyclic_16_1,block_16_1,unroll_16,unroll_2,unroll_32,pipeline_1,1.0,0.713137718356449,False
workload_3185.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,337,1,1,2,14,cyclic_8_1,block_128_1,unroll_16,pipeline,unroll_4,unroll_16,4.5,0.7300976928958566,False
workload_3186.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,360,1,1,1,14,cyclic_2_1,cyclic_8_1,unroll_32,pipeline,unroll_16,unroll_64,4.25,0.763205926840765,False
workload_3187.cpp,xcu200-fsgd2104-2-e,5.0,5.5192,84,1,1,1,1,cyclic_32_1,cyclic_16_1,unroll_16,pipeline_1,unroll_32,pipeline_1,1.0,0.9980263211621322,False
workload_3188.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,91,1,1,1,1,cyclic_2_1,block_16_1,unroll_8,pipeline_1,unroll_64,pipeline_1,1.0,0.9707381319144992,False
workload_3189.cpp,xcu200-fsgd2104-2-e,5.0,5.555005,93,1,1,1,2,cyclic_64_1,block_16_1,pipeline_1,pipeline,pipeline,pipeline,1.25,0.9785724945323204,False
workload_3190.cpp,xcu200-fsgd2104-2-e,5.0,5.32995,379,1,1,1,14,cyclic_64_1,cyclic_8_1,unroll_32,pipeline_1,unroll_32,unroll_64,4.25,0.7631531671647188,False
workload_3191.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,357,1,1,1,14,cyclic_2_1,block_8_1,unroll_32,pipeline,pipeline_1,unroll_64,4.25,0.763205926840765,False
workload_3192.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,364,1,1,3,14,cyclic_4_1,cyclic_4_1,unroll_8,pipeline,unroll_16,unroll_64,4.75,0.697737032696693,False
workload_3193.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,322,1,1,2,13,cyclic_2_1,block_16_1,pipeline_1,pipeline,unroll_16,unroll_64,4.25,1.0,True
workload_3194.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,313,1,1,2,14,block_4_1,cyclic_16_1,unroll_64,pipeline,unroll_64,unroll_64,4.5,0.7300975010390137,False
workload_3195.cpp,xcu200-fsgd2104-2-e,5.0,18.46029,44,1,1,1,1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_2,unroll_8,pipeline_1,1.0,0.713137718356449,False
workload_3196.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,369,1,1,1,14,cyclic_2_1,block_8_1,unroll_32,pipeline,unroll_64,unroll_64,4.25,0.763205926840765,False
workload_3197.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,311,1,1,2,13,cyclic_16_1,block_128_1,unroll_64,pipeline,unroll_32,unroll_64,4.25,0.7632585727353783,False
workload_3198.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,361,1,1,1,14,cyclic_2_1,cyclic_8_1,unroll_2,pipeline,unroll_64,unroll_64,4.25,0.763205926840765,False
workload_3199.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,84,1,1,1,1,cyclic_4_1,block_16_1,unroll_64,pipeline,unroll_8,pipeline,1.0,0.9862273966495022,False
workload_3200.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,88,1,1,1,1,cyclic_2_1,block_16_1,unroll_32,pipeline,unroll_32,pipeline,1.0,0.9707381319144992,False
workload_3201.cpp,xcu200-fsgd2104-2-e,5.0,15.83211,51,1,1,1,1,cyclic_2_1,block_4_1,pipeline,unroll_8,unroll_8,pipeline_1,1.0,0.7666097204133243,False
workload_3202.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,311,1,1,2,13,cyclic_4_1,block_16_1,unroll_2,pipeline,unroll_64,unroll_64,4.25,1.0,True
workload_3203.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,382,1,1,3,14,cyclic_4_1,block_128_1,unroll_8,pipeline,pipeline,unroll_16,4.75,0.6977367051955617,False
workload_3204.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,377,1,1,1,14,cyclic_4_1,cyclic_8_1,pipeline,pipeline_1,unroll_32,unroll_64,4.25,0.763205926840765,False
workload_3205.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,308,1,1,2,14,cyclic_64_1,block_16_1,unroll_32,pipeline,unroll_16,unroll_64,4.5,0.7300976928958566,False
workload_3207.cpp,xcu200-fsgd2104-2-e,5.0,5.68288,81,1,1,1,1,cyclic_8_1,cyclic_16_1,unroll_2,pipeline_1,unroll_64,pipeline_1,1.0,0.9940846368040623,False
workload_3208.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,334,1,1,2,14,cyclic_16_1,block_128_1,pipeline_1,pipeline,pipeline_1,unroll_16,4.5,0.7300976928958566,False
workload_3209.cpp,xcu200-fsgd2104-2-e,5.0,15.83373,43,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_32,pipeline_1,1.0,0.7665760720150828,False
workload_3210.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,361,1,1,1,14,cyclic_4_1,block_8_1,pipeline_1,pipeline,unroll_64,unroll_32,4.25,0.763205926840765,False
workload_3211.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,343,1,1,2,14,cyclic_16_1,cyclic_64_1,unroll_8,pipeline_1,unroll_8,unroll_32,4.5,0.7300976928958566,False
workload_3212.cpp,xcu200-fsgd2104-2-e,5.0,5.68288,90,1,1,1,1,cyclic_64_1,cyclic_8_1,unroll_32,pipeline,unroll_8,pipeline,1.0,0.9940846368040623,False
workload_3213.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,381,1,1,2,14,cyclic_4_1,block_4_1,pipeline,pipeline_1,unroll_2,unroll_64,4.5,0.7300977102259478,False
workload_3214.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,301,1,1,2,13,cyclic_8_1,block_16_1,unroll_8,pipeline,unroll_4,unroll_64,4.25,0.7632585727353783,False
workload_3215.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,461,1,1,3,15,cyclic_2_1,block_32_1,unroll_2,pipeline,unroll_8,unroll_8,5.0,0.6662289321478214,False
workload_3216.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,90,1,1,1,1,cyclic_2_1,cyclic_16_1,pipeline,pipeline,unroll_32,pipeline_1,1.0,0.9707381319144992,False
workload_3217.cpp,xcu200-fsgd2104-2-e,5.0,18.46029,47,1,1,1,1,cyclic_16_1,cyclic_4_1,unroll_16,unroll_2,unroll_64,pipeline_1,1.0,0.713137718356449,False
workload_3218.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,338,1,1,2,13,cyclic_2_1,block_16_1,unroll_32,pipeline_1,unroll_32,unroll_64,4.25,1.0,True
workload_3219.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,91,1,1,1,2,cyclic_4_1,block_64_1,unroll_64,pipeline,unroll_16,pipeline,1.25,0.9720398964585785,False
workload_3220.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,358,1,1,1,14,cyclic_2_1,block_8_1,unroll_64,pipeline,unroll_64,unroll_64,4.25,0.763205926840765,False
workload_3221.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,332,1,1,2,13,cyclic_2_1,cyclic_16_1,unroll_8,pipeline,unroll_16,unroll_64,4.25,1.0,True
workload_3222.cpp,xcu200-fsgd2104-2-e,5.0,19.78633,92,1,1,1,3,cyclic_4_1,block_16_1,unroll_8,unroll_2,unroll_2,unroll_64,1.5,0.683013585567327,False
workload_3223.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,322,1,1,2,13,cyclic_4_1,block_16_1,unroll_2,pipeline,unroll_8,unroll_64,4.25,1.0,True
workload_3224.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,337,1,1,2,13,cyclic_2_1,block_16_1,unroll_32,pipeline,unroll_64,unroll_64,4.25,1.0,True
workload_3225.cpp,xcu200-fsgd2104-2-e,5.0,15.83373,43,1,1,1,1,cyclic_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_16,pipeline_1,1.0,0.7665760720150828,False
workload_3226.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,355,1,1,1,14,cyclic_2_1,block_8_1,unroll_2,pipeline,unroll_32,unroll_64,4.25,0.763205926840765,False
workload_3227.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,335,1,1,2,13,cyclic_2_1,block_16_1,pipeline_1,pipeline,unroll_64,unroll_64,4.25,1.0,True
workload_3228.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,361,1,1,1,14,cyclic_2_1,cyclic_8_1,unroll_32,pipeline,unroll_8,unroll_64,4.25,0.763205926840765,False
workload_3229.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,313,1,1,2,13,cyclic_4_1,block_16_1,unroll_8,pipeline,unroll_64,unroll_64,4.25,1.0,True
workload_3230.cpp,xcu200-fsgd2104-2-e,5.0,5.32995,390,1,1,2,14,cyclic_64_1,cyclic_2_1,unroll_32,pipeline,unroll_32,unroll_64,4.5,0.7300975531043462,False
workload_3231.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,344,1,1,2,13,cyclic_2_1,block_16_1,unroll_16,pipeline_1,unroll_64,unroll_64,4.25,1.0,True
workload_3232.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,356,1,1,1,14,cyclic_2_1,block_8_1,pipeline,pipeline,unroll_64,unroll_64,4.25,0.763205926840765,False
workload_3233.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,84,1,1,1,1,cyclic_4_1,block_4_1,pipeline,pipeline,unroll_32,pipeline_1,1.0,0.9862273966495022,False
workload_3234.cpp,xcu200-fsgd2104-2-e,5.0,6.00512,81,1,1,1,1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline,unroll_8,pipeline_1,1.0,0.9863499012142721,False
workload_3235.cpp,xcu200-fsgd2104-2-e,5.0,6.00512,85,1,1,1,1,cyclic_4_1,cyclic_8_1,unroll_32,pipeline,unroll_8,pipeline,1.0,0.9863499012142721,False
workload_3236.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,86,1,1,1,1,cyclic_4_1,block_8_1,pipeline,pipeline,unroll_8,pipeline_1,1.0,0.9862273966495022,False
workload_3237.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,300,1,1,2,14,block_8_1,cyclic_16_1,unroll_64,pipeline,unroll_64,unroll_64,4.5,0.7300976928958566,False
workload_3238.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,353,1,1,2,14,cyclic_2_1,block_16_1,unroll_32,pipeline,unroll_64,unroll_32,4.5,0.7300975010390137,False
workload_3239.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,336,1,1,2,14,cyclic_16_1,block_128_1,unroll_32,pipeline_1,unroll_32,unroll_32,4.5,0.7300976928958566,False
workload_3240.cpp,xcu200-fsgd2104-2-e,5.0,5.68288,92,1,1,1,1,cyclic_64_1,cyclic_8_1,pipeline,pipeline,unroll_32,pipeline_1,1.0,0.9940846368040623,False
workload_3241.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,325,1,1,2,13,cyclic_2_1,block_16_1,unroll_8,pipeline,unroll_16,unroll_64,4.25,1.0,True
workload_3242.cpp,xcu200-fsgd2104-2-e,5.0,15.83373,43,1,1,1,1,cyclic_4_1,block_4_1,unroll_64,unroll_2,unroll_32,pipeline,1.0,0.7665760720150828,False
workload_3243.cpp,xcu200-fsgd2104-2-e,5.0,19.78633,91,1,1,1,3,cyclic_4_1,block_16_1,unroll_2,unroll_2,unroll_8,unroll_64,1.5,0.683013585567327,False
workload_3244.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,378,1,1,1,14,cyclic_4_1,block_8_1,pipeline,pipeline_1,unroll_32,unroll_64,4.25,0.763205926840765,False
workload_3245.cpp,xcu200-fsgd2104-2-e,5.0,5.32995,359,1,1,1,14,cyclic_64_1,cyclic_8_1,unroll_2,pipeline,unroll_64,unroll_32,4.25,0.7631531671647188,False
workload_3246.cpp,xcu200-fsgd2104-2-e,5.0,27.23919,173,1,1,1,7,cyclic_2_1,block_2_1,unroll_2,unroll_8,unroll_32,unroll_64,2.5,0.5325354220258043,False
workload_3247.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,362,1,1,1,14,cyclic_2_1,block_8_1,unroll_32,pipeline,unroll_4,unroll_64,4.25,0.763205926840765,False
workload_3248.cpp,xcu200-fsgd2104-2-e,5.0,5.5192,90,1,1,1,1,cyclic_64_1,cyclic_16_1,unroll_16,pipeline_1,unroll_32,pipeline_1,1.0,0.9980263211621322,False
workload_3249.cpp,xcu200-fsgd2104-2-e,5.0,16.50767,137,1,1,1,7,cyclic_2_1,cyclic_8_1,pipeline,unroll_8,unroll_8,unroll_64,2.5,0.7146757570020879,False
workload_3250.cpp,xcu200-fsgd2104-2-e,5.0,5.698225,92,1,1,1,2,cyclic_64_1,block_8_1,unroll_2,pipeline,pipeline,pipeline,1.25,0.9766689712601052,False
workload_3251.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,90,1,1,1,1,cyclic_2_1,block_4_1,pipeline,pipeline_1,unroll_64,pipeline_1,1.0,0.9707381319144992,False
workload_3252.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,83,1,1,1,1,cyclic_4_1,block_16_1,unroll_2,pipeline,unroll_64,pipeline_1,1.0,0.9862273966495022,False
workload_3253.cpp,xcu200-fsgd2104-2-e,5.0,20.42475,79,1,1,1,2,cyclic_32_1,cyclic_16_1,unroll_16,unroll_8,unroll_8,pipeline_1,1.25,0.6734358142550736,False
workload_3254.cpp,xcu200-fsgd2104-2-e,5.0,6.010235,86,1,1,1,1,cyclic_4_1,block_16_1,unroll_2,pipeline,pipeline,pipeline,1.0,0.9862273966495022,False
workload_3255.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,318,1,1,2,16,block_128_1,block_16_1,unroll_32,pipeline,unroll_4,unroll_64,5.0,0.6662291331421314,False
workload_3256.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,329,1,1,2,13,cyclic_4_1,block_64_1,unroll_32,pipeline_1,unroll_32,unroll_64,4.25,1.0,True
workload_3257.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,339,1,1,3,14,cyclic_4_1,block_16_1,pipeline_1,pipeline,unroll_64,unroll_32,4.75,0.6977367051955617,False
workload_3258.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,313,1,1,2,14,cyclic_32_1,cyclic_16_1,unroll_32,pipeline,unroll_8,unroll_32,4.5,0.7300976928958566,False
workload_3259.cpp,xcu200-fsgd2104-2-e,5.0,15.83211,52,1,1,1,1,cyclic_4_1,cyclic_8_1,unroll_32,unroll_8,unroll_32,pipeline_1,1.0,0.7666097204133243,False
workload_3260.cpp,xcu200-fsgd2104-2-e,5.0,6.65984,90,1,1,1,1,cyclic_2_1,block_16_1,unroll_16,pipeline_1,unroll_32,pipeline_1,1.0,0.9707381319144992,False
workload_3261.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,408,1,1,3,14,cyclic_4_1,cyclic_2_1,pipeline,pipeline_1,unroll_32,unroll_64,4.75,0.697737032696693,False
workload_3262.cpp,xcu200-fsgd2104-2-e,5.0,5.32995,347,1,1,2,15,block_64_1,block_4_1,unroll_2,pipeline,unroll_64,unroll_64,4.75,0.6977370617334332,False
workload_3263.cpp,xcu200-fsgd2104-2-e,5.0,5.31972,315,1,1,2,14,cyclic_64_1,cyclic_16_1,pipeline,pipeline,unroll_32,unroll_64,4.5,0.7300976928958566,False
workload_3264.cpp,xcu200-fsgd2104-2-e,5.0,5.32995,364,1,1,2,14,cyclic_64_1,block_2_1,pipeline,pipeline,unroll_8,unroll_64,4.5,0.7300975531043462,False
workload_3265.cpp,xcu200-fsgd2104-2-e,5.0,5.5192,84,1,1,1,1,cyclic_32_1,cyclic_16_1,pipeline_1,pipeline,unroll_64,pipeline_1,1.0,0.9980263211621322,False
workload_3266.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,400,1,1,1,14,cyclic_2_1,block_8_1,unroll_16,pipeline_1,unroll_32,unroll_32,4.25,0.763205926840765,False
workload_3267.cpp,xcu200-fsgd2104-2-e,5.0,15.83211,52,1,1,1,1,cyclic_4_1,block_2_1,pipeline,unroll_8,unroll_32,pipeline_1,1.0,0.7666097204133243,False
workload_3268.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,324,1,1,2,13,cyclic_2_1,block_32_1,unroll_2,pipeline,unroll_64,unroll_64,4.25,1.0,True
workload_3269.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,337,1,1,2,13,cyclic_4_1,block_16_1,unroll_32,pipeline_1,unroll_32,unroll_64,4.25,1.0,True
workload_3270.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,355,1,1,1,14,cyclic_2_1,block_8_1,unroll_64,pipeline,unroll_32,unroll_32,4.25,0.763205926840765,False
workload_3271.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,342,1,1,2,13,cyclic_4_1,block_32_1,pipeline,pipeline_1,unroll_8,unroll_64,4.25,1.0,True
workload_3272.cpp,xcu200-fsgd2104-2-e,5.0,17.24495,88,1,1,1,3,cyclic_4_1,cyclic_8_1,unroll_2,unroll_8,unroll_8,unroll_32,1.5,0.7326599188450919,False
workload_3273.cpp,xcu200-fsgd2104-2-e,5.0,5.698225,93,1,1,1,2,cyclic_64_1,block_8_1,unroll_16,pipeline_1,unroll_32,pipeline_1,1.25,0.9766689712601052,False
workload_3274.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,348,1,1,1,14,cyclic_4_1,cyclic_8_1,unroll_8,pipeline,unroll_8,unroll_64,4.25,0.763205926840765,False
workload_3275.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,363,1,1,1,14,cyclic_2_1,cyclic_8_1,pipeline,pipeline,unroll_32,unroll_64,4.25,0.763205926840765,False
workload_3276.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,363,1,1,1,14,cyclic_2_1,block_8_1,unroll_2,pipeline,unroll_8,unroll_64,4.25,0.763205926840765,False
workload_3277.cpp,xcu200-fsgd2104-2-e,5.0,5.5192,83,1,1,1,1,cyclic_32_1,cyclic_16_1,pipeline,pipeline,unroll_32,pipeline_1,1.0,0.9980263211621322,False
workload_3278.cpp,xcu200-fsgd2104-2-e,5.0,5.32483,363,1,1,1,14,cyclic_2_1,block_8_1,pipeline_1,pipeline,unroll_16,unroll_64,4.25,0.763205926840765,False
workload_3279.cpp,xcu200-fsgd2104-2-e,5.0,5.3146,338,1,1,2,13,cyclic_2_1,block_16_1,unroll_32,pipeline_1,unroll_64,unroll_64,4.25,1.0,True
