Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,Area,Weight,is_pareto
workload_1938.cpp,xczu7ev-ffvc1156-2-e,3.33,11.352103200000002,50,1,1,1,3,cyclic_64_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_8,unroll_16,unroll,1.5,0.9824492652170993,False
workload_1939.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,53,1,1,2,4,cyclic_64_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_32,unroll,2.0,0.9639078393051869,False
workload_1940.cpp,xczu7ev-ffvc1156-2-e,3.33,93.11900112,53,1,1,3,5,cyclic_64_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,pipeline,2.5,0.5431398368591364,False
workload_1941.cpp,xczu7ev-ffvc1156-2-e,3.33,21.39472386,60,1,1,2,7,block_128_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll,2.75,0.8974602688936365,False
workload_1942.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,63,1,1,2,4,block_64_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll,2.0,0.9639078393051869,False
workload_1943.cpp,xczu7ev-ffvc1156-2-e,3.33,18.30450384,85,5,1,8,13,block_256_1,block_16_1,complete_1,unroll_2,pipeline_1,unroll_32,unroll_8,pipeline,6.75,0.7398441656359994,False
workload_1944.cpp,xczu7ev-ffvc1156-2-e,3.33,14.43850704,120,1,1,6,23,block_128_1,block_256_1,complete_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,7.75,0.7001172129609681,False
workload_1945.cpp,xczu7ev-ffvc1156-2-e,3.33,10.85724189,250,1,1,1,8,cyclic_64_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_16,pipeline,pipeline_1,2.75,0.9325926613930781,False
workload_1971.cpp,xczu7ev-ffvc1156-2-e,3.33,11.37639888,2215,3,1,1,2,block_8_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll,1.75,0.9726007744947675,False
workload_1972.cpp,xczu7ev-ffvc1156-2-e,3.33,11.11338882,2215,3,1,1,2,cyclic_8_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll,1.75,0.973310244433383,False
workload_1973.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,2215,1,1,2,4,block_64_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll,2.0,0.9639078393051869,False
workload_1974.cpp,xczu7ev-ffvc1156-2-e,3.33,17.945802900000004,2215,5,1,1,2,cyclic_16_1,block_16_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_32,pipeline,2.25,0.9292889044294985,False
workload_1975.cpp,xczu7ev-ffvc1156-2-e,3.33,7.365483810000001,2216,1,1,1,11,block_2_1,block_16_1,complete_1,unroll_2,pipeline_1,pipeline,pipeline,unroll,3.5,0.8968722066517755,False
workload_1976.cpp,xczu7ev-ffvc1156-2-e,3.33,11.75830992,2216,1,1,1,2,block_2_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline,1.25,0.9907055564293431,False
workload_1977.cpp,xczu7ev-ffvc1156-2-e,3.33,7.365483810000001,2216,1,1,1,6,block_64_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline_1,pipeline,pipeline_1,2.25,0.958652277929232,False
workload_1978.cpp,xczu7ev-ffvc1156-2-e,3.33,10.9895661,2216,3,1,1,3,cyclic_64_1,block_16_1,complete_1,pipeline,pipeline_1,pipeline,unroll_32,unroll,2.0,0.9639078911885506,False
workload_1979.cpp,xczu7ev-ffvc1156-2-e,3.33,11.37639888,2216,1,1,1,3,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline_1,unroll_16,unroll_8,pipeline_1,1.5,0.9823817379238527,False
workload_1980.cpp,xczu7ev-ffvc1156-2-e,3.33,222.31703376,2216,1,1,1,3,cyclic_64_1,cyclic_2_1,complete_1,unroll_64,unroll_2,unroll_8,unroll_16,unroll,1.5,0.15121667111799153,False
workload_1981.cpp,xczu7ev-ffvc1156-2-e,3.33,11.37639888,2216,1,1,1,1,block_2_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,1.0,0.9998234904584166,False
workload_1982.cpp,xczu7ev-ffvc1156-2-e,3.33,10.93364208,2216,1,1,2,4,cyclic_64_1,cyclic_32_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_64,unroll,2.0,0.9640525049541658,False
workload_1983.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,2216,1,1,2,4,cyclic_64_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_32,pipeline_1,2.0,0.9639078393051869,False
workload_1984.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,cyclic_64_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline,pipeline,unroll,2.0,0.9709440347478133,False
workload_1985.cpp,xczu7ev-ffvc1156-2-e,3.33,14.43848706,2216,3,1,1,3,block_2_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline,2.0,0.95271142833144,False
workload_1986.cpp,xczu7ev-ffvc1156-2-e,3.33,10.99555344,2216,1,1,2,4,block_64_1,cyclic_32_1,complete_1,pipeline,pipeline,unroll_32,unroll_32,unroll,2.0,0.9638923365313783,False
workload_1987.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,block_128_1,block_16_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_1988.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,2216,3,1,1,3,cyclic_16_1,cyclic_32_1,complete_1,pipeline,pipeline_1,pipeline,unroll_32,unroll,2.0,0.9639078393051869,False
workload_1989.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,cyclic_16_1,block_16_1,complete_1,pipeline,pipeline_1,pipeline_1,pipeline,pipeline,2.0,0.9709440347478133,False
workload_1990.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,block_256_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline,2.0,0.9709440347478133,False
workload_1991.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,block_64_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline,unroll,2.0,0.9709440347478133,False
workload_1992.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,cyclic_16_1,cyclic_8_1,complete_1,pipeline_1,unroll_4,pipeline,pipeline,unroll,2.0,0.9709440347478133,False
workload_1993.cpp,xczu7ev-ffvc1156-2-e,3.33,7.365483810000001,2216,1,1,1,6,block_64_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,2.25,0.958652277929232,False
workload_1994.cpp,xczu7ev-ffvc1156-2-e,3.33,10.85042205,2216,1,1,4,7,block_32_1,block_256_1,complete_1,pipeline_1,pipeline_1,unroll_32,pipeline,pipeline_1,3.25,0.9086277644583999,False
workload_1995.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,cyclic_16_1,cyclic_8_1,complete_1,unroll_2,unroll_4,pipeline,pipeline,pipeline,2.0,0.9709440347478133,False
workload_1996.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,2216,1,1,1,2,block_2_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_32,pipeline,1.25,0.9931700869270993,False
workload_1997.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,cyclic_64_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_1998.cpp,xczu7ev-ffvc1156-2-e,3.33,11.75830992,2216,1,1,1,2,block_2_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,1.25,0.9907055564293431,False
workload_1999.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,block_256_1,block_16_1,complete_1,unroll_2,pipeline_1,pipeline,pipeline,pipeline,2.0,0.9709440347478133,False
workload_2000.cpp,xczu7ev-ffvc1156-2-e,3.33,11.29924944,2216,1,1,5,8,cyclic_64_1,block_256_1,complete_1,unroll_64,pipeline_1,pipeline_1,unroll_16,unroll,3.75,0.8841044680962262,False
workload_2001.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,cyclic_32_1,cyclic_8_1,complete_1,pipeline,unroll_4,unroll_8,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_2002.cpp,xczu7ev-ffvc1156-2-e,3.33,7.365483810000001,2216,1,1,1,8,cyclic_4_1,block_16_1,complete_1,pipeline,pipeline_1,pipeline,pipeline,unroll,2.75,0.9338496190387239,False
workload_2003.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,2216,3,1,4,8,block_256_1,block_16_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_32,pipeline,4.0,0.8723042334299215,False
workload_2004.cpp,xczu7ev-ffvc1156-2-e,3.33,85.73309442,2216,3,1,1,3,cyclic_8_1,cyclic_8_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_8,unroll,2.0,0.5796035939677329,False
workload_2005.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,cyclic_64_1,cyclic_32_1,complete_1,pipeline,pipeline_1,pipeline_1,pipeline,pipeline,2.0,0.9709440347478133,False
workload_2006.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,2216,1,1,1,2,block_2_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline,1.25,0.9931700869270993,False
workload_2007.cpp,xczu7ev-ffvc1156-2-e,3.33,11.40666192,2216,1,1,1,3,cyclic_64_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_4,unroll_16,pipeline,1.5,0.9822969717544965,False
workload_2008.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2216,1,1,1,5,cyclic_16_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll,2.0,0.9709440347478133,False
workload_2009.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,2423,1,1,1,5,block_512_1,block_256_1,complete_1,pipeline,unroll_2,pipeline,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_2010.cpp,xczu7ev-ffvc1156-2-e,3.33,11.37639888,38,1,1,1,1,block_2_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll,1.0,0.9998234904584166,False
workload_2011.cpp,xczu7ev-ffvc1156-2-e,3.33,11.15430786,38,3,1,1,2,cyclic_8_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline,1.75,0.9732022421732258,False
workload_2012.cpp,xczu7ev-ffvc1156-2-e,3.33,11.00237328,38,1,1,1,2,block_2_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_32,pipeline,1.25,0.9931366849270353,False
workload_2013.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,41,3,1,1,2,block_4_1,cyclic_8_1,complete_1,pipeline,pipeline_1,pipeline,unroll_32,unroll,1.75,0.97363168486526,False
workload_2014.cpp,xczu7ev-ffvc1156-2-e,3.33,11.15430786,41,3,1,1,2,cyclic_8_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline_1,1.75,0.9732022421732258,False
workload_2015.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,41,5,1,1,2,cyclic_16_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_32,pipeline,2.25,0.9542350498359382,False
workload_2016.cpp,xczu7ev-ffvc1156-2-e,3.33,14.43850704,41,2,1,1,3,block_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline_1,1.75,0.9618353489593336,False
workload_2017.cpp,xczu7ev-ffvc1156-2-e,3.33,142.03089359999998,41,1,1,1,1,block_2_1,block_2_1,complete_1,pipeline,unroll_2,unroll_16,unroll_8,pipeline_1,1.0,0.35130156021313463,False
workload_2018.cpp,xczu7ev-ffvc1156-2-e,3.33,12.83880834,41,3,1,1,2,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,pipeline_1,unroll_32,unroll_16,unroll,1.75,0.9680058309171912,False
workload_2019.cpp,xczu7ev-ffvc1156-2-e,3.33,14.81359824,41,2,1,1,2,block_2_1,cyclic_8_1,complete_1,unroll_8,pipeline_1,unroll_32,unroll_8,pipeline,1.5,0.9687804679222771,False
workload_2020.cpp,xczu7ev-ffvc1156-2-e,3.33,11.35208322,41,1,1,1,3,cyclic_64_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_8,unroll_16,unroll,1.5,0.9824493205571753,False
workload_2021.cpp,xczu7ev-ffvc1156-2-e,3.33,17.945822879999998,41,1,1,1,2,block_2_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,pipeline,1.25,0.9558414966975501,False
workload_2022.cpp,xczu7ev-ffvc1156-2-e,3.33,11.15432784,41,1,1,1,3,cyclic_64_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_16,pipeline,1.5,0.9829815854069228,False
workload_2023.cpp,xczu7ev-ffvc1156-2-e,3.33,11.1134088,44,4,1,1,2,cyclic_16_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll,2.0,0.9635833198768691,False
workload_2024.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,44,1,1,1,2,block_2_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,1.25,0.9931700869270993,False
workload_2025.cpp,xczu7ev-ffvc1156-2-e,3.33,14.43850704,44,1,1,1,4,block_2_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline_1,1.75,0.9618353489593336,False
workload_2026.cpp,xczu7ev-ffvc1156-2-e,3.33,11.56351824,44,1,1,2,3,cyclic_64_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_8,unroll_16,pipeline,1.75,0.9720739925659663,False
workload_2027.cpp,xczu7ev-ffvc1156-2-e,3.33,14.85536976,47,2,1,1,3,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_4,pipeline_1,1.75,0.9600632875202176,False
workload_2028.cpp,xczu7ev-ffvc1156-2-e,3.33,14.43848706,52,1,1,2,6,cyclic_64_1,block_32_1,complete_1,pipeline,pipeline_1,pipeline,unroll_8,unroll,2.5,0.9341081385225691,False
workload_2029.cpp,xczu7ev-ffvc1156-2-e,3.33,141.6440808,75,1,1,2,7,block_128_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,pipeline_1,2.75,0.3500034367410695,False
workload_2030.cpp,xczu7ev-ffvc1156-2-e,3.33,11.09785104,85,1,1,3,6,cyclic_64_1,cyclic_128_1,complete_1,pipeline,pipeline_1,unroll_32,unroll_32,pipeline,2.75,0.9322261402853972,False
workload_2031.cpp,xczu7ev-ffvc1156-2-e,3.33,17.945822879999998,111,1,1,3,7,block_128_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_32,unroll,3.0,0.9027792462585097,False
workload_2032.cpp,xczu7ev-ffvc1156-2-e,3.33,10.85042205,243,1,1,4,7,cyclic_64_1,block_16_1,complete_1,pipeline_1,pipeline_1,unroll_32,pipeline,unroll,3.25,0.9086277644583999,False
workload_2033.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34500764,273,1,1,1,5,cyclic_16_1,block_128_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline,pipeline,2.0,1.0,True
workload_2034.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,273,1,1,1,5,cyclic_32_1,block_32_1,complete_1,pipeline,pipeline_1,pipeline_1,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_2035.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,273,1,1,1,5,block_128_1,cyclic_8_1,complete_1,pipeline,unroll_2,pipeline_1,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_2036.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,273,1,1,1,5,block_32_1,cyclic_8_1,complete_1,pipeline,unroll_2,pipeline_1,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_2037.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34500764,273,1,1,1,5,cyclic_16_1,block_256_1,complete_1,unroll_2,unroll_4,pipeline,pipeline,pipeline,2.0,1.0,True
workload_2038.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,276,1,1,1,5,cyclic_16_1,block_256_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline,pipeline,2.0,0.9709440347478133,False
workload_2039.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,276,1,1,1,5,block_64_1,block_16_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline,pipeline,2.0,0.9709440347478133,False
workload_2040.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,294,1,1,1,5,cyclic_32_1,block_256_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_2041.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,294,1,1,1,5,block_64_1,cyclic_32_1,complete_1,unroll_2,pipeline,pipeline_1,pipeline,unroll,2.0,0.9709440347478133,False
workload_2042.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34500764,297,1,1,1,5,cyclic_16_1,block_256_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline_1,2.0,1.0,True
workload_2043.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,297,1,1,1,5,cyclic_64_1,block_16_1,complete_1,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_2044.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,297,1,1,1,5,cyclic_16_1,cyclic_32_1,complete_1,pipeline,pipeline_1,pipeline_1,pipeline,unroll,2.0,0.9709440347478133,False
workload_2045.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34500764,297,1,1,1,5,cyclic_16_1,block_8_1,complete_1,unroll_2,unroll_4,pipeline,pipeline,pipeline,2.0,1.0,True
workload_2046.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,297,1,1,1,5,block_256_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline,2.0,0.9709440347478133,False
workload_2047.cpp,xczu7ev-ffvc1156-2-e,3.33,7.365467160000001,300,1,1,1,8,cyclic_8_1,block_16_1,complete_1,pipeline,pipeline_1,pipeline_1,pipeline,pipeline,2.75,0.9338496051041357,False
workload_2048.cpp,xczu7ev-ffvc1156-2-e,3.33,7.365483810000001,300,1,1,1,8,cyclic_8_1,cyclic_32_1,complete_1,unroll_4,unroll_4,pipeline,pipeline,pipeline,2.75,0.9338496190387239,False
workload_2049.cpp,xczu7ev-ffvc1156-2-e,3.33,11.37639888,39,2,1,1,1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,1.25,0.9920466524805851,False
workload_2050.cpp,xczu7ev-ffvc1156-2-e,3.33,11.430937620000002,39,1,1,1,3,cyclic_64_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline,1.5,0.9822284523813611,False
workload_2051.cpp,xczu7ev-ffvc1156-2-e,3.33,11.37639888,39,1,1,1,1,block_2_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_8,pipeline_1,1.0,0.9998234904584166,False
workload_2052.cpp,xczu7ev-ffvc1156-2-e,3.33,11.11338882,39,2,1,1,2,block_2_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_16,pipeline_1,1.5,0.983087912806671,False
workload_2053.cpp,xczu7ev-ffvc1156-2-e,3.33,11.54005506,39,6,1,1,2,block_2_1,block_16_1,complete_1,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,2.5,0.9426459234046599,False
workload_2054.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,39,5,1,1,2,cyclic_16_1,block_16_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_32,unroll,2.25,0.9542350498359382,False
workload_2055.cpp,xczu7ev-ffvc1156-2-e,3.33,14.565952800000002,42,7,1,1,2,cyclic_32_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_16,pipeline_1,2.75,0.9239472699425682,False
workload_2056.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,42,3,1,1,2,block_4_1,cyclic_8_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_32,unroll,1.75,0.97363168486526,False
workload_2057.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,42,1,1,1,2,block_2_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline,1.25,0.9931700869270993,False
workload_2058.cpp,xczu7ev-ffvc1156-2-e,3.33,11.11338882,42,1,1,1,2,cyclic_8_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_32,unroll_16,unroll,1.25,0.9928361107003014,False
workload_2059.cpp,xczu7ev-ffvc1156-2-e,3.33,11.34911952,42,2,1,1,2,block_2_1,cyclic_8_1,complete_1,pipeline,pipeline_1,unroll_32,unroll_8,pipeline_1,1.5,0.9824575258358998,False
workload_2060.cpp,xczu7ev-ffvc1156-2-e,3.33,97.96980546,42,5,1,1,3,cyclic_16_1,block_8_1,complete_1,unroll_2,unroll_4,pipeline,unroll_32,pipeline,2.5,0.5215263845579594,False
workload_2061.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,42,1,1,1,2,block_2_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_32,pipeline_1,1.25,0.9931700869270993,False
workload_2062.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,42,5,1,1,2,cyclic_16_1,block_16_1,complete_1,pipeline,pipeline_1,pipeline,unroll_32,unroll,2.25,0.9542350498359382,False
workload_2063.cpp,xczu7ev-ffvc1156-2-e,3.33,14.43848706,45,1,1,1,2,block_2_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,1.25,0.977010495300339,False
workload_2064.cpp,xczu7ev-ffvc1156-2-e,3.33,17.945822879999998,45,3,1,1,3,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_32,pipeline_1,2.0,0.9376105858762793,False
workload_2065.cpp,xczu7ev-ffvc1156-2-e,3.33,173.0270664,45,1,1,1,2,block_2_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline,1.25,0.2561375923909808,False
workload_2066.cpp,xczu7ev-ffvc1156-2-e,3.33,145.09300176,45,2,1,1,3,block_2_1,cyclic_8_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_8,pipeline_1,1.75,0.34043997973340623,False
workload_2067.cpp,xczu7ev-ffvc1156-2-e,3.33,14.43850704,48,1,1,1,7,block_2_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,2.5,0.9341080693403065,False
workload_2068.cpp,xczu7ev-ffvc1156-2-e,3.33,17.945822879999998,53,1,1,2,4,cyclic_64_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_32,pipeline_1,2.0,0.9376105858762793,False
workload_2069.cpp,xczu7ev-ffvc1156-2-e,3.33,17.945822879999998,62,3,1,1,4,block_64_1,block_16_1,complete_1,unroll_2,pipeline,pipeline,unroll_32,unroll,2.25,0.9292888167740644,False
workload_2070.cpp,xczu7ev-ffvc1156-2-e,3.33,10.98958608,62,1,1,2,4,cyclic_64_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_32,unroll,2.0,0.9639078393051869,False
workload_2071.cpp,xczu7ev-ffvc1156-2-e,3.33,10.9336221,62,1,1,2,4,cyclic_64_1,cyclic_32_1,complete_1,pipeline,pipeline_1,pipeline,unroll_64,pipeline,2.0,0.9640525564033078,False
workload_2072.cpp,xczu7ev-ffvc1156-2-e,3.33,10.85042205,223,1,1,4,7,cyclic_16_1,block_256_1,complete_1,pipeline_1,unroll_4,unroll_16,pipeline,unroll,3.25,0.9086277644583999,False
workload_2073.cpp,xczu7ev-ffvc1156-2-e,3.33,10.85042205,223,1,1,4,7,block_32_1,block_256_1,complete_1,pipeline,pipeline_1,unroll_16,pipeline,pipeline_1,3.25,0.9086277644583999,False
workload_2074.cpp,xczu7ev-ffvc1156-2-e,3.33,10.85724189,244,1,1,1,8,block_128_1,block_2_1,complete_1,pipeline,unroll_2,unroll_16,pipeline,pipeline_1,2.75,0.9325926613930781,False
workload_2075.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,271,1,1,1,5,cyclic_32_1,block_256_1,complete_1,pipeline,pipeline_1,pipeline_1,pipeline,pipeline_1,2.0,0.9709440347478133,False
workload_2076.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,271,1,1,1,5,cyclic_16_1,cyclic_8_1,complete_1,unroll_2,unroll_4,pipeline_1,pipeline,unroll,2.0,0.9709440347478133,False
workload_2077.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34500764,274,1,1,1,5,cyclic_16_1,block_256_1,complete_1,pipeline,pipeline_1,pipeline_1,pipeline,pipeline_1,2.0,1.0,True
workload_2078.cpp,xczu7ev-ffvc1156-2-e,3.33,8.054287650000001,277,1,1,1,5,block_64_1,block_16_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,2.0,0.9699262515853702,False
workload_2079.cpp,xczu7ev-ffvc1156-2-e,3.33,10.87770141,283,1,1,1,14,block_2_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,pipeline,pipeline,4.25,0.8603853493795189,False
workload_2080.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34500764,291,1,1,1,5,cyclic_16_1,block_256_1,complete_1,pipeline_1,unroll_2,unroll_2,pipeline,pipeline_1,2.0,1.0,True
workload_2081.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34500764,291,1,1,1,5,cyclic_64_1,cyclic_32_1,complete_1,pipeline,pipeline_1,pipeline_1,pipeline,unroll,2.0,1.0,True
workload_2082.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34500764,291,1,1,1,5,cyclic_64_1,block_16_1,complete_1,pipeline,pipeline_1,pipeline,pipeline,unroll,2.0,1.0,True
workload_2083.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34500764,291,1,1,1,5,cyclic_64_1,block_128_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline,pipeline,2.0,1.0,True
workload_2084.cpp,xczu7ev-ffvc1156-2-e,3.33,7.34502429,294,1,1,1,5,block_256_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline,2.0,0.9709440347478133,False
