Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_2353.cpp,xcu200-fsgd2104-2-e,10.0,105.29046,857,1,1,1,2,complete_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.25,0.9838917836081316,False
workload_2354.cpp,xcu200-fsgd2104-2-e,10.0,111.02962,881,1,1,2,4,complete_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.0,0.9280045008873824,False
workload_2355.cpp,xcu200-fsgd2104-2-e,10.0,105.11788,882,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841705637335016,False
workload_2356.cpp,xcu200-fsgd2104-2-e,10.0,532.06166,950,1,1,1,2,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_2,1.25,0.15113808821162436,False
workload_2357.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1711,1,27,13,23,complete_2,block_2_1,unroll_2,unroll_2,pipeline,pipeline_1,16.0,0.25899047363493577,False
workload_2358.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2714,1,24,10,18,block_8_1,complete_1,unroll_2,unroll_2,pipeline,unroll_4,13.25,0.40629634057262565,False
workload_2359.cpp,xcu200-fsgd2104-2-e,10.0,105.27188,173,1,1,1,1,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992811627364552,False
workload_2360.cpp,xcu200-fsgd2104-2-e,10.0,308.0044,267,1,1,1,2,complete_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4659970576355925,False
workload_2362.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,876,1,1,1,2,cyclic_8_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2364.cpp,xcu200-fsgd2104-2-e,10.0,520.79864,967,1,1,1,2,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_2,unroll_2,1.25,0.16011616741920076,False
workload_2365.cpp,xcu200-fsgd2104-2-e,10.0,520.8044,201,1,1,1,1,complete_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16019984256051095,False
workload_2366.cpp,xcu200-fsgd2104-2-e,10.0,319.2059,102,1,1,1,1,block_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4438609601851302,False
workload_2367.cpp,xcu200-fsgd2104-2-e,10.0,105.11788,844,1,1,1,2,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841705637335016,False
workload_2369.cpp,xcu200-fsgd2104-2-e,10.0,532.0199,194,1,1,1,1,block_8_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.15124950351376049,False
workload_2375.cpp,xcu200-fsgd2104-2-e,10.0,105.27864,816,1,1,1,2,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9839110362528172,False
workload_2376.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,855,1,1,1,2,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2377.cpp,xcu200-fsgd2104-2-e,10.0,307.99188,267,1,1,1,2,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4660226580580037,False
workload_2381.cpp,xcu200-fsgd2104-2-e,10.0,105.2844,179,1,1,1,1,complete_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992409933423622,False
workload_2382.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2715,1,24,11,18,cyclic_2_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_4,13.5,0.3975518926303385,False
workload_2383.cpp,xcu200-fsgd2104-2-e,10.0,532.00414,198,1,1,1,1,complete_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.15126157538711332,False
workload_2384.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,179,1,1,1,1,block_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2386.cpp,xcu200-fsgd2104-2-e,10.0,105.4259,80,1,1,1,1,complete_2,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9987870645562082,False
workload_2387.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,180,1,1,1,1,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2389.cpp,xcu200-fsgd2104-2-e,10.0,307.99864,1333,1,1,2,3,block_8_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,unroll_4,1.75,0.46337151771830976,False
workload_2390.cpp,xcu200-fsgd2104-2-e,10.0,307.99188,275,1,1,1,2,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4660226580580037,False
workload_2391.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2774,1,26,11,19,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline,unroll_4,14.25,0.3597905108246757,False
workload_2392.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1732,1,25,12,23,block_8_1,block_2_1,unroll_2,unroll_2,pipeline,pipeline_1,15.25,0.29935680434622286,False
workload_2395.cpp,xcu200-fsgd2104-2-e,10.0,520.8604,957,1,1,1,2,complete_1,complete_1,unroll_4,unroll_2,unroll_4,unroll_2,1.25,0.16006495831827866,False
workload_2397.cpp,xcu200-fsgd2104-2-e,10.0,313.60414,262,1,1,1,2,complete_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_4,1.25,0.4546365090958776,False
workload_2398.cpp,xcu200-fsgd2104-2-e,10.0,307.99188,268,1,1,1,2,block_8_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4660226580580037,False
workload_2399.cpp,xcu200-fsgd2104-2-e,10.0,321.44382,281,1,1,1,2,block_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_4,1.25,0.4390318599102745,False
workload_2400.cpp,xcu200-fsgd2104-2-e,10.0,320.25566,268,1,1,1,2,cyclic_2_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_4,1.25,0.4413743542042816,False
workload_2401.cpp,xcu200-fsgd2104-2-e,10.0,313.60414,261,1,1,1,2,complete_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_4,1.25,0.4546365090958776,False
workload_2402.cpp,xcu200-fsgd2104-2-e,10.0,80.3445,2559,1,24,11,19,complete_1,cyclic_2_1,unroll_2,unroll_2,pipeline,unroll_2,13.75,1.0,True
workload_2403.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2587,1,24,11,19,cyclic_4_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,13.75,0.39376334759830256,False
workload_2404.cpp,xcu200-fsgd2104-2-e,10.0,85.8865,2732,1,25,10,18,complete_1,complete_1,unroll_2,unroll_2,pipeline,unroll_4,13.5,0.39755345068082726,False
workload_2407.cpp,xcu200-fsgd2104-2-e,10.0,308.0604,1409,1,1,2,3,complete_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_4,1.75,0.4632462333511771,False
workload_2408.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,863,1,1,1,2,complete_2,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2409.cpp,xcu200-fsgd2104-2-e,10.0,520.79188,193,1,1,1,1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16021023622766112,False
workload_2410.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1718,1,25,12,23,block_8_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline_1,15.25,0.29935680434622286,False
workload_2411.cpp,xcu200-fsgd2104-2-e,10.0,319.2059,104,1,1,1,1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4438609601851302,False
workload_2412.cpp,xcu200-fsgd2104-2-e,10.0,105.2579,164,1,1,1,1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993260174811168,False
workload_2413.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,177,1,1,1,1,complete_2,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2414.cpp,xcu200-fsgd2104-2-e,10.0,105.3404,824,1,1,1,2,complete_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9838101824766483,False
workload_2415.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,850,1,1,1,2,block_8_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2416.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2665,1,26,11,19,complete_2,complete_1,unroll_2,unroll_2,pipeline,unroll_4,14.25,0.3597905108246757,False
workload_2418.cpp,xcu200-fsgd2104-2-e,10.0,105.27864,808,1,1,1,2,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9839110362528172,False
workload_2422.cpp,xcu200-fsgd2104-2-e,10.0,86.0437,2358,1,24,10,18,block_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline,unroll_4,13.25,0.4061568409901387,False
workload_2423.cpp,xcu200-fsgd2104-2-e,10.0,105.4259,73,1,1,1,1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9987870645562082,False
workload_2424.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,892,1,1,1,2,complete_2,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2425.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,894,1,1,1,2,complete_2,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2426.cpp,xcu200-fsgd2104-2-e,10.0,543.2059,84,1,1,1,1,block_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.14303982015911532,False
workload_2427.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,853,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2432.cpp,xcu200-fsgd2104-2-e,10.0,319.2059,105,1,1,1,1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4438609601851302,False
workload_2433.cpp,xcu200-fsgd2104-2-e,10.0,543.17614,85,1,1,1,1,complete_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.14306071162415862,False
workload_2438.cpp,xcu200-fsgd2104-2-e,10.0,543.2059,81,1,1,1,1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.14303982015911532,False
workload_2440.cpp,xcu200-fsgd2104-2-e,10.0,105.27188,167,1,1,1,1,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992811627364552,False
workload_2441.cpp,xcu200-fsgd2104-2-e,10.0,307.99188,270,1,1,1,2,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4660226580580037,False
workload_2442.cpp,xcu200-fsgd2104-2-e,10.0,105.28732,855,1,1,1,2,block_4_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9838969003802844,False
workload_2443.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,168,1,1,1,1,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2444.cpp,xcu200-fsgd2104-2-e,10.0,105.43966,180,1,1,1,1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987429289025758,False
workload_2446.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2666,1,24,10,18,block_8_1,cyclic_2_1,unroll_2,unroll_2,pipeline,unroll_4,13.25,0.40629634057262565,False
workload_2448.cpp,xcu200-fsgd2104-2-e,10.0,307.99188,243,1,1,1,2,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4660226580580037,False
workload_2450.cpp,xcu200-fsgd2104-2-e,10.0,105.55334,78,1,1,1,1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.998378338014513,False
workload_2451.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,173,1,1,1,1,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2452.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,831,1,1,1,2,block_8_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2453.cpp,xcu200-fsgd2104-2-e,10.0,105.27188,159,1,1,1,1,block_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992811627364552,False
workload_2458.cpp,xcu200-fsgd2104-2-e,10.0,319.2059,96,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4438609601851302,False
workload_2459.cpp,xcu200-fsgd2104-2-e,10.0,319.2059,102,1,1,1,1,complete_2,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4438609601851302,False
workload_2460.cpp,xcu200-fsgd2104-2-e,10.0,543.17614,84,1,1,1,1,complete_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.14306071162415862,False
workload_2462.cpp,xcu200-fsgd2104-2-e,10.0,310.46746,422,1,1,2,3,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,1.75,0.4583799000080263,False
workload_2466.cpp,xcu200-fsgd2104-2-e,10.0,307.99188,258,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4660226580580037,False
workload_2469.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2300,1,23,11,19,block_8_1,cyclic_2_1,unroll_2,unroll_2,pipeline,unroll_2,13.5,0.4024479476340119,False
workload_2470.cpp,xcu200-fsgd2104-2-e,10.0,320.70534,104,1,1,1,1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4408925203420325,False
workload_2471.cpp,xcu200-fsgd2104-2-e,10.0,105.27188,169,1,1,1,1,complete_2,complete_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992811627364552,False
workload_2472.cpp,xcu200-fsgd2104-2-e,10.0,105.43966,174,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987429289025758,False
workload_2473.cpp,xcu200-fsgd2104-2-e,10.0,105.27188,176,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992811627364552,False
workload_2474.cpp,xcu200-fsgd2104-2-e,10.0,105.4259,77,1,1,1,1,block_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9987870645562082,False
workload_2475.cpp,xcu200-fsgd2104-2-e,10.0,105.43966,169,1,1,1,1,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987429289025758,False
workload_2476.cpp,xcu200-fsgd2104-2-e,10.0,80.5017,2342,1,24,11,20,block_4_1,complete_1,unroll_2,unroll_2,pipeline,unroll_2,14.0,0.37677008605712237,False
workload_2481.cpp,xcu200-fsgd2104-2-e,10.0,520.79188,190,1,1,1,1,block_8_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16021023622766112,False
workload_2482.cpp,xcu200-fsgd2104-2-e,10.0,319.2059,100,1,1,1,1,block_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4438609601851302,False
workload_2483.cpp,xcu200-fsgd2104-2-e,10.0,520.79188,189,1,1,1,1,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16021023622766112,False
workload_2484.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2513,1,29,12,22,cyclic_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,16.0,0.2589903558951686,False
workload_2488.cpp,xcu200-fsgd2104-2-e,10.0,520.79188,198,1,1,1,1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16021023622766112,False
workload_2489.cpp,xcu200-fsgd2104-2-e,10.0,307.99864,1258,1,1,2,3,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_2,unroll_4,1.75,0.46337151771830976,False
workload_2490.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2502,1,22,10,18,complete_2,cyclic_2_1,unroll_2,unroll_2,pipeline,unroll_2,12.75,1.0,True
workload_2491.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1737,1,25,12,23,block_8_1,complete_1,unroll_2,unroll_2,pipeline,pipeline,15.25,0.29935680434622286,False
workload_2495.cpp,xcu200-fsgd2104-2-e,10.0,520.79188,191,1,1,1,1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16021023622766112,False
workload_2496.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,831,1,1,1,2,block_8_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2497.cpp,xcu200-fsgd2104-2-e,10.0,520.80358,1003,1,1,1,3,complete_1,complete_1,unroll_4,unroll_4,unroll_2,unroll_2,1.5,0.15984725446468048,False
workload_2498.cpp,xcu200-fsgd2104-2-e,10.0,520.79188,191,1,1,1,1,complete_2,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16021023622766112,False
workload_2499.cpp,xcu200-fsgd2104-2-e,10.0,80.5057,1888,1,28,13,24,block_4_1,block_2_1,unroll_2,unroll_2,pipeline,pipeline_1,16.5,0.23461685995485845,False
workload_2500.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2734,1,26,11,19,complete_2,block_2_1,unroll_2,unroll_2,pipeline,unroll_4,14.25,0.3597905108246757,False
workload_2501.cpp,xcu200-fsgd2104-2-e,10.0,307.99188,267,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4660226580580037,False
workload_2503.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2649,1,24,11,18,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline,unroll_4,13.5,0.3975518926303385,False
workload_2506.cpp,xcu200-fsgd2104-2-e,10.0,520.79188,196,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16021023622766112,False
workload_2507.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2613,1,29,12,22,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,pipeline,unroll_2,16.0,0.2589903558951686,False
workload_2508.cpp,xcu200-fsgd2104-2-e,10.0,319.17614,100,1,1,1,1,complete_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.44392000626354944,False
workload_2509.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,823,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2513.cpp,xcu200-fsgd2104-2-e,10.0,543.20566,189,1,1,1,1,cyclic_2_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_2,1.0,0.14303998861839706,False
workload_2515.cpp,xcu200-fsgd2104-2-e,10.0,543.2059,81,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.14303982015911532,False
workload_2516.cpp,xcu200-fsgd2104-2-e,10.0,105.27864,789,1,1,1,2,block_8_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9839110362528172,False
workload_2517.cpp,xcu200-fsgd2104-2-e,10.0,80.5057,1742,1,28,13,24,block_2_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,16.5,0.23461685995485845,False
workload_2518.cpp,xcu200-fsgd2104-2-e,10.0,80.5017,2301,1,28,12,21,block_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline,unroll_2,15.5,0.28539958400906484,False
workload_2520.cpp,xcu200-fsgd2104-2-e,10.0,543.20566,176,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,1.0,0.14303998861839706,False
workload_2521.cpp,xcu200-fsgd2104-2-e,10.0,105.27864,804,1,1,1,2,complete_2,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9839110362528172,False
workload_2526.cpp,xcu200-fsgd2104-2-e,10.0,105.43966,170,1,1,1,1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987429289025758,False
workload_2527.cpp,xcu200-fsgd2104-2-e,10.0,520.79188,193,1,1,1,1,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16021023622766112,False
workload_2528.cpp,xcu200-fsgd2104-2-e,10.0,105.27188,169,1,1,1,1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992811627364552,False
workload_2529.cpp,xcu200-fsgd2104-2-e,10.0,307.99188,257,1,1,1,2,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4660226580580037,False
workload_2530.cpp,xcu200-fsgd2104-2-e,10.0,520.79188,199,1,1,1,1,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16021023622766112,False
workload_2532.cpp,xcu200-fsgd2104-2-e,10.0,520.79864,941,1,1,1,2,cyclic_4_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,unroll_2,1.25,0.16011616741920076,False
workload_2535.cpp,xcu200-fsgd2104-2-e,10.0,105.2844,172,1,1,1,1,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992409933423622,False
workload_2541.cpp,xcu200-fsgd2104-2-e,10.0,105.27864,821,1,1,1,2,cyclic_8_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline,1.25,0.9839110362528172,False
workload_2543.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1858,1,27,13,23,complete_2,complete_1,unroll_2,unroll_2,pipeline,pipeline_1,16.0,0.25899047363493577,False
workload_2544.cpp,xcu200-fsgd2104-2-e,10.0,320.70534,106,1,1,1,1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4408925203420325,False
workload_2545.cpp,xcu200-fsgd2104-2-e,10.0,105.4259,81,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9987870645562082,False
workload_2546.cpp,xcu200-fsgd2104-2-e,10.0,543.17614,83,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.14306071162415862,False
workload_2550.cpp,xcu200-fsgd2104-2-e,10.0,310.4419,147,1,1,1,2,complete_2,complete_1,unroll_2,unroll_2,unroll_2,unroll_8,1.25,0.4610299729553692,False
workload_2551.cpp,xcu200-fsgd2104-2-e,10.0,105.43966,167,1,1,1,1,complete_2,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987429289025758,False
workload_2552.cpp,xcu200-fsgd2104-2-e,10.0,307.99864,1267,1,1,2,3,cyclic_4_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll_4,1.75,0.46337151771830976,False
workload_2554.cpp,xcu200-fsgd2104-2-e,10.0,105.4259,73,1,1,1,1,block_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9987870645562082,False
workload_2582.cpp,xcu200-fsgd2104-2-e,5.0,55.66007,181,1,1,1,1,complete_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9999763991325186,False
workload_2583.cpp,xcu200-fsgd2104-2-e,5.0,65.65225,2809,1,26,13,20,complete_1,complete_1,unroll_2,unroll_2,pipeline,unroll_2,15.0,0.12124877227901333,False
workload_2596.cpp,xcu200-fsgd2104-2-e,5.0,288.17837,1020,1,1,3,7,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_4,3.0,0.3032403301275983,False
workload_2611.cpp,xcu200-fsgd2104-2-e,5.0,55.66007,186,1,1,1,1,complete_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,0.9999763991325186,False
workload_2612.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,178,1,1,1,1,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9995572486873818,False
workload_2613.cpp,xcu200-fsgd2104-2-e,5.0,65.71229,2003,1,29,15,24,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline,pipeline_1,17.25,0.10028250653471965,False
workload_2625.cpp,xcu200-fsgd2104-2-e,5.0,248.33611,177,1,1,1,2,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_8,1.25,0.39916930747009416,False
workload_2628.cpp,xcu200-fsgd2104-2-e,5.0,509.67237,758,1,1,2,5,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_2,2.25,0.10000000000000003,False
workload_2631.cpp,xcu200-fsgd2104-2-e,5.0,58.85601,1018,1,1,2,5,block_2_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.25,0.8686184131363472,False
workload_2643.cpp,xcu200-fsgd2104-2-e,5.0,58.77829,694,1,1,2,5,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.25,0.868644415018842,False
workload_2645.cpp,xcu200-fsgd2104-2-e,5.0,55.69507,846,1,1,1,2,complete_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9730101570942672,False
workload_2649.cpp,xcu200-fsgd2104-2-e,5.0,246.39607,289,1,1,1,2,complete_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.40360463603413743,False
workload_2650.cpp,xcu200-fsgd2104-2-e,5.0,288.17837,1068,1,1,3,7,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_4,3.0,0.3032403301275983,False
workload_2651.cpp,xcu200-fsgd2104-2-e,5.0,65.79001,2078,1,29,15,25,block_2_1,block_2_1,unroll_2,unroll_2,pipeline,pipeline_1,17.5,0.10000612553574477,False
workload_2654.cpp,xcu200-fsgd2104-2-e,5.0,58.77829,886,1,1,2,4,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.0,0.8938511852144263,False
workload_2661.cpp,xcu200-fsgd2104-2-e,5.0,58.77829,683,1,1,2,4,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline,2.0,0.8938511852144263,False
workload_2662.cpp,xcu200-fsgd2104-2-e,5.0,509.67237,748,1,1,2,5,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_2,2.25,0.10000000000000003,False
workload_2666.cpp,xcu200-fsgd2104-2-e,5.0,439.60411,204,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.12211224040104038,False
workload_2679.cpp,xcu200-fsgd2104-2-e,5.0,55.76611,174,1,1,1,1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9995572486873818,False
