Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_2165.cpp,xcu200-fsgd2104-2-e,10.0,105.27188,172,1,1,1,1,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992811627364552,False
workload_2166.cpp,xcu200-fsgd2104-2-e,10.0,105.3404,838,1,1,1,2,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9838101824766483,False
workload_2167.cpp,xcu200-fsgd2104-2-e,10.0,304.92566,2190,1,1,3,5,cyclic_2_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_8,2.5,0.4623563647508496,False
workload_2168.cpp,xcu200-fsgd2104-2-e,10.0,105.39614,79,1,1,1,1,complete_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9988825244437686,False
workload_2169.cpp,xcu200-fsgd2104-2-e,10.0,105.6499,80,1,1,1,1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9980687119434345,False
workload_2170.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1749,1,27,13,23,cyclic_8_1,block_2_1,unroll_2,unroll_2,pipeline,pipeline,16.0,0.25899047363493577,False
workload_2171.cpp,xcu200-fsgd2104-2-e,10.0,105.2579,180,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993260174811168,False
workload_2172.cpp,xcu200-fsgd2104-2-e,10.0,664.07842,737,1,1,2,5,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_8,unroll_2,2.25,0.10000000000000003,False
workload_2173.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1717,1,28,13,24,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline_1,16.5,0.2346128722326816,False
workload_2174.cpp,xcu200-fsgd2104-2-e,10.0,520.86188,981,1,1,1,2,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_2,1.25,0.1600637314248452,False
workload_2175.cpp,xcu200-fsgd2104-2-e,10.0,105.77734,85,1,1,1,1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9976601487896402,False
workload_2176.cpp,xcu200-fsgd2104-2-e,10.0,105.4259,80,1,1,1,1,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9987870645562082,False
workload_2177.cpp,xcu200-fsgd2104-2-e,10.0,80.5057,1891,1,28,13,24,block_2_1,complete_1,unroll_2,unroll_2,pipeline,pipeline_1,16.5,0.23461685995485845,False
workload_2178.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1837,1,27,13,23,cyclic_8_1,complete_1,unroll_2,unroll_2,pipeline,pipeline_1,16.0,0.25899047363493577,False
workload_2179.cpp,xcu200-fsgd2104-2-e,10.0,105.39614,82,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9988825244437686,False
workload_2180.cpp,xcu200-fsgd2104-2-e,10.0,105.62014,86,1,1,1,1,complete_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9981641336763813,False
workload_2181.cpp,xcu200-fsgd2104-2-e,10.0,105.77734,88,1,1,1,1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9976601487896402,False
workload_2182.cpp,xcu200-fsgd2104-2-e,10.0,105.18932,212,1,1,1,2,block_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.25,0.9840557666331052,False
workload_2183.cpp,xcu200-fsgd2104-2-e,10.0,111.03138,1041,1,1,2,4,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.0,0.9280013693209487,False
workload_2184.cpp,xcu200-fsgd2104-2-e,10.0,105.28732,897,1,1,1,2,block_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9838969003802844,False
workload_2185.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2616,1,25,11,20,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline,unroll_2,14.25,0.3602699509489835,False
workload_2186.cpp,xcu200-fsgd2104-2-e,10.0,105.6499,82,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9980687119434345,False
workload_2187.cpp,xcu200-fsgd2104-2-e,10.0,105.3404,847,1,1,1,2,complete_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9838101824766483,False
workload_2190.cpp,xcu200-fsgd2104-2-e,10.0,80.3485,1718,1,29,13,23,complete_1,complete_1,unroll_2,unroll_2,pipeline,pipeline_1,16.5,0.23461282610550419,False
workload_2191.cpp,xcu200-fsgd2104-2-e,10.0,105.41332,204,1,1,1,2,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.25,0.9836902837223196,False
workload_2192.cpp,xcu200-fsgd2104-2-e,10.0,105.2579,200,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993260174811168,False
workload_2193.cpp,xcu200-fsgd2104-2-e,10.0,105.34188,955,1,1,1,2,complete_2,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9838077578195543,False
workload_2194.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1957,1,27,13,23,cyclic_8_1,block_2_1,unroll_2,unroll_2,pipeline,pipeline_1,16.0,0.25899047363493577,False
workload_2197.cpp,xcu200-fsgd2104-2-e,10.0,80.3485,1898,1,29,13,23,complete_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_8,16.5,0.23461282610550419,False
workload_2199.cpp,xcu200-fsgd2104-2-e,10.0,105.39614,83,1,1,1,1,complete_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9988825244437686,False
workload_2200.cpp,xcu200-fsgd2104-2-e,10.0,105.27188,195,1,1,1,1,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992811627364552,False
workload_2202.cpp,xcu200-fsgd2104-2-e,10.0,80.3485,1887,1,29,13,23,complete_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline,16.5,0.23461282610550419,False
workload_2203.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1918,1,27,13,23,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline_1,16.0,0.25899047363493577,False
workload_2204.cpp,xcu200-fsgd2104-2-e,10.0,105.6499,80,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.9980687119434345,False
workload_2205.cpp,xcu200-fsgd2104-2-e,10.0,80.5057,2038,1,28,13,24,block_2_1,block_2_1,unroll_2,unroll_2,pipeline,pipeline,16.5,0.23461685995485845,False
workload_2206.cpp,xcu200-fsgd2104-2-e,10.0,80.3485,1921,1,29,13,23,complete_1,block_2_1,unroll_2,unroll_2,pipeline,pipeline_1,16.5,0.23461282610550419,False
workload_2207.cpp,xcu200-fsgd2104-2-e,10.0,105.11788,870,1,1,1,2,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841705637335016,False
workload_2208.cpp,xcu200-fsgd2104-2-e,10.0,80.3485,1831,1,29,13,23,complete_1,complete_1,unroll_2,unroll_2,pipeline,unroll_16,16.5,0.23461282610550419,False
workload_2210.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,186,1,1,1,1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2211.cpp,xcu200-fsgd2104-2-e,10.0,80.5057,2055,1,28,13,24,block_4_1,block_2_1,unroll_2,unroll_2,pipeline,pipeline,16.5,0.23461685995485845,False
workload_2212.cpp,xcu200-fsgd2104-2-e,10.0,105.51132,854,1,1,1,2,block_2_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9835277488690208,False
workload_2215.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,194,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2216.cpp,xcu200-fsgd2104-2-e,10.0,105.11788,878,1,1,1,2,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841705637335016,False
workload_2217.cpp,xcu200-fsgd2104-2-e,10.0,105.28732,890,1,1,1,2,block_2_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9838969003802844,False
workload_2218.cpp,xcu200-fsgd2104-2-e,10.0,105.1164,881,1,1,1,2,complete_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841729329123071,False
workload_2219.cpp,xcu200-fsgd2104-2-e,10.0,80.5057,1816,1,28,13,24,block_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline_1,16.5,0.23461685995485845,False
workload_2221.cpp,xcu200-fsgd2104-2-e,10.0,80.5057,1834,1,28,13,24,block_4_1,complete_1,unroll_2,unroll_2,pipeline,pipeline_1,16.5,0.23461685995485845,False
workload_2223.cpp,xcu200-fsgd2104-2-e,10.0,105.24214,178,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993765846862354,False
workload_2224.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,181,1,1,1,1,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2225.cpp,xcu200-fsgd2104-2-e,10.0,105.2579,180,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993260174811168,False
workload_2226.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,877,1,1,1,2,cyclic_2_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2227.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,179,1,1,1,1,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2228.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1752,1,25,12,23,block_8_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,15.25,0.29935680434622286,False
workload_2229.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1789,1,27,13,23,cyclic_8_1,complete_1,unroll_2,unroll_2,pipeline,unroll_16,16.0,0.25899047363493577,False
workload_2230.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1747,1,25,13,23,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline_1,15.5,0.28539475172278966,False
workload_2231.cpp,xcu200-fsgd2104-2-e,10.0,304.8699,443,1,1,1,3,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_8,1.5,0.4713144734633472,False
workload_2232.cpp,xcu200-fsgd2104-2-e,10.0,543.2059,85,1,1,1,1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.14303982015911532,False
workload_2233.cpp,xcu200-fsgd2104-2-e,10.0,86.0437,2473,1,22,10,16,block_2_1,complete_1,unroll_2,unroll_2,pipeline,unroll_4,12.25,1.0,True
workload_2234.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2807,1,26,11,19,cyclic_4_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_4,14.25,0.3597905108246757,False
workload_2235.cpp,xcu200-fsgd2104-2-e,10.0,80.3485,1769,1,29,13,23,complete_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline_1,16.5,0.23461282610550419,False
workload_2236.cpp,xcu200-fsgd2104-2-e,10.0,105.4819,175,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,1.0,0.9986074494793966,False
workload_2238.cpp,xcu200-fsgd2104-2-e,10.0,105.4259,78,1,1,1,1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9987870645562082,False
workload_2241.cpp,xcu200-fsgd2104-2-e,10.0,111.03138,924,1,1,2,4,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.0,0.9280013693209487,False
workload_2243.cpp,xcu200-fsgd2104-2-e,10.0,520.80358,1075,1,1,1,3,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll_2,1.5,0.15984725446468048,False
workload_2244.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,178,1,1,1,1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2246.cpp,xcu200-fsgd2104-2-e,10.0,80.3445,2520,1,24,11,19,complete_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,13.75,1.0,True
workload_2247.cpp,xcu200-fsgd2104-2-e,10.0,105.11788,853,1,1,1,2,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841705637335016,False
workload_2249.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1753,1,25,13,23,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline,pipeline,15.5,0.28539475172278966,False
workload_2250.cpp,xcu200-fsgd2104-2-e,10.0,80.5057,1865,1,28,13,24,block_4_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_8,16.5,0.23461685995485845,False
workload_2251.cpp,xcu200-fsgd2104-2-e,10.0,105.29046,871,1,1,1,2,complete_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline_1,1.25,0.9838917836081316,False
workload_2252.cpp,xcu200-fsgd2104-2-e,10.0,299.3244,2187,1,1,2,4,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll_8,2.0,0.47909678473705075,False
workload_2256.cpp,xcu200-fsgd2104-2-e,10.0,105.45146,174,1,1,1,1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987050808766952,False
workload_2257.cpp,xcu200-fsgd2104-2-e,10.0,80.3485,1640,1,29,13,23,complete_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,16.5,0.23461282610550419,False
workload_2258.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,191,1,1,1,1,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2259.cpp,xcu200-fsgd2104-2-e,10.0,105.05958,899,1,1,1,3,complete_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.5,0.9686844618416492,False
workload_2260.cpp,xcu200-fsgd2104-2-e,10.0,80.3485,1730,1,29,13,23,complete_1,complete_1,unroll_2,unroll_2,pipeline,pipeline,16.5,0.23461282610550419,False
workload_2261.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2552,1,25,11,20,cyclic_2_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,14.25,0.3602699509489835,False
workload_2262.cpp,xcu200-fsgd2104-2-e,10.0,105.2579,176,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993260174811168,False
workload_2263.cpp,xcu200-fsgd2104-2-e,10.0,308.06188,1308,1,1,1,3,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll_4,1.5,0.46478026016770413,False
workload_2266.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,187,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2268.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1796,1,25,13,23,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline,pipeline,15.5,0.28539475172278966,False
workload_2269.cpp,xcu200-fsgd2104-2-e,10.0,105.2579,172,1,1,1,1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993260174811168,False
workload_2271.cpp,xcu200-fsgd2104-2-e,10.0,105.34188,815,1,1,1,2,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,1.25,0.9838077578195543,False
workload_2272.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,866,1,1,1,2,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2273.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2578,1,24,11,19,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline,unroll_2,13.75,0.39376334759830256,False
workload_2274.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1711,1,25,13,23,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,15.5,0.28539475172278966,False
workload_2275.cpp,xcu200-fsgd2104-2-e,10.0,105.4259,81,1,1,1,1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9987870645562082,False
workload_2276.cpp,xcu200-fsgd2104-2-e,10.0,85.8865,2738,1,25,10,18,complete_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_4,13.5,0.39755345068082726,False
workload_2277.cpp,xcu200-fsgd2104-2-e,10.0,520.8604,976,1,1,1,2,complete_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_2,1.25,0.16006495831827866,False
workload_2278.cpp,xcu200-fsgd2104-2-e,10.0,105.1164,865,1,1,1,2,complete_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841729329123071,False
workload_2279.cpp,xcu200-fsgd2104-2-e,10.0,105.2579,174,1,1,1,1,block_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993260174811168,False
workload_2280.cpp,xcu200-fsgd2104-2-e,10.0,105.11788,888,1,1,1,2,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841705637335016,False
workload_2281.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1706,1,25,13,23,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline,unroll_16,15.5,0.28539475172278966,False
workload_2282.cpp,xcu200-fsgd2104-2-e,10.0,105.45146,194,1,1,1,1,complete_1,complete_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987050808766952,False
workload_2283.cpp,xcu200-fsgd2104-2-e,10.0,105.11788,854,1,1,1,2,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841705637335016,False
workload_2284.cpp,xcu200-fsgd2104-2-e,10.0,86.0437,2417,1,22,10,16,block_2_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_4,12.25,1.0,True
workload_2287.cpp,xcu200-fsgd2104-2-e,10.0,105.11788,823,1,1,1,2,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841705637335016,False
workload_2288.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2449,1,29,12,22,cyclic_8_1,complete_1,unroll_2,unroll_2,pipeline,unroll_2,16.0,0.2589903558951686,False
workload_2289.cpp,xcu200-fsgd2104-2-e,10.0,532.0199,185,1,1,1,1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.15124950351376049,False
workload_2291.cpp,xcu200-fsgd2104-2-e,10.0,105.43966,166,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987429289025758,False
workload_2292.cpp,xcu200-fsgd2104-2-e,10.0,532.0199,199,1,1,1,1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.15124950351376049,False
workload_2293.cpp,xcu200-fsgd2104-2-e,10.0,319.17614,105,1,1,1,1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.44392000626354944,False
workload_2294.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,183,1,1,1,1,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2295.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,859,1,1,1,2,cyclic_4_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2296.cpp,xcu200-fsgd2104-2-e,10.0,80.5017,2374,1,28,12,21,block_2_1,complete_1,unroll_2,unroll_2,pipeline,unroll_2,15.5,0.28539958400906484,False
workload_2297.cpp,xcu200-fsgd2104-2-e,10.0,532.00414,203,1,1,1,1,complete_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.15126157538711332,False
workload_2298.cpp,xcu200-fsgd2104-2-e,10.0,520.8044,208,1,1,1,1,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16019984256051095,False
workload_2299.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2539,1,23,11,19,block_8_1,complete_1,unroll_2,unroll_2,pipeline,unroll_2,13.5,0.4024479476340119,False
workload_2303.cpp,xcu200-fsgd2104-2-e,10.0,105.2579,174,1,1,1,1,complete_2,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993260174811168,False
workload_2304.cpp,xcu200-fsgd2104-2-e,10.0,105.44134,182,1,1,1,1,block_2_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9987375403214227,False
workload_2305.cpp,xcu200-fsgd2104-2-e,10.0,111.02962,868,1,1,2,4,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,2.0,0.9280045008873824,False
workload_2306.cpp,xcu200-fsgd2104-2-e,10.0,105.05958,886,1,1,1,3,complete_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.5,0.9686844618416492,False
workload_2307.cpp,xcu200-fsgd2104-2-e,10.0,105.24214,178,1,1,1,1,complete_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993765846862354,False
workload_2308.cpp,xcu200-fsgd2104-2-e,10.0,310.4419,151,1,1,1,2,block_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_8,1.25,0.4610299729553692,False
workload_2309.cpp,xcu200-fsgd2104-2-e,10.0,105.11788,834,1,1,1,2,block_8_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,1.25,0.9841705637335016,False
workload_2310.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,177,1,1,1,1,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2311.cpp,xcu200-fsgd2104-2-e,10.0,105.2579,175,1,1,1,1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,1.0,0.9993260174811168,False
workload_2312.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2859,1,25,11,18,cyclic_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_4,13.75,0.3889337983968728,False
workload_2313.cpp,xcu200-fsgd2104-2-e,10.0,105.43966,181,1,1,1,1,cyclic_4_1,complete_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987429289025758,False
workload_2318.cpp,xcu200-fsgd2104-2-e,10.0,105.43966,169,1,1,1,1,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.9987429289025758,False
workload_2321.cpp,xcu200-fsgd2104-2-e,10.0,313.6199,257,1,1,1,2,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_4,1.25,0.45460478808508875,False
workload_2322.cpp,xcu200-fsgd2104-2-e,10.0,307.99188,258,1,1,1,2,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_4,1.25,0.4660226580580037,False
workload_2323.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,845,1,1,1,2,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2324.cpp,xcu200-fsgd2104-2-e,10.0,105.28358,857,1,1,1,3,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,1.5,0.9683293520445431,False
workload_2325.cpp,xcu200-fsgd2104-2-e,10.0,543.2059,84,1,1,1,1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.14303982015911532,False
workload_2326.cpp,xcu200-fsgd2104-2-e,10.0,105.0604,180,1,1,1,1,complete_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,0.9999598145543024,False
workload_2327.cpp,xcu200-fsgd2104-2-e,10.0,105.27188,173,1,1,1,1,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,1.0,0.9992811627364552,False
workload_2328.cpp,xcu200-fsgd2104-2-e,10.0,320.70534,108,1,1,1,1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4408925203420325,False
workload_2329.cpp,xcu200-fsgd2104-2-e,10.0,532.0199,192,1,1,1,1,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.15124950351376049,False
workload_2330.cpp,xcu200-fsgd2104-2-e,10.0,80.35026,1745,1,27,13,23,cyclic_8_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,16.0,0.25899047363493577,False
workload_2333.cpp,xcu200-fsgd2104-2-e,10.0,532.0199,199,1,1,1,1,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.15124950351376049,False
workload_2334.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2729,1,26,11,19,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline,unroll_4,14.25,0.3597905108246757,False
workload_2336.cpp,xcu200-fsgd2104-2-e,10.0,105.05464,884,1,1,1,2,cyclic_8_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,1.25,0.9842714709911707,False
workload_2338.cpp,xcu200-fsgd2104-2-e,10.0,85.88826,2749,1,24,10,18,block_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_4,13.25,0.40629634057262565,False
workload_2339.cpp,xcu200-fsgd2104-2-e,10.0,520.86188,961,1,1,1,2,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_4,unroll_2,1.25,0.1600637314248452,False
workload_2340.cpp,xcu200-fsgd2104-2-e,10.0,319.2059,116,1,1,1,1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,1.0,0.4438609601851302,False
workload_2344.cpp,xcu200-fsgd2104-2-e,10.0,105.04788,180,1,1,1,1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
workload_2345.cpp,xcu200-fsgd2104-2-e,10.0,80.34626,2529,1,22,10,18,complete_2,complete_1,unroll_2,unroll_2,pipeline,unroll_2,12.75,1.0,True
workload_2348.cpp,xcu200-fsgd2104-2-e,10.0,532.06166,919,1,1,1,2,cyclic_4_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_2,1.25,0.15113808821162436,False
workload_2351.cpp,xcu200-fsgd2104-2-e,10.0,520.8044,204,1,1,1,1,complete_1,complete_1,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.16019984256051095,False
workload_2352.cpp,xcu200-fsgd2104-2-e,10.0,532.0199,194,1,1,1,1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,unroll_2,1.0,0.15124950351376049,False
