Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_3912.cpp,xcu200-fsgd2104-2-e,5.0,28.077865,585,1,1,6,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline,unroll_2,5.0,0.9346112656031803,False
workload_3913.cpp,xcu200-fsgd2104-2-e,5.0,213.824025,784,1,1,6,11,cyclic_2_1,block_2_1,complete_1,unroll_2,unroll_4,unroll_64,4.75,0.627316752338603,False
workload_3914.cpp,xcu200-fsgd2104-2-e,5.0,7.195345,1240,1,1,7,17,block_2_1,block_4_1,complete_1,unroll_2,pipeline,unroll_16,6.5,0.8973683821226929,False
workload_3915.cpp,xcu200-fsgd2104-2-e,5.0,7.193985,1452,1,1,4,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_16,5.0,1.0,True
workload_3916.cpp,xcu200-fsgd2104-2-e,5.0,7.195345,1536,1,1,7,17,block_2_1,block_4_1,complete_1,unroll_2,pipeline,unroll_4,6.5,0.8973683821226929,False
workload_3917.cpp,xcu200-fsgd2104-2-e,5.0,7.195345,1567,1,1,7,17,block_2_1,block_4_1,complete_1,unroll_2,pipeline,unroll_8,6.5,0.8973683821226929,False
workload_3918.cpp,xcu200-fsgd2104-2-e,5.0,28.06621,1656,1,1,4,15,cyclic_2_1,block_2_1,cyclic_4_1,unroll_4,pipeline,pipeline_1,5.25,0.9266255048974642,False
workload_3919.cpp,xcu200-fsgd2104-2-e,5.0,7.370785,1828,1,1,10,21,block_2_1,block_128_1,complete_1,unroll_2,pipeline,pipeline_1,8.25,0.8364357795330561,False
workload_3920.cpp,xcu200-fsgd2104-2-e,5.0,255.720665,3128,1,15,12,19,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_8,unroll_64,11.75,0.46214615965409045,False
workload_3922.cpp,xcu200-fsgd2104-2-e,5.0,153.37855,43,1,1,1,1,cyclic_2_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline_1,1.0,0.792802964752155,False
workload_3923.cpp,xcu200-fsgd2104-2-e,5.0,158.70335,43,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline,1.0,0.7779606586098293,False
workload_3924.cpp,xcu200-fsgd2104-2-e,5.0,145.28211,60,3,1,1,1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_8,1.5,0.8160465348784132,False
workload_3925.cpp,xcu200-fsgd2104-2-e,5.0,144.288825,70,1,1,1,2,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,1.25,0.8190939405735695,False
workload_3926.cpp,xcu200-fsgd2104-2-e,5.0,143.87287,73,1,1,1,2,cyclic_2_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_16,1.25,0.8202819149137262,False
workload_3927.cpp,xcu200-fsgd2104-2-e,5.0,165.754365,76,1,1,1,2,cyclic_2_1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_16,1.25,0.759043253182972,False
workload_3928.cpp,xcu200-fsgd2104-2-e,5.0,144.03411,85,1,1,1,1,cyclic_16_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_16,1.0,1.0,True
workload_3929.cpp,xcu200-fsgd2104-2-e,5.0,144.28887,88,1,1,1,3,block_4_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_8,1.5,0.8188499636398229,False
workload_3930.cpp,xcu200-fsgd2104-2-e,5.0,143.37367,113,1,1,3,4,block_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_16,2.25,0.8229535709026339,False
workload_3931.cpp,xcu200-fsgd2104-2-e,5.0,164.256825,154,1,1,1,3,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,1.5,0.7634039665266279,False
workload_3932.cpp,xcu200-fsgd2104-2-e,5.0,144.034155,89,1,1,1,2,cyclic_16_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_16,1.25,0.8198211740758554,False
workload_3933.cpp,xcu200-fsgd2104-2-e,5.0,142.812025,235,2,1,3,5,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_64,2.75,1.0,True
workload_3934.cpp,xcu200-fsgd2104-2-e,5.0,145.287225,60,1,1,1,1,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,1.0,0.8156416131668697,False
workload_3935.cpp,xcu200-fsgd2104-2-e,5.0,149.78007,49,1,1,1,1,block_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,1.0,0.8029179248667176,False
workload_3936.cpp,xcu200-fsgd2104-2-e,5.0,149.78007,51,1,1,1,1,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1.0,0.8029179248667176,False
workload_3937.cpp,xcu200-fsgd2104-2-e,5.0,143.139755,291,1,1,3,5,cyclic_16_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,2.5,0.823905052869777,False
workload_3938.cpp,xcu200-fsgd2104-2-e,5.0,143.872825,87,1,1,1,2,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_16,1.25,1.0,True
workload_3939.cpp,xcu200-fsgd2104-2-e,5.0,28.40555,485,3,1,6,11,cyclic_8_1,block_4_1,complete_1,unroll_2,pipeline,unroll_4,5.25,0.926248263975484,False
workload_3940.cpp,xcu200-fsgd2104-2-e,5.0,28.39455,493,1,1,2,8,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,3.0,0.9994570698048068,False
workload_3941.cpp,xcu200-fsgd2104-2-e,5.0,28.393915,525,1,1,2,8,cyclic_16_1,cyclic_2_1,block_2_1,unroll_2,pipeline,pipeline_1,3.0,0.9994581197218515,False
workload_3942.cpp,xcu200-fsgd2104-2-e,5.0,28.40419,613,1,1,2,9,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_16,3.25,0.9912763323553947,False
workload_3943.cpp,xcu200-fsgd2104-2-e,5.0,28.066865,504,2,1,2,8,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,3.25,0.9916924981637809,False
workload_3944.cpp,xcu200-fsgd2104-2-e,5.0,28.40555,599,3,1,6,11,cyclic_8_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_16,5.25,0.926248263975484,False
workload_3945.cpp,xcu200-fsgd2104-2-e,5.0,28.066865,395,2,1,2,8,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_16,3.25,0.9916924981637809,False
workload_3946.cpp,xcu200-fsgd2104-2-e,5.0,7.194665,1112,1,1,4,13,block_2_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_16,4.75,0.9526207834311771,False
workload_3947.cpp,xcu200-fsgd2104-2-e,5.0,142.68727,1143,1,3,12,17,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_64,8.25,0.7092136089935629,False
workload_3948.cpp,xcu200-fsgd2104-2-e,5.0,7.19403,1416,1,1,4,14,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline,unroll_4,5.0,0.9491113452088756,False
workload_3949.cpp,xcu200-fsgd2104-2-e,5.0,7.193985,1525,1,1,4,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline,pipeline,5.0,1.0,True
workload_3950.cpp,xcu200-fsgd2104-2-e,5.0,28.40413,1638,1,1,4,16,cyclic_16_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_8,5.5,0.9182918289358116,False
workload_3951.cpp,xcu200-fsgd2104-2-e,5.0,7.19403,1536,1,1,4,13,block_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_8,4.75,1.0,True
workload_3952.cpp,xcu200-fsgd2104-2-e,5.0,7.19471,1649,1,1,7,17,block_2_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,6.5,0.8973679580420868,False
workload_3953.cpp,xcu200-fsgd2104-2-e,5.0,7.19471,1486,1,1,4,13,block_2_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,4.75,0.952620782480509,False
workload_3954.cpp,xcu200-fsgd2104-2-e,5.0,7.193985,1748,1,1,4,14,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,pipeline_1,5.0,1.0,True
workload_3955.cpp,xcu200-fsgd2104-2-e,5.0,7.19471,1566,1,1,7,17,block_2_1,block_4_1,cyclic_2_1,unroll_2,pipeline,unroll_8,6.5,0.8973679580420868,False
workload_3956.cpp,xcu200-fsgd2104-2-e,5.0,28.251885,1950,2,1,5,17,cyclic_4_1,cyclic_8_1,complete_1,unroll_4,pipeline,pipeline,6.25,0.8975934077950563,False
workload_3959.cpp,xcu200-fsgd2104-2-e,5.0,153.37855,46,1,1,1,1,cyclic_2_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,1.0,0.792802964752155,False
workload_3960.cpp,xcu200-fsgd2104-2-e,5.0,159.03095,46,1,1,1,1,cyclic_16_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline,1.0,0.7770524183961214,False
workload_3961.cpp,xcu200-fsgd2104-2-e,5.0,148.11607,49,1,1,1,1,cyclic_2_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,1.0,0.8076181400031333,False
workload_3962.cpp,xcu200-fsgd2104-2-e,5.0,193.12731,55,3,1,1,1,cyclic_8_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_4,1.5,0.6863781806813799,False
workload_3963.cpp,xcu200-fsgd2104-2-e,5.0,224.51085,66,1,1,1,2,cyclic_2_1,block_4_1,cyclic_2_1,unroll_4,unroll_4,pipeline_1,1.25,0.6076511791780698,False
workload_3964.cpp,xcu200-fsgd2104-2-e,5.0,144.034155,69,1,1,1,2,cyclic_16_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_16,1.25,0.8198211740758554,False
workload_3965.cpp,xcu200-fsgd2104-2-e,5.0,144.200555,87,3,1,1,2,cyclic_8_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_16,1.75,0.8196842408254598,False
workload_3966.cpp,xcu200-fsgd2104-2-e,5.0,143.87287,87,1,1,1,2,cyclic_4_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_16,1.25,0.8202819149137262,False
workload_3967.cpp,xcu200-fsgd2104-2-e,5.0,143.373625,111,1,1,3,4,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_16,2.25,0.8229537006692321,False
workload_3968.cpp,xcu200-fsgd2104-2-e,5.0,166.08211,71,1,1,1,1,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_16,1.0,0.7576427667357706,False
workload_3969.cpp,xcu200-fsgd2104-2-e,5.0,143.37367,138,1,1,3,4,block_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_16,2.25,0.8229535709026339,False
workload_3970.cpp,xcu200-fsgd2104-2-e,5.0,214.996185,145,1,2,1,3,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_4,unroll_16,1.75,0.6311487757223738,False
workload_3971.cpp,xcu200-fsgd2104-2-e,5.0,150.107755,53,1,1,1,1,cyclic_16_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,1.0,0.8019940306656502,False
workload_3972.cpp,xcu200-fsgd2104-2-e,5.0,149.78007,47,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1.0,0.8029179248667176,False
workload_3973.cpp,xcu200-fsgd2104-2-e,5.0,144.616555,81,3,1,1,5,block_8_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,2.5,0.8196461759218107,False
workload_3974.cpp,xcu200-fsgd2104-2-e,5.0,143.872825,88,1,1,1,2,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_16,1.25,1.0,True
workload_3975.cpp,xcu200-fsgd2104-2-e,5.0,145.282155,65,1,1,1,1,cyclic_16_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,1.0,0.8156560303742093,False
workload_3976.cpp,xcu200-fsgd2104-2-e,5.0,142.81207,230,1,1,3,6,cyclic_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_64,2.75,0.8245523721086375,False
workload_3977.cpp,xcu200-fsgd2104-2-e,5.0,216.379915,90,1,1,1,2,cyclic_16_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_8,1.25,0.6274518029503806,False
workload_3978.cpp,xcu200-fsgd2104-2-e,5.0,142.81207,293,1,1,3,6,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,2.75,0.8245523721086375,False
workload_3979.cpp,xcu200-fsgd2104-2-e,5.0,214.404825,300,1,1,5,7,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_4,unroll_16,3.5,0.6315455049606876,False
workload_3980.cpp,xcu200-fsgd2104-2-e,5.0,28.066865,416,1,1,2,8,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,3.0,0.9999989497667404,False
workload_3981.cpp,xcu200-fsgd2104-2-e,5.0,28.077865,488,1,1,5,12,cyclic_2_1,block_4_1,complete_1,unroll_2,pipeline,unroll_8,4.75,0.9426483892019352,False
workload_3982.cpp,xcu200-fsgd2104-2-e,5.0,28.40419,610,1,1,2,9,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_8,3.25,0.9912763323553947,False
workload_3983.cpp,xcu200-fsgd2104-2-e,5.0,28.40419,640,1,1,2,9,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_64,3.25,0.9912763323553947,False
workload_3984.cpp,xcu200-fsgd2104-2-e,5.0,28.40419,610,1,1,2,9,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_8,3.25,0.9912763323553947,False
workload_3985.cpp,xcu200-fsgd2104-2-e,5.0,28.40555,589,1,1,6,11,cyclic_16_1,block_4_1,complete_1,unroll_2,pipeline,unroll_16,4.75,0.942279544648263,False
workload_3986.cpp,xcu200-fsgd2104-2-e,5.0,28.07655,679,1,1,2,9,cyclic_2_1,cyclic_4_1,block_4_1,unroll_2,pipeline,unroll_8,3.25,0.9916813828278633,False
workload_3987.cpp,xcu200-fsgd2104-2-e,5.0,28.07723,637,1,1,5,12,cyclic_2_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,4.75,0.942649096401723,False
workload_3988.cpp,xcu200-fsgd2104-2-e,5.0,7.19403,1478,1,1,4,13,block_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_4,4.75,1.0,True
workload_3989.cpp,xcu200-fsgd2104-2-e,5.0,7.193985,1517,1,1,4,14,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_64,5.0,1.0,True
workload_3990.cpp,xcu200-fsgd2104-2-e,5.0,7.19403,1488,1,1,4,13,block_2_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_64,4.75,1.0,True
workload_3991.cpp,xcu200-fsgd2104-2-e,5.0,7.19403,1753,1,1,4,14,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline,unroll_16,5.0,0.9491113452088756,False
workload_3992.cpp,xcu200-fsgd2104-2-e,5.0,7.193985,1662,1,1,4,14,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,pipeline,5.0,1.0,True
workload_3995.cpp,xcu200-fsgd2104-2-e,5.0,153.37855,40,2,1,1,1,cyclic_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,1.25,0.793362720941305,False
workload_3996.cpp,xcu200-fsgd2104-2-e,5.0,159.223265,40,1,1,1,3,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,pipeline,1.5,0.7772372598165942,False
workload_3997.cpp,xcu200-fsgd2104-2-e,5.0,153.898465,40,1,1,1,3,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline_1,1.5,0.7919456883588413,False
workload_3998.cpp,xcu200-fsgd2104-2-e,5.0,167.75127,47,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,1.0,0.7530871767172749,False
workload_3999.cpp,xcu200-fsgd2104-2-e,5.0,145.28727,50,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1.0,0.815641485204084,False
workload_4000.cpp,xcu200-fsgd2104-2-e,5.0,190.63647,65,1,1,1,1,cyclic_2_1,block_8_1,block_4_1,unroll_2,unroll_2,unroll_8,1.0,0.6921575380185523,False
workload_4001.cpp,xcu200-fsgd2104-2-e,5.0,144.03411,68,1,1,1,2,cyclic_16_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_16,1.25,0.8198213026076784,False
workload_4002.cpp,xcu200-fsgd2104-2-e,5.0,144.28887,82,1,1,1,2,block_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_8,1.25,0.8190938121021583,False
workload_4003.cpp,xcu200-fsgd2104-2-e,5.0,150.107755,58,3,1,1,1,block_8_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1.5,0.8025001998379337,False
workload_4004.cpp,xcu200-fsgd2104-2-e,5.0,190.636425,68,1,1,1,1,cyclic_2_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_8,1.0,0.692157654997713,False
workload_4005.cpp,xcu200-fsgd2104-2-e,5.0,165.75447,69,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_16,1.0,0.7585387481836066,False
workload_4006.cpp,xcu200-fsgd2104-2-e,5.0,143.16567,144,1,1,1,3,cyclic_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_2,unroll_32,1.5,1.0,True
workload_4007.cpp,xcu200-fsgd2104-2-e,5.0,189.222025,113,2,1,1,2,cyclic_4_1,block_16_1,complete_1,unroll_2,unroll_2,unroll_16,1.5,0.6965380278628571,False
workload_4008.cpp,xcu200-fsgd2104-2-e,5.0,143.13971,300,3,1,3,5,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_64,3.0,0.8197259975632101,False
workload_4009.cpp,xcu200-fsgd2104-2-e,5.0,142.81207,332,1,3,3,5,cyclic_4_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_64,3.0,0.8202250864197724,False
workload_4010.cpp,xcu200-fsgd2104-2-e,5.0,143.13971,301,1,1,3,5,cyclic_16_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_64,2.5,1.0,True
workload_4011.cpp,xcu200-fsgd2104-2-e,5.0,189.222025,95,1,1,1,2,cyclic_2_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_16,1.25,0.6962700796566027,False
workload_4012.cpp,xcu200-fsgd2104-2-e,5.0,28.066865,459,1,1,2,8,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,3.0,0.9999989497667404,False
workload_4013.cpp,xcu200-fsgd2104-2-e,5.0,28.404235,521,3,1,2,8,cyclic_32_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_4,3.5,0.9830248674262323,False
workload_4014.cpp,xcu200-fsgd2104-2-e,5.0,28.404915,619,1,1,6,11,cyclic_16_1,block_4_1,cyclic_2_1,unroll_2,pipeline,unroll_8,4.75,0.9422802669375813,False
workload_4015.cpp,xcu200-fsgd2104-2-e,5.0,28.077865,619,1,1,6,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline,unroll_16,5.0,0.9346112656031803,False
workload_4016.cpp,xcu200-fsgd2104-2-e,5.0,28.40555,633,1,1,6,11,cyclic_16_1,block_4_1,complete_1,unroll_2,pipeline,unroll_64,4.75,0.942279544648263,False
workload_4017.cpp,xcu200-fsgd2104-2-e,5.0,28.07655,682,1,1,2,9,cyclic_2_1,cyclic_4_1,block_4_1,unroll_2,pipeline,unroll_16,3.25,0.9916813828278633,False
workload_4018.cpp,xcu200-fsgd2104-2-e,5.0,28.076505,657,1,1,2,9,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_64,3.25,0.9916814345880223,False
workload_4019.cpp,xcu200-fsgd2104-2-e,5.0,143.150135,829,1,1,6,11,cyclic_16_1,block_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_64,4.75,0.7866630118401814,False
workload_4020.cpp,xcu200-fsgd2104-2-e,5.0,142.822365,827,2,1,6,11,cyclic_4_1,block_2_1,complete_1,unroll_4,unroll_2,unroll_64,5.0,0.7820278678870664,False
workload_4021.cpp,xcu200-fsgd2104-2-e,5.0,28.07655,647,1,1,2,9,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_2,pipeline,unroll_2,3.25,0.9916813828278633,False
workload_4022.cpp,xcu200-fsgd2104-2-e,5.0,142.687225,1048,1,1,10,14,block_2_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,6.5,0.7498971428377122,False
workload_4023.cpp,xcu200-fsgd2104-2-e,5.0,142.82245,984,1,7,6,10,cyclic_2_1,block_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_64,6.0,0.7607913654323625,False
workload_4024.cpp,xcu200-fsgd2104-2-e,5.0,213.824025,970,1,7,6,10,cyclic_2_1,block_4_1,complete_1,unroll_2,unroll_4,unroll_64,6.0,0.6168422869532821,False
workload_4025.cpp,xcu200-fsgd2104-2-e,5.0,7.19403,1377,1,1,4,14,block_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline,unroll_2,5.0,0.9491113452088756,False
workload_4026.cpp,xcu200-fsgd2104-2-e,5.0,7.195345,1585,1,1,7,17,block_2_1,block_4_1,complete_1,unroll_2,pipeline,unroll_2,6.5,0.8973683821226929,False
workload_4027.cpp,xcu200-fsgd2104-2-e,5.0,7.19471,1656,1,1,7,17,block_2_1,block_4_1,cyclic_2_1,unroll_2,pipeline,unroll_64,6.5,0.8973679580420868,False
workload_4028.cpp,xcu200-fsgd2104-2-e,5.0,7.195345,1513,1,1,7,17,block_2_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_16,6.5,0.8973683821226929,False
workload_4029.cpp,xcu200-fsgd2104-2-e,5.0,7.193985,1542,1,1,4,14,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_2,5.0,1.0,True
workload_4031.cpp,xcu200-fsgd2104-2-e,5.0,150.107755,43,3,1,1,1,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,1.5,0.8025001998379337,False
workload_4032.cpp,xcu200-fsgd2104-2-e,5.0,153.37855,43,1,1,1,1,cyclic_2_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline_1,1.0,0.792802964752155,False
workload_4033.cpp,xcu200-fsgd2104-2-e,5.0,153.898465,43,1,1,1,3,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,1.5,0.7919456883588413,False
workload_4034.cpp,xcu200-fsgd2104-2-e,5.0,158.86463,43,1,1,1,1,cyclic_16_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline,1.0,0.7775134535936145,False
workload_4035.cpp,xcu200-fsgd2104-2-e,5.0,145.287225,57,2,1,1,1,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_8,1.25,0.8162462177073393,False
workload_4036.cpp,xcu200-fsgd2104-2-e,5.0,145.287225,60,1,1,1,1,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,1.0,0.8156416131668697,False
workload_4037.cpp,xcu200-fsgd2104-2-e,5.0,145.28211,70,3,1,1,1,cyclic_32_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,1.5,0.8160465348784132,False
workload_4038.cpp,xcu200-fsgd2104-2-e,5.0,144.28887,77,1,1,1,2,block_2_1,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,1.25,0.8190938121021583,False
workload_4039.cpp,xcu200-fsgd2104-2-e,5.0,144.20051,77,3,1,1,2,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_16,1.75,0.8196843699523354,False
workload_4040.cpp,xcu200-fsgd2104-2-e,5.0,149.780025,43,1,1,1,1,cyclic_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,1.0,0.8029180517808281,False
workload_4041.cpp,xcu200-fsgd2104-2-e,5.0,179.731985,40,1,1,1,1,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,1.0,0.7208320545616509,False
workload_4042.cpp,xcu200-fsgd2104-2-e,5.0,144.288825,76,1,1,1,2,block_2_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,1.25,0.8190939405735695,False
workload_4043.cpp,xcu200-fsgd2104-2-e,5.0,143.872825,79,2,1,1,2,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_16,1.5,0.8200257961466619,False
workload_4044.cpp,xcu200-fsgd2104-2-e,5.0,179.73207,42,1,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,1.0,0.720831828497267,False
workload_4045.cpp,xcu200-fsgd2104-2-e,5.0,145.365335,96,1,1,1,2,cyclic_16_1,block_4_1,cyclic_4_1,unroll_4,unroll_2,unroll_8,1.25,0.8160236476130338,False
workload_4046.cpp,xcu200-fsgd2104-2-e,5.0,144.034155,83,1,1,1,2,cyclic_16_1,block_4_1,block_2_1,unroll_2,unroll_2,unroll_16,1.25,0.8198211740758554,False
workload_4047.cpp,xcu200-fsgd2104-2-e,5.0,143.49331,131,3,1,1,3,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_32,2.0,0.8222185460698176,False
workload_4048.cpp,xcu200-fsgd2104-2-e,5.0,28.39455,448,1,1,2,8,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_64,3.0,0.9994570698048068,False
workload_4049.cpp,xcu200-fsgd2104-2-e,5.0,28.393915,430,3,1,2,8,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,pipeline,unroll_16,3.5,0.9830375248343497,False
workload_4050.cpp,xcu200-fsgd2104-2-e,5.0,28.07655,571,1,1,2,9,cyclic_2_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline,unroll_32,3.25,0.9916813828278633,False
workload_4051.cpp,xcu200-fsgd2104-2-e,5.0,28.405595,579,3,1,6,11,cyclic_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline,unroll_4,5.25,0.9262482135241732,False
workload_4052.cpp,xcu200-fsgd2104-2-e,5.0,28.07655,580,1,1,2,9,cyclic_2_1,cyclic_4_1,block_4_1,unroll_2,pipeline,unroll_64,3.25,0.9916813828278633,False
workload_4053.cpp,xcu200-fsgd2104-2-e,5.0,28.077865,601,1,1,6,12,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline,unroll_64,5.0,0.9346112656031803,False
workload_4054.cpp,xcu200-fsgd2104-2-e,5.0,28.07791,620,1,1,5,12,cyclic_2_1,block_4_1,block_4_1,unroll_2,pipeline,unroll_8,4.75,0.9426483390843046,False
workload_4055.cpp,xcu200-fsgd2104-2-e,5.0,28.076505,627,1,1,2,9,cyclic_2_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_64,3.25,0.9916814345880223,False
workload_4056.cpp,xcu200-fsgd2104-2-e,5.0,28.07791,530,1,1,5,12,cyclic_2_1,block_4_1,block_4_1,unroll_2,pipeline,unroll_16,4.75,0.9426483390843046,False
workload_4057.cpp,xcu200-fsgd2104-2-e,5.0,142.687225,878,1,1,12,17,block_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_64,7.75,0.7210996081872595,False
