Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,Area,Weight,is_pareto
workload_4097.cpp,xcu200-fsgd2104-2-e,5.0,71.431785,112,6,8,3,6,cyclic_16_1,cyclic_2_1,block_32_1,pipeline,pipeline_1,pipeline,unroll_64,unroll_8,unroll_16,unroll_16,unroll,unroll_2,5.75,0.8619486232911684,False
workload_4098.cpp,xcu200-fsgd2104-2-e,5.0,73.368105,104,3,5,2,4,cyclic_8_1,cyclic_64_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_8,unroll_16,unroll_16,unroll,pipeline,3.5,0.9284794649683337,False
workload_4099.cpp,xcu200-fsgd2104-2-e,5.0,1218.5653,319,1,1,2,6,cyclic_2_1,block_4_1,block_128_1,unroll,pipeline,unroll_32,unroll_64,unroll_8,unroll_16,unroll,unroll,pipeline_1,2.5,0.8032948895186001,False
workload_4100.cpp,xcu200-fsgd2104-2-e,5.0,85.15064,106,1,1,2,2,cyclic_2_1,cyclic_128_1,cyclic_4_1,unroll,pipeline,pipeline,unroll_64,unroll_8,unroll,unroll_16,pipeline_1,unroll,1.5,0.9893004915288749,False
workload_4101.cpp,xcu200-fsgd2104-2-e,5.0,85.176135,86,1,1,1,2,cyclic_2_1,block_4_1,block_64_1,pipeline_1,pipeline,pipeline,pipeline,unroll_8,pipeline,unroll_4,pipeline,unroll_4,1.25,0.9959481555185831,False
workload_4102.cpp,xcu200-fsgd2104-2-e,5.0,84.80709,263,1,1,1,8,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline,pipeline,pipeline,unroll_32,unroll_8,unroll,pipeline_1,unroll,2.75,0.9504154398084824,False
workload_4103.cpp,xcu200-fsgd2104-2-e,5.0,71.393385,119,5,8,3,6,cyclic_16_1,cyclic_64_1,cyclic_16_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll,unroll_16,pipeline,unroll,5.5,0.8692211350149255,False
workload_4104.cpp,xcu200-fsgd2104-2-e,5.0,582.476745,91,1,1,1,1,cyclic_2_1,block_16_1,block_128_1,pipeline,pipeline,unroll_2,unroll_64,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,1.0,0.9198339588534378,False
workload_4105.cpp,xcu200-fsgd2104-2-e,5.0,499.962825,382,1,1,9,16,cyclic_2_1,block_2_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_64,unroll_8,unroll_16,unroll,pipeline,unroll_2,6.75,0.7964778506470183,False
workload_4106.cpp,xcu200-fsgd2104-2-e,5.0,493.066185,80,3,1,1,2,cyclic_8_1,block_2_1,cyclic_4_1,pipeline,pipeline,unroll_2,unroll_16,unroll_8,unroll_4,unroll_16,pipeline,unroll_8,1.75,0.9240293379367113,False
workload_4107.cpp,xcu200-fsgd2104-2-e,5.0,69.444615,168,1,17,5,10,cyclic_64_1,block_4_1,block_32_1,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll,unroll_4,pipeline,unroll,8.25,0.7913028589771429,False
workload_4108.cpp,xcu200-fsgd2104-2-e,5.0,483.558345,405,3,1,9,16,cyclic_8_1,block_16_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_64,unroll_8,unroll_4,unroll,pipeline,unroll_8,7.25,0.7844541785634465,False
workload_4109.cpp,xcu200-fsgd2104-2-e,5.0,45.991535,263,1,17,5,12,cyclic_64_1,block_32_1,block_4_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,pipeline,unroll_8,pipeline_1,pipeline,8.75,0.7657259096285939,False
workload_4110.cpp,xcu200-fsgd2104-2-e,5.0,71.008575,250,5,8,3,10,cyclic_16_1,block_64_1,block_16_1,pipeline,pipeline,pipeline,pipeline,unroll_32,unroll_4,unroll,pipeline_1,unroll,6.5,0.8403807180558196,False
workload_4111.cpp,xcu200-fsgd2104-2-e,5.0,69.045375,208,1,17,5,11,cyclic_64_1,block_8_1,block_4_1,pipeline_1,pipeline,pipeline,pipeline,unroll_32,unroll_4,unroll,pipeline_1,unroll_2,8.5,0.7791186130271958,False
workload_4112.cpp,xcu200-fsgd2104-2-e,5.0,71.014905,143,5,8,3,7,cyclic_16_1,block_16_1,block_8_1,pipeline,pipeline,pipeline,unroll_64,unroll_32,unroll_16,unroll_4,pipeline_1,unroll_2,5.75,0.8619820752923663,False
workload_4113.cpp,xcu200-fsgd2104-2-e,5.0,69.444615,178,1,17,5,10,cyclic_64_1,block_4_1,block_32_1,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_8,unroll_4,unroll,pipeline,8.25,0.7913028589771429,False
workload_4114.cpp,xcu200-fsgd2104-2-e,5.0,85.13582,153,1,1,2,5,cyclic_2_1,cyclic_128_1,cyclic_128_1,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll,unroll_16,pipeline_1,unroll_16,2.25,0.9658160839497877,False
workload_4115.cpp,xcu200-fsgd2104-2-e,5.0,582.460935,95,1,1,1,2,cyclic_2_1,cyclic_64_1,block_64_1,pipeline_1,pipeline,unroll_2,pipeline,unroll_8,unroll_8,unroll_4,pipeline,unroll_8,1.25,0.9196680488571282,False
workload_4116.cpp,xcu200-fsgd2104-2-e,5.0,71.011515,282,5,8,4,10,cyclic_16_1,block_64_1,block_16_1,pipeline,pipeline,pipeline,unroll_64,unroll_32,unroll_4,unroll,pipeline_1,unroll,6.75,0.8332488485831158,False
workload_4117.cpp,xcu200-fsgd2104-2-e,5.0,483.1275,766,3,1,18,30,cyclic_8_1,block_4_1,cyclic_4_1,pipeline,pipeline,unroll_64,unroll_16,unroll_32,unroll_4,unroll_4,pipeline,unroll_8,13.0,0.5508032984998318,False
workload_4120.cpp,xcu200-fsgd2104-2-e,5.0,1553.7205,72,1,1,1,1,cyclic_4_1,block_4_1,block_128_1,unroll,pipeline,unroll_2,unroll_64,unroll_8,unroll_16,unroll_16,unroll,pipeline,1.0,0.7677986841135722,False
workload_4121.cpp,xcu200-fsgd2104-2-e,5.0,512.726985,77,3,1,1,1,cyclic_8_1,block_2_1,cyclic_2_1,pipeline_1,pipeline,unroll_2,unroll_16,unroll_8,unroll_8,unroll_16,pipeline_1,unroll,1.5,0.9275449794660008,False
workload_4122.cpp,xcu200-fsgd2104-2-e,5.0,582.476745,79,1,1,1,1,cyclic_2_1,cyclic_64_1,block_128_1,pipeline,pipeline,unroll_2,unroll_64,unroll_8,unroll_2,unroll_4,pipeline,unroll_8,1.0,0.9198339588534378,False
workload_4123.cpp,xcu200-fsgd2104-2-e,5.0,490.055175,114,5,1,1,3,cyclic_16_1,cyclic_64_1,cyclic_4_1,pipeline_1,pipeline,unroll_2,pipeline,unroll_8,unroll_8,unroll_4,pipeline,pipeline,2.5,0.9100477027092001,False
workload_4124.cpp,xcu200-fsgd2104-2-e,5.0,73.87842,156,1,17,5,10,cyclic_64_1,block_4_1,block_64_1,pipeline_1,pipeline,pipeline,pipeline,unroll_2,pipeline,unroll_4,unroll,unroll_8,8.25,0.7909650349503385,False
workload_4125.cpp,xcu200-fsgd2104-2-e,5.0,251.22934,222,1,1,1,5,cyclic_2_1,block_64_1,block_128_1,unroll,pipeline,unroll_2,unroll_64,unroll_8,unroll_16,unroll_16,unroll,unroll,2.0,0.9544581928042061,False
workload_4126.cpp,xcu200-fsgd2104-2-e,5.0,595.858425,263,6,1,1,4,cyclic_16_1,block_16_1,block_8_1,pipeline,pipeline,unroll_2,unroll_64,unroll_32,unroll_8,unroll,pipeline,unroll_2,3.0,0.8845723331588995,False
workload_4127.cpp,xcu200-fsgd2104-2-e,5.0,48.63564,166,3,5,3,6,cyclic_8_1,block_8_1,block_32_1,pipeline,pipeline,pipeline,pipeline,unroll_64,unroll_4,unroll,pipeline_1,unroll,4.25,0.9079815975119104,False
workload_4128.cpp,xcu200-fsgd2104-2-e,5.0,85.238025,81,1,1,1,2,cyclic_2_1,block_4_1,block_128_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,unroll_2,unroll_8,pipeline,unroll_2,1.25,0.9959394272787708,False
workload_4129.cpp,xcu200-fsgd2104-2-e,5.0,69.040095,345,11,17,5,13,cyclic_128_1,block_8_1,block_8_1,pipeline,pipeline,pipeline,pipeline,unroll_32,unroll_8,unroll,pipeline_1,unroll_2,11.5,0.6250974347861701,False
workload_4130.cpp,xcu200-fsgd2104-2-e,5.0,69.30741,495,1,17,5,14,cyclic_2_1,block_8_1,cyclic_32_1,pipeline,unroll_64,pipeline,pipeline,unroll_32,unroll_2,unroll,pipeline_1,unroll_2,9.25,0.7388655848068819,False
workload_4131.cpp,xcu200-fsgd2104-2-e,5.0,69.03966,203,1,17,5,11,cyclic_64_1,block_8_1,cyclic_64_1,pipeline,pipeline,pipeline,unroll_64,unroll_32,unroll_4,unroll,pipeline_1,pipeline,8.5,0.7791187203817194,False
workload_4132.cpp,xcu200-fsgd2104-2-e,5.0,56.48973,134,1,1,1,3,cyclic_2_1,block_64_1,cyclic_2_1,pipeline_1,pipeline,pipeline_1,unroll_16,unroll_64,unroll_16,unroll_16,pipeline,unroll_8,1.5,0.9921438443281945,False
workload_4133.cpp,xcu200-fsgd2104-2-e,5.0,71.031705,114,6,8,3,6,cyclic_16_1,block_4_1,block_4_1,pipeline_1,pipeline_1,pipeline,unroll_16,unroll_32,unroll_8,unroll_4,pipeline,unroll_2,5.75,0.861980727346718,False
workload_4134.cpp,xcu200-fsgd2104-2-e,5.0,582.460935,86,1,1,1,1,cyclic_2_1,block_32_1,block_64_1,pipeline,pipeline,unroll_2,pipeline,unroll_8,unroll_8,unroll_16,pipeline,pipeline,1.0,0.9198365481679658,False
workload_4135.cpp,xcu200-fsgd2104-2-e,5.0,77.041035,93,1,3,2,3,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_16,unroll_16,unroll_16,unroll,pipeline_1,2.25,0.9665485988704684,False
workload_4136.cpp,xcu200-fsgd2104-2-e,5.0,46.01036,246,1,17,5,11,cyclic_64_1,block_4_1,block_32_1,pipeline_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_4,pipeline_1,pipeline,8.5,0.7793351245717723,False
workload_4137.cpp,xcu200-fsgd2104-2-e,5.0,69.045375,206,1,17,5,11,cyclic_64_1,block_8_1,block_4_1,pipeline_1,pipeline,pipeline_1,pipeline,unroll_32,unroll_4,unroll,pipeline_1,unroll_2,8.5,0.7791186130271958,False
workload_4138.cpp,xcu200-fsgd2104-2-e,5.0,85.16204,106,1,1,1,3,cyclic_2_1,cyclic_128_1,cyclic_4_1,unroll,pipeline,pipeline,unroll_64,unroll_8,unroll_8,unroll_16,pipeline_1,unroll,1.5,0.9892992178961716,False
workload_4139.cpp,xcu200-fsgd2104-2-e,5.0,84.80709,256,1,1,1,8,cyclic_2_1,cyclic_128_1,block_32_1,pipeline,pipeline,pipeline,pipeline,unroll_32,unroll_2,unroll,pipeline,unroll_8,2.75,0.9504154398084824,False
workload_4140.cpp,xcu200-fsgd2104-2-e,5.0,483.604425,376,3,1,9,15,cyclic_8_1,block_4_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_16,unroll_8,unroll_4,unroll,pipeline,unroll_4,7.0,0.7912075886595432,False
workload_4141.cpp,xcu200-fsgd2104-2-e,5.0,69.426225,288,1,17,6,13,cyclic_64_1,block_64_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_8,unroll_8,unroll,unroll,pipeline,9.25,0.7388649923328686,False
workload_4142.cpp,xcu200-fsgd2104-2-e,5.0,69.41912,125,11,17,5,9,cyclic_32_1,cyclic_16_1,cyclic_4_1,unroll,pipeline,pipeline,unroll_64,unroll_8,unroll,unroll_16,pipeline_1,unroll,10.5,0.6742932636950826,False
workload_4143.cpp,xcu200-fsgd2104-2-e,5.0,69.34677,653,1,17,5,19,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,unroll_64,pipeline,pipeline,unroll_32,unroll,unroll,pipeline_1,unroll,10.5,0.6742934253650266,False
workload_4144.cpp,xcu200-fsgd2104-2-e,5.0,77.041035,99,1,3,2,3,cyclic_4_1,block_8_1,cyclic_4_1,pipeline,pipeline,pipeline,unroll_64,unroll_16,unroll_16,unroll_16,unroll,unroll_2,2.25,0.9665485988704684,False
workload_4145.cpp,xcu200-fsgd2104-2-e,5.0,48.612005,228,3,5,3,8,cyclic_8_1,block_32_1,block_8_1,pipeline,pipeline,pipeline,pipeline,unroll_64,pipeline,unroll_8,pipeline_1,unroll_8,4.75,0.8931051645457037,False
workload_4146.cpp,xcu200-fsgd2104-2-e,5.0,582.09582,95,1,1,1,1,cyclic_2_1,block_16_1,block_32_1,pipeline_1,pipeline,unroll_2,unroll_64,unroll_32,unroll_2,unroll_16,pipeline,pipeline,1.0,0.9198963464355377,False
workload_4147.cpp,xcu200-fsgd2104-2-e,5.0,69.444615,176,1,17,5,10,cyclic_64_1,block_2_1,block_32_1,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_8,unroll_4,unroll,pipeline,8.25,0.7913028589771429,False
workload_4148.cpp,xcu200-fsgd2104-2-e,5.0,72.973175,205,3,5,3,8,cyclic_8_1,block_64_1,cyclic_128_1,pipeline,pipeline,pipeline,pipeline,unroll_32,unroll_4,unroll,pipeline_1,unroll_8,4.75,0.8911231211096894,False
workload_4149.cpp,xcu200-fsgd2104-2-e,5.0,69.59694,237,11,17,5,11,cyclic_32_1,cyclic_16_1,cyclic_4_1,pipeline_1,unroll_32,pipeline,unroll_64,unroll_32,unroll_4,unroll,pipeline,unroll_2,11.0,0.6494200484471939,False
workload_4150.cpp,xcu200-fsgd2104-2-e,5.0,46.74541,172,5,17,5,10,cyclic_16_1,cyclic_16_1,block_32_1,pipeline,unroll_16,pipeline,unroll_64,unroll_64,unroll_4,unroll,pipeline,pipeline,9.25,0.7389207143979318,False
workload_4151.cpp,xcu200-fsgd2104-2-e,5.0,46.74541,217,1,17,5,10,cyclic_2_1,cyclic_128_1,block_32_1,pipeline,unroll_16,pipeline,unroll_64,unroll_64,unroll_4,unroll,pipeline,unroll,8.25,0.7930245094396607,False
workload_4152.cpp,xcu200-fsgd2104-2-e,5.0,152.015175,225,3,17,6,11,cyclic_8_1,cyclic_64_1,cyclic_4_1,pipeline,unroll_64,pipeline,pipeline,unroll_8,unroll,unroll_2,pipeline,unroll,9.25,0.737707652364184,False
workload_4153.cpp,xcu200-fsgd2104-2-e,5.0,72.98766,101,3,5,2,5,cyclic_8_1,block_2_1,cyclic_4_1,pipeline,pipeline,pipeline,unroll_64,unroll_32,unroll_2,unroll_16,pipeline_1,unroll_2,3.75,0.9209769835038838,False
workload_4154.cpp,xcu200-fsgd2104-2-e,5.0,45.99116,301,11,17,6,12,cyclic_32_1,block_64_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll,pipeline_1,unroll_8,11.5,0.6251126771314679,False
workload_4155.cpp,xcu200-fsgd2104-2-e,5.0,47.32557,121,5,8,3,6,cyclic_16_1,cyclic_16_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_16,unroll,unroll,unroll_8,5.5,0.8711490852144118,False
workload_4156.cpp,xcu200-fsgd2104-2-e,5.0,69.715815,506,1,17,5,15,cyclic_2_1,cyclic_128_1,block_128_1,pipeline,unroll_64,pipeline,pipeline,unroll_8,unroll_8,unroll,pipeline_1,unroll,9.5,0.7256791466877748,False
workload_4157.cpp,xcu200-fsgd2104-2-e,5.0,496.092105,380,1,1,9,16,cyclic_2_1,block_4_1,cyclic_4_1,pipeline,pipeline,unroll_32,unroll_64,unroll_8,unroll_16,unroll,pipeline,unroll_2,6.75,0.79683554068182,False
workload_4158.cpp,xcu200-fsgd2104-2-e,5.0,77.041035,96,1,3,2,3,cyclic_4_1,block_8_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_16,unroll_16,unroll_16,unroll,unroll,2.25,0.9665485988704684,False
workload_4159.cpp,xcu200-fsgd2104-2-e,5.0,179.662695,364,1,17,5,11,cyclic_64_1,block_4_1,block_32_1,pipeline_1,unroll_16,pipeline,pipeline,unroll_8,unroll_4,unroll_4,pipeline,pipeline,8.5,0.7738247705580042,False
workload_4160.cpp,xcu200-fsgd2104-2-e,5.0,85.154025,95,1,1,1,2,cyclic_2_1,cyclic_64_1,cyclic_16_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_8,unroll_16,pipeline,unroll,1.25,0.9959512736640049,False
workload_4161.cpp,xcu200-fsgd2104-2-e,5.0,582.09189,149,1,1,1,4,cyclic_2_1,cyclic_64_1,block_128_1,pipeline_1,pipeline,unroll_2,pipeline,unroll_32,unroll_8,unroll_4,pipeline_1,unroll_8,1.75,0.9112811005748098,False
workload_4162.cpp,xcu200-fsgd2104-2-e,5.0,1789.18221,127,5,1,1,2,cyclic_16_1,cyclic_16_1,block_32_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_16,unroll,unroll,unroll_8,2.25,0.7261252866131696,False
workload_4163.cpp,xcu200-fsgd2104-2-e,5.0,84.80709,255,1,1,1,8,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline,pipeline,pipeline,unroll_32,unroll_4,unroll,pipeline_1,unroll_8,2.75,0.9504154398084824,False
workload_4164.cpp,xcu200-fsgd2104-2-e,5.0,85.176135,130,1,1,1,4,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_8,unroll_4,pipeline_1,pipeline,1.75,0.9815263354375292,False
workload_4165.cpp,xcu200-fsgd2104-2-e,5.0,483.604425,379,3,1,9,15,cyclic_8_1,block_4_1,cyclic_4_1,pipeline,pipeline_1,unroll_32,unroll_16,unroll_8,unroll_16,unroll,pipeline,unroll_2,7.0,0.7912075886595432,False
workload_4166.cpp,xcu200-fsgd2104-2-e,5.0,77.28339,253,1,3,3,7,cyclic_4_1,block_64_1,block_16_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_8,unroll_16,unroll_16,unroll,pipeline,3.5,0.9281473568981061,False
workload_4167.cpp,xcu200-fsgd2104-2-e,5.0,77.071275,97,1,3,2,3,cyclic_4_1,block_4_1,block_128_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_16,unroll_16,unroll_4,unroll,unroll,2.25,0.9665458900231443,False
workload_4168.cpp,xcu200-fsgd2104-2-e,5.0,506.782645,116,12,3,1,4,cyclic_32_1,cyclic_16_1,cyclic_2_1,unroll,pipeline,unroll_2,unroll_64,unroll_8,unroll,unroll_16,pipeline_1,unroll,5.0,0.8434634290747369,False
workload_4169.cpp,xcu200-fsgd2104-2-e,5.0,568.145865,313,3,1,6,10,cyclic_8_1,block_4_1,block_32_1,pipeline,pipeline,unroll_32,unroll_16,unroll_8,unroll_4,unroll_16,pipeline,unroll_8,5.0,0.8370562285982392,False
workload_4170.cpp,xcu200-fsgd2104-2-e,5.0,490.070985,100,5,1,1,3,cyclic_16_1,cyclic_64_1,cyclic_4_1,pipeline,pipeline,unroll_2,unroll_64,unroll_8,unroll_8,unroll_4,pipeline,pipeline,2.5,0.9100455123604908,False
workload_4171.cpp,xcu200-fsgd2104-2-e,5.0,48.63693,159,3,5,2,6,cyclic_8_1,block_32_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll,pipeline,unroll,4.0,0.9154724647125932,False
workload_4172.cpp,xcu200-fsgd2104-2-e,5.0,85.238025,84,1,1,1,2,cyclic_2_1,block_4_1,block_128_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,unroll_4,unroll,pipeline,unroll,1.25,0.9959394272787708,False
workload_4173.cpp,xcu200-fsgd2104-2-e,5.0,517.580295,95,1,1,1,2,cyclic_2_1,cyclic_64_1,cyclic_2_1,pipeline_1,pipeline,unroll_2,pipeline,unroll_8,unroll,unroll_4,pipeline,unroll_8,1.25,0.9302591359704481,False
workload_4174.cpp,xcu200-fsgd2104-2-e,5.0,71.026425,119,6,8,3,6,cyclic_16_1,block_4_1,block_8_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_32,unroll_16,unroll_16,pipeline,unroll_2,5.75,0.8619811509881256,False
workload_4175.cpp,xcu200-fsgd2104-2-e,5.0,71.39099,138,5,8,3,7,cyclic_16_1,cyclic_64_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll,unroll_16,pipeline,unroll,5.75,0.8619518971733329,False
workload_4176.cpp,xcu200-fsgd2104-2-e,5.0,85.176135,105,1,1,1,3,cyclic_2_1,cyclic_64_1,block_64_1,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_8,unroll_4,pipeline,unroll_8,1.5,0.989297643026409,False
workload_4177.cpp,xcu200-fsgd2104-2-e,5.0,574.596615,92,3,1,1,2,cyclic_8_1,block_32_1,block_64_1,pipeline,pipeline,unroll_2,pipeline,unroll_8,unroll_8,unroll,pipeline,unroll_8,1.75,0.9123744654737025,False
workload_4178.cpp,xcu200-fsgd2104-2-e,5.0,45.99149,207,11,17,5,11,cyclic_32_1,block_32_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll,pipeline_1,unroll,11.0,0.6494394291579694,False
workload_4179.cpp,xcu200-fsgd2104-2-e,5.0,251.20918,222,1,1,1,5,cyclic_2_1,block_64_1,cyclic_2_1,unroll,pipeline,unroll_2,unroll_64,unroll_8,unroll_16,unroll_16,unroll,unroll,2.0,0.9544608757421478,False
workload_4180.cpp,xcu200-fsgd2104-2-e,5.0,69.03573,220,1,17,5,12,cyclic_64_1,block_8_1,cyclic_64_1,pipeline,pipeline,pipeline,pipeline,unroll_32,unroll_4,unroll,pipeline_1,pipeline,8.75,0.7656172660521126,False
workload_4181.cpp,xcu200-fsgd2104-2-e,5.0,497.55438,101,1,1,1,2,cyclic_2_1,block_16_1,cyclic_4_1,pipeline_1,pipeline,unroll_2,unroll_64,unroll_32,unroll_2,unroll,pipeline,pipeline,1.25,0.9335307625753121,False
workload_4182.cpp,xcu200-fsgd2104-2-e,5.0,500.884425,79,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,pipeline,pipeline,unroll_2,unroll_64,unroll_8,unroll_4,unroll_16,pipeline,unroll_8,1.0,0.9332335836260899,False
workload_4183.cpp,xcu200-fsgd2104-2-e,5.0,69.168345,180,1,17,5,10,cyclic_64_1,block_4_1,cyclic_4_1,pipeline_1,pipeline,pipeline,pipeline,unroll_16,unroll_16,unroll_4,unroll,unroll,8.25,0.791323892168778,False
workload_4184.cpp,xcu200-fsgd2104-2-e,5.0,497.935305,85,1,1,1,2,cyclic_2_1,cyclic_64_1,cyclic_4_1,pipeline,pipeline,unroll_2,unroll_64,unroll_8,unroll_2,unroll_16,pipeline,unroll_8,1.25,0.9334685316193264,False
workload_4185.cpp,xcu200-fsgd2104-2-e,5.0,45.984105,194,1,17,5,10,cyclic_64_1,block_4_1,cyclic_4_1,unroll,pipeline,pipeline,unroll_64,unroll_64,unroll,unroll_16,pipeline_1,unroll,8.25,1.0,True
workload_4186.cpp,xcu200-fsgd2104-2-e,5.0,73.414665,95,3,5,2,4,cyclic_8_1,block_2_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_8,unroll_8,unroll_16,pipeline_1,unroll,3.5,0.9284755243013234,False
workload_4187.cpp,xcu200-fsgd2104-2-e,5.0,48.62733,100,3,5,2,4,cyclic_8_1,block_4_1,cyclic_2_1,pipeline_1,pipeline,pipeline_1,unroll_16,unroll_64,unroll_8,unroll_4,pipeline,unroll_8,3.5,0.9305437055103066,False
workload_4188.cpp,xcu200-fsgd2104-2-e,5.0,495.66126,1136,1,1,18,35,cyclic_2_1,block_64_1,cyclic_4_1,pipeline,pipeline,unroll_64,unroll_16,unroll_32,unroll_16,unroll_16,pipeline,unroll_8,13.75,0.5182669774818721,False
workload_4189.cpp,xcu200-fsgd2104-2-e,5.0,99.804645,302,5,17,6,14,cyclic_16_1,cyclic_32_1,block_8_1,pipeline,unroll_16,pipeline,pipeline,unroll_64,pipeline,unroll_8,pipeline_1,unroll_8,10.5,0.6741770155097883,False
workload_4190.cpp,xcu200-fsgd2104-2-e,5.0,73.414185,95,3,5,2,4,cyclic_8_1,block_4_1,cyclic_4_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,unroll_4,unroll,pipeline,unroll,3.5,0.9284755649278268,False
workload_4191.cpp,xcu200-fsgd2104-2-e,5.0,45.990245,378,1,17,5,14,cyclic_64_1,block_32_1,block_4_1,pipeline_1,pipeline,pipeline,pipeline,unroll_64,pipeline,unroll_8,pipeline_1,pipeline,9.25,0.7389205815490513,False
workload_4192.cpp,xcu200-fsgd2104-2-e,5.0,47.30925,169,5,8,3,7,cyclic_16_1,block_64_1,cyclic_4_1,pipeline,pipeline,pipeline_1,unroll_16,unroll_64,unroll_8,unroll_4,pipeline,pipeline,5.75,0.8638716255612636,False
workload_4193.cpp,xcu200-fsgd2104-2-e,5.0,1403.35618,190,1,4,1,6,cyclic_64_1,block_4_1,block_128_1,unroll,pipeline,unroll_2,unroll_64,unroll_8,unroll_16,unroll_4,unroll,unroll,3.0,0.7709847865678842,False
workload_4194.cpp,xcu200-fsgd2104-2-e,5.0,99.78861,504,11,17,5,12,cyclic_32_1,cyclic_16_1,block_32_1,pipeline_1,unroll_32,pipeline,unroll_64,unroll_64,unroll_2,unroll_8,pipeline,unroll_2,11.25,0.6371026375457621,False
workload_4195.cpp,xcu200-fsgd2104-2-e,5.0,47.304365,113,6,8,3,6,cyclic_16_1,block_4_1,cyclic_16_1,unroll,pipeline,pipeline_1,unroll_16,unroll_64,unroll_16,unroll_16,pipeline,pipeline,5.75,0.8638720123554813,False
workload_4196.cpp,xcu200-fsgd2104-2-e,5.0,378.4366,528,3,1,6,12,cyclic_8_1,block_8_1,block_32_1,pipeline,pipeline,unroll_32,pipeline,unroll_64,unroll_4,unroll,pipeline_1,unroll_8,5.5,0.8422857121130486,False
workload_4197.cpp,xcu200-fsgd2104-2-e,5.0,85.176135,107,1,1,1,3,cyclic_2_1,block_64_1,block_32_1,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_16,unroll_16,unroll,pipeline,1.5,0.989297643026409,False
workload_4199.cpp,xcu200-fsgd2104-2-e,5.0,48.63693,99,3,5,2,5,cyclic_8_1,block_8_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_4,unroll,pipeline_1,unroll,3.75,0.9229979603801767,False
workload_4200.cpp,xcu200-fsgd2104-2-e,5.0,56.503405,90,1,1,1,2,cyclic_2_1,block_4_1,block_32_1,unroll,pipeline,pipeline_1,unroll_16,unroll_64,unroll_16,unroll_16,pipeline,pipeline,1.25,0.9999963935310485,False
workload_4201.cpp,xcu200-fsgd2104-2-e,5.0,85.154025,97,1,1,1,2,cyclic_2_1,cyclic_64_1,cyclic_16_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_8,unroll_16,pipeline,pipeline,1.25,0.9959512736640049,False
workload_4202.cpp,xcu200-fsgd2104-2-e,5.0,48.64077,100,3,5,2,4,cyclic_8_1,block_4_1,block_64_1,pipeline_1,pipeline,pipeline_1,unroll_16,unroll_64,unroll_8,unroll_4,pipeline,unroll_8,3.5,0.930542600280851,False
