Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_3201.cpp,xcu200-fsgd2104-2-e,10.0,143.53371,116,2,2,2,3,block_4_1,block_2_2,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_8,pipeline_1,pipeline,pipeline,2.25,0.915754296286388,False
workload_3202.cpp,xcu200-fsgd2104-2-e,10.0,133.04844,66,3,2,1,1,block_4_1,block_2_2,cyclic_4_2,complete_1,block_4_1,block_8_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.75,0.9752692403029751,False
workload_3203.cpp,xcu200-fsgd2104-2-e,10.0,135.01185,62,3,4,1,1,cyclic_2_1,block_2_2,block_4_2,complete_1,block_4_1,complete_1,unroll_2,pipeline,unroll_2,unroll,2.25,0.9477948589226464,False
workload_3204.cpp,xcu200-fsgd2104-2-e,10.0,130.42799,158,3,2,6,6,cyclic_2_1,block_4_2,block_4_2,cyclic_4_1,block_8_1,complete_1,unroll_32,unroll_4,pipeline_1,unroll,4.25,0.8659886613073503,False
workload_3205.cpp,xcu200-fsgd2104-2-e,10.0,143.53353,117,1,2,2,3,cyclic_2_1,complete_2,block_2_2,complete_1,block_4_1,cyclic_4_1,unroll_8,pipeline_1,pipeline_1,unroll,2.0,0.9242287806570189,False
workload_3206.cpp,xcu200-fsgd2104-2-e,10.0,144.18997,82,6,2,1,2,cyclic_32_1,cyclic_8_2,block_2_2,cyclic_4_1,block_8_1,complete_1,unroll_4,pipeline,pipeline,unroll,2.75,0.8962725850616106,False
workload_3207.cpp,xcu200-fsgd2104-2-e,10.0,130.42482,111,3,6,2,3,cyclic_2_1,cyclic_4_2,block_4_2,cyclic_4_1,block_4_1,block_2_1,unroll_2,pipeline,unroll_8,unroll,3.5,0.9123602726174576,False
workload_3208.cpp,xcu200-fsgd2104-2-e,10.0,133.70487,69,1,2,1,1,cyclic_16_1,block_2_2,block_2_2,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.25,0.9999946099495465,False
workload_3209.cpp,xcu200-fsgd2104-2-e,10.0,162.12918,77,1,1,1,1,cyclic_2_1,block_2_2,cyclic_16_1,block_2_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline,1.0,0.8557765887900115,False
workload_3210.cpp,xcu200-fsgd2104-2-e,10.0,148.24339,106,3,1,1,2,cyclic_2_1,block_4_2,block_2_2,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_16,pipeline_1,1.75,0.9152104773606645,False
workload_3211.cpp,xcu200-fsgd2104-2-e,10.0,148.77659,202,5,1,2,4,block_4_1,block_8_1,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_8,pipeline_1,pipeline_1,pipeline,3.0,0.8696341413451156,False
workload_3212.cpp,xcu200-fsgd2104-2-e,10.0,138.29102,147,3,1,2,2,cyclic_2_1,block_4_1,block_2_2,complete_1,block_4_1,cyclic_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,2.0,0.9472203120878565,False
workload_3213.cpp,xcu200-fsgd2104-2-e,10.0,180.7228,157,2,1,1,5,block_2_1,complete_2,block_4_2,complete_1,block_4_1,cyclic_4_1,unroll_8,pipeline,unroll_4,pipeline_1,2.25,0.7473857878586714,False
workload_3214.cpp,xcu200-fsgd2104-2-e,10.0,149.43325,218,1,1,1,1,cyclic_16_1,cyclic_2_1,complete_2,cyclic_8_1,block_8_1,complete_1,unroll_2,pipeline,pipeline,unroll,1.0,0.9244311184865696,False
workload_3215.cpp,xcu200-fsgd2104-2-e,10.0,133.04831,54,3,2,1,1,block_4_1,block_2_2,cyclic_4_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.75,0.9752695276278147,False
workload_3216.cpp,xcu200-fsgd2104-2-e,10.0,131.08333,60,6,2,1,1,cyclic_32_1,cyclic_4_2,block_4_2,cyclic_8_1,block_8_1,complete_1,unroll_2,pipeline,pipeline,unroll,2.5,0.9486144935991775,False
workload_3217.cpp,xcu200-fsgd2104-2-e,10.0,148.1809,155,3,1,2,4,cyclic_2_1,block_4_2,block_2_2,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline,unroll_32,pipeline_1,2.5,0.8871339003763836,False
workload_3218.cpp,xcu200-fsgd2104-2-e,10.0,141.56584,250,1,7,2,5,cyclic_16_1,complete_2,block_4_2,cyclic_8_1,block_4_1,block_4_1,unroll_4,pipeline,unroll_8,unroll,3.75,0.8707413352038075,False
workload_3219.cpp,xcu200-fsgd2104-2-e,10.0,262.8071,202,4,1,2,4,block_4_1,cyclic_4_2,cyclic_4_2,cyclic_4_1,block_4_1,cyclic_2_1,unroll_8,pipeline,unroll_8,pipeline,2.75,0.40846332555632126,False
workload_3220.cpp,xcu200-fsgd2104-2-e,10.0,133.70176,99,2,4,1,2,cyclic_16_1,block_2_2,block_4_2,cyclic_8_1,block_4_1,block_4_1,unroll_2,pipeline,unroll_4,unroll,2.25,0.9516027805371011,False
workload_3221.cpp,xcu200-fsgd2104-2-e,10.0,133.70155,260,1,4,1,4,cyclic_16_1,block_2_2,block_2_2,cyclic_8_1,block_4_1,block_8_1,unroll_8,pipeline,unroll_4,unroll,2.5,0.9418059374665593,False
workload_3222.cpp,xcu200-fsgd2104-2-e,10.0,140.91034,225,5,6,2,4,cyclic_2_1,block_8_2,block_4_2,cyclic_4_1,block_4_1,block_2_1,unroll_4,pipeline,unroll_8,unroll,4.25,0.8495192780578623,False
workload_3223.cpp,xcu200-fsgd2104-2-e,10.0,133.70136,139,1,3,1,3,cyclic_16_1,block_2_2,block_2_2,cyclic_4_1,block_4_1,block_4_1,unroll_4,pipeline,unroll_4,unroll,2.0,0.9629889328744791,False
workload_3224.cpp,xcu200-fsgd2104-2-e,10.0,149.43305,178,3,1,1,1,cyclic_16_1,cyclic_2_1,block_8_2,block_8_1,block_2_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll,1.5,0.9187924833682617,False
workload_3225.cpp,xcu200-fsgd2104-2-e,10.0,144.18758,465,1,9,4,8,cyclic_16_1,complete_2,block_2_2,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,unroll,5.5,0.7658625037875897,False
workload_3226.cpp,xcu200-fsgd2104-2-e,10.0,143.53186,2357,4,19,9,17,cyclic_2_1,block_2_2,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_8,pipeline_1,unroll_32,unroll,12.25,0.39032100629012845,False
workload_3228.cpp,xcu200-fsgd2104-2-e,10.0,172.69546,51,2,1,1,1,cyclic_16_1,block_2_2,block_4_2,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,pipeline,1.25,0.8006496489568687,False
workload_3229.cpp,xcu200-fsgd2104-2-e,10.0,133.70388,57,4,2,1,1,cyclic_8_1,block_2_2,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline,pipeline,pipeline,2.0,0.9629817651890124,False
workload_3230.cpp,xcu200-fsgd2104-2-e,10.0,131.08317,57,3,2,1,1,cyclic_16_1,cyclic_4_2,block_4_2,cyclic_4_1,block_8_1,complete_1,unroll_2,pipeline,pipeline,unroll,1.75,0.9788540263266537,False
workload_3231.cpp,xcu200-fsgd2104-2-e,10.0,133.04865,57,2,2,1,1,cyclic_2_1,block_2_2,block_2_2,complete_1,block_4_1,block_8_1,unroll_2,pipeline,pipeline,unroll_4,1.5,0.9899159622058982,False
workload_3232.cpp,xcu200-fsgd2104-2-e,10.0,144.18943,67,1,2,1,1,cyclic_16_1,block_2_2,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,pipeline,1.25,0.952013410712732,False
workload_3233.cpp,xcu200-fsgd2104-2-e,10.0,158.19651,71,3,1,1,2,cyclic_2_1,block_2_2,block_4_2,complete_1,cyclic_2_1,cyclic_2_1,unroll_2,pipeline,unroll_8,pipeline_1,1.75,0.8679975212001538,False
workload_3234.cpp,xcu200-fsgd2104-2-e,10.0,130.42728,78,4,2,1,2,cyclic_4_1,block_4_2,block_4_2,cyclic_4_1,block_2_1,cyclic_4_1,unroll_4,pipeline,pipeline_1,unroll,2.25,0.9596151876163694,False
workload_3235.cpp,xcu200-fsgd2104-2-e,10.0,133.70364,81,4,2,1,2,cyclic_32_1,block_2_2,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline,pipeline,unroll,2.25,0.9515975635403151,False
workload_3236.cpp,xcu200-fsgd2104-2-e,10.0,141.56806,81,4,2,2,2,block_16_1,block_4_2,block_8_2,cyclic_4_1,block_2_1,complete_1,unroll_4,pipeline_1,pipeline,unroll,2.5,0.9150814679210124,False
workload_3237.cpp,xcu200-fsgd2104-2-e,10.0,138.94639,94,1,1,1,1,cyclic_16_1,cyclic_2_1,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.0,0.9819094950047457,False
workload_3238.cpp,xcu200-fsgd2104-2-e,10.0,141.56874,111,4,2,3,4,cyclic_32_1,complete_2,block_4_2,cyclic_8_1,block_8_1,block_4_1,unroll_8,pipeline,pipeline,unroll,3.25,0.8886402198267879,False
workload_3239.cpp,xcu200-fsgd2104-2-e,10.0,133.04763,111,3,2,2,3,cyclic_2_1,block_2_2,block_4_2,complete_1,block_4_1,complete_1,unroll_8,unroll,pipeline_1,unroll,2.5,0.9436087242402758,False
workload_3240.cpp,xcu200-fsgd2104-2-e,10.0,130.42449,114,3,6,2,3,cyclic_2_1,cyclic_4_2,block_4_2,cyclic_4_1,block_4_1,block_2_1,unroll_2,pipeline_1,unroll_8,unroll,3.5,1.0,True
workload_3241.cpp,xcu200-fsgd2104-2-e,10.0,138.94736,83,2,1,1,1,cyclic_16_1,block_4_1,block_2_2,cyclic_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,unroll,1.25,0.9766009343227354,False
workload_3242.cpp,xcu200-fsgd2104-2-e,10.0,181.37898,83,4,1,1,2,cyclic_32_1,complete_2,block_4_2,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline,unroll_4,pipeline_1,2.0,0.7492538263542735,False
workload_3243.cpp,xcu200-fsgd2104-2-e,10.0,138.29199,86,2,1,1,1,cyclic_2_1,cyclic_2_1,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.25,0.9795085579268623,False
workload_3244.cpp,xcu200-fsgd2104-2-e,10.0,133.7037,66,2,2,1,1,cyclic_16_1,block_4_2,block_2_2,complete_1,block_4_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.5,0.988238023424143,False
workload_3245.cpp,xcu200-fsgd2104-2-e,10.0,133.0484,79,3,2,1,1,cyclic_2_1,block_4_2,block_2_2,block_2_1,block_4_1,block_8_1,unroll_4,pipeline,pipeline_1,unroll,1.75,0.975269328711357,False
workload_3246.cpp,xcu200-fsgd2104-2-e,10.0,200.79542,79,3,1,1,1,cyclic_2_1,cyclic_4_2,block_4_2,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline,1.5,0.6633361904064555,False
workload_3247.cpp,xcu200-fsgd2104-2-e,10.0,133.04846,49,3,2,1,1,cyclic_2_1,cyclic_4_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll,1.75,0.9752691960985379,False
workload_3248.cpp,xcu200-fsgd2104-2-e,10.0,138.29184,160,2,1,2,2,cyclic_2_1,cyclic_2_1,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,pipeline,1.75,0.958417271360148,False
workload_3249.cpp,xcu200-fsgd2104-2-e,10.0,131.08267,66,3,2,1,1,cyclic_16_1,cyclic_4_2,block_4_2,complete_1,block_8_1,complete_1,unroll_2,pipeline_1,pipeline,unroll,1.75,1.0,True
workload_3250.cpp,xcu200-fsgd2104-2-e,10.0,133.04638,135,3,6,2,3,cyclic_4_1,cyclic_4_2,block_2_2,cyclic_8_1,block_4_1,complete_1,unroll_2,pipeline,unroll_8,unroll,3.5,0.9056005767887562,False
workload_3251.cpp,xcu200-fsgd2104-2-e,10.0,148.2429,105,2,1,1,2,cyclic_2_1,block_2_2,block_2_2,block_8_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline_1,1.5,0.9247314349238568,False
workload_3252.cpp,xcu200-fsgd2104-2-e,10.0,133.04829,64,2,2,1,1,cyclic_2_1,block_2_2,block_2_2,complete_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.5,1.0,True
workload_3253.cpp,xcu200-fsgd2104-2-e,10.0,133.04941,117,3,2,3,3,block_2_1,block_4_2,block_2_2,cyclic_8_1,block_4_1,complete_1,unroll_8,pipeline,pipeline,pipeline,2.75,0.9340219330569913,False
workload_3254.cpp,xcu200-fsgd2104-2-e,10.0,131.0835,64,3,2,1,1,cyclic_16_1,cyclic_4_2,block_4_2,complete_1,block_8_1,complete_1,unroll_2,pipeline,pipeline,pipeline_1,1.75,0.9788535441073926,False
workload_3255.cpp,xcu200-fsgd2104-2-e,10.0,130.42458,226,4,6,2,4,cyclic_4_1,block_4_2,block_4_2,cyclic_4_1,block_4_1,block_2_1,unroll_4,pipeline,unroll_8,unroll,4.0,0.8843886117385217,False
workload_3256.cpp,xcu200-fsgd2104-2-e,10.0,133.04858,72,3,2,1,1,cyclic_4_1,block_4_2,block_2_2,cyclic_4_1,block_2_1,block_2_1,unroll_4,pipeline,pipeline_1,unroll,1.75,0.9752689308684662,False
workload_3257.cpp,xcu200-fsgd2104-2-e,10.0,161.28819,165,2,1,2,4,cyclic_2_1,block_2_2,block_2_2,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline,2.25,0.8369811134794483,False
workload_3258.cpp,xcu200-fsgd2104-2-e,10.0,143.53133,249,1,6,2,4,cyclic_2_1,complete_2,block_2_2,complete_1,block_4_1,block_8_1,unroll_8,pipeline,unroll_4,unroll,3.25,0.8816770704707861,False
workload_3259.cpp,xcu200-fsgd2104-2-e,10.0,285.1713,257,1,2,1,2,cyclic_2_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_4,unroll_8,unroll,1.5,0.34265007666214875,False
workload_3260.cpp,xcu200-fsgd2104-2-e,10.0,138.29104,123,3,1,2,2,cyclic_2_1,block_4_1,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,unroll,2.0,0.9472202327008501,False
workload_3261.cpp,xcu200-fsgd2104-2-e,10.0,148.18099,171,3,1,2,5,cyclic_2_1,block_4_2,block_2_2,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,pipeline_1,2.75,0.8797986183932773,False
workload_3262.cpp,xcu200-fsgd2104-2-e,10.0,130.42422,203,3,6,2,4,cyclic_2_1,cyclic_4_2,block_4_2,cyclic_4_1,block_4_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll,3.75,1.0,True
workload_3263.cpp,xcu200-fsgd2104-2-e,10.0,133.04585,424,3,6,2,6,cyclic_2_1,cyclic_4_2,block_2_2,cyclic_4_1,block_4_1,complete_1,unroll_8,pipeline,unroll_8,unroll,4.25,0.8650239271904888,False
workload_3264.cpp,xcu200-fsgd2104-2-e,10.0,133.04624,396,3,6,3,6,cyclic_2_1,block_4_2,block_2_2,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline,unroll_32,unroll,4.5,0.8472344785721334,False
workload_3265.cpp,xcu200-fsgd2104-2-e,10.0,133.04662,423,3,9,5,8,cyclic_2_1,block_2_2,block_4_2,block_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_32,unroll,6.25,0.7264810441563845,False
workload_3266.cpp,xcu200-fsgd2104-2-e,10.0,138.94637,680,4,1,1,3,block_128_1,cyclic_2_1,block_2_2,complete_1,block_4_1,block_8_1,unroll_8,pipeline,pipeline,unroll_4,2.25,0.9343930882585662,False
workload_3268.cpp,xcu200-fsgd2104-2-e,10.0,133.05063,56,2,2,1,1,cyclic_2_1,block_2_2,block_2_2,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,pipeline,pipeline_1,pipeline,1.5,0.9899114197335422,False
workload_3269.cpp,xcu200-fsgd2104-2-e,10.0,133.04864,56,2,2,1,1,cyclic_2_1,block_2_2,block_2_2,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.5,0.9899159851397411,False
workload_3270.cpp,xcu200-fsgd2104-2-e,10.0,133.7037,59,5,2,1,1,cyclic_32_1,cyclic_4_2,block_2_2,complete_1,block_4_1,cyclic_4_1,unroll_2,pipeline,pipeline,pipeline_1,2.25,0.9515973970286539,False
workload_3271.cpp,xcu200-fsgd2104-2-e,10.0,143.53379,62,1,2,1,2,cyclic_2_1,block_2_2,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_2,unroll,pipeline,unroll,1.5,0.946662447665347,False
workload_3272.cpp,xcu200-fsgd2104-2-e,10.0,135.01216,66,2,3,1,1,cyclic_2_1,block_2_2,block_2_2,block_2_1,block_4_1,block_8_1,unroll_2,pipeline,unroll_2,unroll,1.75,0.9701341368096793,False
workload_3273.cpp,xcu200-fsgd2104-2-e,10.0,141.56833,66,1,2,1,2,cyclic_16_1,cyclic_4_2,complete_2,cyclic_4_1,block_4_1,block_2_1,unroll_2,pipeline_1,pipeline,unroll,1.5,0.9548711180716472,False
workload_3274.cpp,xcu200-fsgd2104-2-e,10.0,172.61287,69,3,1,1,2,cyclic_2_1,cyclic_2_1,block_4_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,pipeline,1.75,0.7960802531564419,False
workload_3275.cpp,xcu200-fsgd2104-2-e,10.0,131.08264,77,3,2,1,2,block_16_1,block_4_2,block_4_2,cyclic_4_1,block_2_1,cyclic_4_1,unroll_4,pipeline,pipeline_1,unroll,2.0,1.0,True
workload_3276.cpp,xcu200-fsgd2104-2-e,10.0,138.29137,80,2,1,1,1,cyclic_2_1,cyclic_2_1,block_2_2,complete_1,block_4_1,block_8_1,unroll_2,pipeline,pipeline,unroll_2,1.25,0.9795113109067846,False
workload_3277.cpp,xcu200-fsgd2104-2-e,10.0,142.54999,90,1,4,1,2,cyclic_16_1,complete_2,block_4_2,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll,2.0,0.9288095864086082,False
workload_3278.cpp,xcu200-fsgd2104-2-e,10.0,133.70364,57,4,2,1,1,cyclic_8_1,block_2_2,block_2_2,complete_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll,2.0,0.9629824479003296,False
workload_3279.cpp,xcu200-fsgd2104-2-e,10.0,148.36627,64,2,1,1,1,cyclic_2_1,cyclic_2_1,block_2_2,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_8,pipeline_1,1.25,0.929722349980904,False
workload_3280.cpp,xcu200-fsgd2104-2-e,10.0,133.7037,75,1,2,1,2,block_16_1,block_2_2,block_2_2,cyclic_4_1,cyclic_4_1,complete_1,unroll_4,unroll_4,pipeline_1,unroll,1.5,0.988238023424143,False
workload_3281.cpp,xcu200-fsgd2104-2-e,10.0,133.70502,60,2,2,1,1,cyclic_16_1,block_4_2,block_2_2,block_8_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.5,0.9882342813648172,False
workload_3282.cpp,xcu200-fsgd2104-2-e,10.0,130.42728,71,4,2,1,2,cyclic_4_1,block_4_2,block_4_2,cyclic_4_1,block_2_1,cyclic_4_1,unroll_4,pipeline,pipeline,unroll,2.25,0.9596151876163694,False
workload_3283.cpp,xcu200-fsgd2104-2-e,10.0,138.94639,140,2,1,1,1,cyclic_16_1,cyclic_2_1,block_4_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.25,0.976605234280713,False
workload_3284.cpp,xcu200-fsgd2104-2-e,10.0,169.99346,74,3,1,1,2,cyclic_2_1,cyclic_4_2,block_4_2,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_4,unroll_8,pipeline_1,1.75,0.8091032707425344,False
workload_3285.cpp,xcu200-fsgd2104-2-e,10.0,133.04894,73,3,2,1,1,cyclic_4_1,block_4_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline,1.75,0.9752681351427828,False
workload_3286.cpp,xcu200-fsgd2104-2-e,10.0,133.70491,153,1,2,4,4,block_16_1,block_2_2,block_2_2,complete_1,cyclic_4_1,complete_1,unroll_32,unroll_4,pipeline_1,pipeline_1,2.75,0.9322189963001398,False
workload_3287.cpp,xcu200-fsgd2104-2-e,10.0,138.94615,167,1,1,1,1,cyclic_16_1,cyclic_2_1,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline_1,pipeline,unroll,1.0,1.0,True
workload_3288.cpp,xcu200-fsgd2104-2-e,10.0,133.70411,120,2,2,3,3,cyclic_16_1,block_2_2,block_4_2,complete_1,block_4_1,complete_1,unroll_8,pipeline_1,pipeline,pipeline,2.5,0.9417987455466822,False
workload_3289.cpp,xcu200-fsgd2104-2-e,10.0,131.08288,62,3,2,1,1,block_16_1,block_4_2,block_4_2,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline,pipeline,unroll,1.75,0.9788544500644734,False
workload_3290.cpp,xcu200-fsgd2104-2-e,10.0,140.9127,74,6,2,2,2,cyclic_4_1,block_4_2,block_8_2,cyclic_4_1,block_2_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll,3.0,0.8998866996198799,False
workload_3291.cpp,xcu200-fsgd2104-2-e,10.0,130.42696,72,4,2,1,2,cyclic_4_1,block_4_2,block_4_2,cyclic_4_1,block_2_1,cyclic_4_1,unroll_4,pipeline_1,pipeline_1,unroll,2.25,1.0,True
workload_3292.cpp,xcu200-fsgd2104-2-e,10.0,133.04876,63,2,2,1,1,cyclic_2_1,block_2_2,block_2_2,block_8_1,block_4_1,block_8_1,unroll_2,pipeline_1,pipeline,unroll_4,1.5,0.9899157099283604,False
workload_3293.cpp,xcu200-fsgd2104-2-e,10.0,133.0491,73,3,2,1,2,cyclic_2_1,cyclic_4_2,cyclic_2_2,cyclic_4_1,block_4_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline,2.0,0.9647859366226125,False
workload_3294.cpp,xcu200-fsgd2104-2-e,10.0,148.24234,89,2,1,1,2,cyclic_2_1,cyclic_2_1,block_2_2,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline,unroll_16,pipeline_1,1.5,0.9247342053888522,False
workload_3295.cpp,xcu200-fsgd2104-2-e,10.0,130.42726,70,4,2,2,2,cyclic_4_1,block_4_2,block_4_2,cyclic_4_1,block_2_1,complete_1,unroll_4,pipeline,pipeline_1,unroll,2.5,0.9501513221220259,False
workload_3296.cpp,xcu200-fsgd2104-2-e,10.0,149.01976,164,2,1,1,4,cyclic_2_1,block_2_2,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_8,pipeline,unroll_8,pipeline_1,2.0,0.9000557475703586,False
workload_3297.cpp,xcu200-fsgd2104-2-e,10.0,133.04566,226,3,6,2,4,cyclic_2_1,cyclic_4_2,block_2_2,cyclic_4_1,block_4_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll,3.75,0.8962355517911502,False
workload_3298.cpp,xcu200-fsgd2104-2-e,10.0,144.67823,144,1,9,3,5,cyclic_16_1,cyclic_2_1,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_8,unroll,4.5,0.8254138603167087,False
workload_3299.cpp,xcu200-fsgd2104-2-e,10.0,144.18743,131,1,4,1,3,cyclic_16_1,complete_2,block_2_2,cyclic_8_1,block_2_1,block_8_1,unroll_4,pipeline,unroll_4,unroll,2.25,0.912903240763983,False
workload_3300.cpp,xcu200-fsgd2104-2-e,10.0,274.93086,274,3,1,1,2,cyclic_2_1,block_4_1,block_2_2,complete_1,block_4_1,cyclic_4_1,unroll_8,pipeline,unroll_2,unroll,1.75,0.3739598891528694,False
workload_3301.cpp,xcu200-fsgd2104-2-e,10.0,138.29168,299,3,1,2,2,cyclic_2_1,cyclic_2_1,block_4_2,complete_1,block_4_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,2.0,0.9472176922744607,False
workload_3302.cpp,xcu200-fsgd2104-2-e,10.0,133.04603,420,3,6,2,6,cyclic_2_1,cyclic_4_2,block_2_2,cyclic_4_1,block_4_1,block_8_1,unroll_8,pipeline,unroll_8,unroll,4.25,0.8650237623121786,False
workload_3303.cpp,xcu200-fsgd2104-2-e,10.0,150.74412,539,1,1,1,2,cyclic_16_1,block_4_2,cyclic_16_1,cyclic_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,pipeline,1.25,0.9168310260366197,False
workload_3304.cpp,xcu200-fsgd2104-2-e,10.0,133.82536,426,4,6,3,7,cyclic_8_1,cyclic_2_1,block_2_2,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_32,unroll,5.0,0.8114763899871986,False
workload_3305.cpp,xcu200-fsgd2104-2-e,10.0,144.18707,1058,1,22,7,13,cyclic_16_1,complete_2,block_2_2,cyclic_8_1,block_4_1,block_4_1,unroll_32,pipeline,unroll_8,unroll,10.75,0.4613061386519579,False
workload_3307.cpp,xcu200-fsgd2104-2-e,5.0,74.39128,81,5,1,1,1,cyclic_2_1,block_4_1,block_8_2,block_4_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,pipeline,2.0,0.9220837096067932,False
workload_3308.cpp,xcu200-fsgd2104-2-e,5.0,70.784545,84,7,2,1,2,cyclic_128_1,cyclic_8_2,block_4_2,cyclic_2_1,block_2_1,complete_1,unroll_2,unroll,pipeline,unroll_4,3.0,0.8854731359982121,False
workload_3309.cpp,xcu200-fsgd2104-2-e,5.0,88.723925,129,2,1,2,4,cyclic_2_1,block_4_2,cyclic_16_1,complete_1,cyclic_2_1,cyclic_4_1,unroll_8,pipeline,unroll_4,pipeline,2.25,0.8187794082824248,False
workload_3310.cpp,xcu200-fsgd2104-2-e,5.0,72.09539,225,3,2,5,5,cyclic_32_1,complete_2,block_2_2,cyclic_4_1,block_2_1,complete_1,unroll_32,pipeline,pipeline,unroll,3.75,0.8342233978080567,False
workload_3311.cpp,xcu200-fsgd2104-2-e,5.0,74.717935,471,6,1,3,5,block_128_1,block_32_1,block_2_2,cyclic_4_1,block_8_1,cyclic_2_1,unroll_2,pipeline_1,pipeline,unroll_2,3.75,0.8272706084115361,False
workload_3312.cpp,xcu200-fsgd2104-2-e,5.0,225.4696,639,3,1,1,3,block_16_1,complete_2,block_32_1,block_8_1,cyclic_2_1,cyclic_2_1,unroll_2,unroll_8,unroll_16,unroll_2,2.0,0.16483278135699014,False
workload_3313.cpp,xcu200-fsgd2104-2-e,5.0,84.873165,1163,6,1,15,27,block_32_1,block_64_1,block_2_1,cyclic_8_1,block_2_1,block_8_1,unroll_8,pipeline_1,unroll_8,pipeline,12.25,0.37236746626249384,False
workload_3314.cpp,xcu200-fsgd2104-2-e,5.0,255.14397,1250,9,1,7,29,cyclic_64_1,block_64_1,cyclic_128_1,complete_1,block_8_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_2,11.5,0.10095918878176689,False
