Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
workload_1224.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,113,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline_1,unroll_2,1,15.25,1,True
workload_1376.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,113,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,15.25,1,True
workload_1275.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,114,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,cyclic_8_1,pipeline_1,unroll_8,1,15.25,1,True
workload_1322.cpp,xczu7ev-ffvc1156-2-e,5,0.18908,111,5,1,2,4,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,cyclic_8_1,unroll_2,unroll_8,1,3,0.880246757712,False
workload_1256.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,115,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_8_1,complete_1,pipeline_1,pipeline_1,1,15.25,1,True
workload_1222.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,114,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_8_1,pipeline_1,pipeline_1,1,15.25,1,True
workload_1272.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,113,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,block_2_1,pipeline_1,pipeline_1,1,15.25,1,True
workload_1177.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,112,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,3,15.25,1,True
workload_1363.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,115,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_16,1,15.25,1,True
workload_1255.cpp,xczu7ev-ffvc1156-2-e,5,0.74356,137,5,0,1,8,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,unroll_4,unroll_2,1,3.5,0.197919805108,False
workload_1292.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,114,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,block_4_1,pipeline_1,unroll_2,1,15.25,1,True
workload_1833.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,113,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1,15.25,1,True
workload_1852.cpp,xczu7ev-ffvc1156-2-e,5,0.15789,1267,5,1,20,40,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_8_1,unroll_64,pipeline_1,1,16.5,0.716923966211,False
workload_1690.cpp,xczu7ev-ffvc1156-2-e,5,0.108905,112,26,14,8,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_2,1,15.25,1,True
workload_1481.cpp,xczu7ev-ffvc1156-2-e,5,0.114025,117,26,14,9,14,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,15.75,0.786175211765,False
workload_1320.cpp,xczu7ev-ffvc1156-2-e,5,0.74876,100,5,0,2,7,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,block_4_1,block_4_1,unroll_2,unroll_2,1,3.5,0.193616759943,False
workload_949.cpp,xczu7ev-ffvc1156-2-e,5,0.1576,595,4,1,11,35,cyclic_4_1,cyclic_64_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,1,12.75,0.783887775396,False
workload_1065.cpp,xczu7ev-ffvc1156-2-e,5,0.15761,603,4,1,11,36,cyclic_4_1,cyclic_64_1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,unroll_32,pipeline_1,1,13,0.778073069988,False
workload_1159.cpp,xczu7ev-ffvc1156-2-e,5,0.11402,116,27,14,9,14,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_8_1,complete_1,block_4_1,pipeline_1,unroll_2,1,16,0.77976814453,False
workload_1115.cpp,xczu7ev-ffvc1156-2-e,5,0.11402,116,27,14,9,14,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_2,1,16,0.77976814453,False
workload_1072.cpp,xczu7ev-ffvc1156-2-e,5,0.11402,116,27,14,9,14,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,pipeline_1,unroll_2,1,16,0.77976814453,False
workload_1150.cpp,xczu7ev-ffvc1156-2-e,5,0.1576,587,4,1,11,35,cyclic_4_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,unroll_32,pipeline_1,1,12.75,0.783887775396,False
workload_1082.cpp,xczu7ev-ffvc1156-2-e,5,0.16092,135,5,1,5,12,cyclic_4_1,cyclic_8_1,cyclic_128_1,block_4_1,complete_1,block_8_1,unroll_4,pipeline_1,1,5.75,0.901285051615,False
workload_1797.cpp,xczu7ev-ffvc1156-2-e,5,0.18908,114,6,1,2,5,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_8_1,complete_1,cyclic_2_1,unroll_2,unroll_8,1,3.5,0.874643179535,False
workload_1673.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,114,28,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_2_1,block_8_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,16,0.782442765317,False
workload_1390.cpp,xczu7ev-ffvc1156-2-e,5,0.15524,116,6,1,2,6,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_4,pipeline_1,1,3.75,0.928196260259,False
workload_1710.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,115,28,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,16,0.782442765317,False
workload_1441.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,113,28,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,block_8_1,cyclic_8_1,pipeline_1,pipeline_1,1,16,0.782442765317,False
workload_1411.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,115,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_4_1,block_8_1,cyclic_8_1,pipeline_1,unroll_8,1,15.75,1,True
workload_1836.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,115,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_8_1,complete_1,block_2_1,pipeline_1,unroll_8,1,15.75,1,True
workload_1767.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,114,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_8_1,complete_1,complete_1,pipeline_1,pipeline_1,1,15.75,1,True
workload_1818.cpp,xczu7ev-ffvc1156-2-e,5,0.15789,1256,6,1,17,39,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_8_1,complete_1,complete_1,unroll_64,pipeline_1,1,15.75,0.731734523792,False
workload_1557.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,113,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,15.75,1,True
workload_1694.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,116,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,cyclic_8_1,pipeline_1,unroll_8,2,15.75,1,True
workload_1646.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,114,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,2,15.75,1,True
workload_1741.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,113,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,1,15.75,1,True
workload_1375.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,113,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,3,15.75,1,True
workload_1319.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,113.5,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_8_1,pipeline_1,pipeline_1,2,15.75,1,True
workload_1200.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,113,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,block_2_1,pipeline_1,pipeline_1,1,15.75,1,True
workload_1119.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,113,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,4,15.75,1,True
workload_1628.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,115,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_16,1,15.75,1,True
workload_1725.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,115,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_2_1,pipeline_1,unroll_8,1,15.75,1,True
workload_1337.cpp,xczu7ev-ffvc1156-2-e,5,0.15596,93,6,1,2,5,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_2_1,unroll_2,pipeline_1,1,3.5,0.928778277997,False
workload_1449.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,113.5,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,2,15.75,1,True
workload_1743.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,113.5,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_8,2,15.75,1,True
workload_1243.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,114,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,1,15.75,1,True
workload_1268.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,112,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,2,15.75,1,True
workload_1353.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,115,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,pipeline_1,unroll_16,1,15.75,1,True
workload_1310.cpp,xczu7ev-ffvc1156-2-e,5,0.15612,90,6,1,2,5,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,1,3.5,0.928427247101,False
workload_1704.cpp,xczu7ev-ffvc1156-2-e,5,0.1089,114,27,14,9,13,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,pipeline_1,pipeline_1,1,15.75,1,True
workload_1258.cpp,xczu7ev-ffvc1156-2-e,5,0.1558,119,6,1,2,7,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,unroll_4,pipeline_1,1,4,0.925140127154,False
workload_1837.cpp,xczu7ev-ffvc1156-2-e,5,0.11402,120,27,14,9,14,cyclic_4_1,cyclic_8_1,cyclic_64_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,16,0.77976814453,False
workload_1731.cpp,xczu7ev-ffvc1156-2-e,5,0.11402,120,27,14,9,14,cyclic_4_1,cyclic_8_1,cyclic_64_1,complete_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,16,0.77976814453,False
workload_1433.cpp,xczu7ev-ffvc1156-2-e,5,0.11402,115,29,14,8,13,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_8,1,16,0.77976814453,False
workload_1006.cpp,xczu7ev-ffvc1156-2-e,5,0.186365,1422,17,1,21,37,cyclic_64_1,block_128_1,block_128_1,complete_1,complete_1,cyclic_4_1,unroll_64,pipeline_1,1,19,0.622559589515,False
workload_946.cpp,xczu7ev-ffvc1156-2-e,5,0.187955,1274,17,1,18,33,cyclic_64_1,block_16_1,block_16_1,complete_1,cyclic_2_1,block_8_1,unroll_64,pipeline_1,1,17.25,0.661656813976,False
workload_990.cpp,xczu7ev-ffvc1156-2-e,5,0.187315,1284,17,1,18,32,cyclic_64_1,block_16_1,block_16_1,complete_1,cyclic_4_1,cyclic_4_1,unroll_64,pipeline_1,1,17,0.667721807068,False
workload_1203.cpp,xczu7ev-ffvc1156-2-e,5,0.1403,268,12,7,9,13,cyclic_64_1,cyclic_2_1,cyclic_128_1,cyclic_8_1,complete_1,complete_1,pipeline_1,pipeline_1,1,10.25,0.849980464535,False
workload_1080.cpp,xczu7ev-ffvc1156-2-e,5,0.77214,312,13,1,3,18,cyclic_64_1,cyclic_2_1,cyclic_8_1,complete_1,cyclic_2_1,cyclic_8_1,unroll_16,unroll_2,1,8.75,0.168552259327,False
workload_1610.cpp,xczu7ev-ffvc1156-2-e,5,0.13514,301,7,9,9,19,cyclic_8_1,block_128_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,11,0.845297442816,False
workload_1538.cpp,xczu7ev-ffvc1156-2-e,5,0.13514,297,7,9,9,19,cyclic_8_1,block_128_1,cyclic_4_1,complete_1,block_4_1,cyclic_4_1,pipeline_1,pipeline_1,1,11,0.845297442816,False
workload_1634.cpp,xczu7ev-ffvc1156-2-e,5,0.141705,184,5,3,14,17,cyclic_8_1,block_2_1,block_128_1,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,9.75,0.861864882734,False
workload_1609.cpp,xczu7ev-ffvc1156-2-e,5,0.77148,116,7,0,1,6,cyclic_8_1,block_2_1,block_16_1,cyclic_8_1,complete_1,cyclic_2_1,unroll_2,unroll_4,1,3.5,0.175947128175,False
workload_1512.cpp,xczu7ev-ffvc1156-2-e,5,0.141725,169,5,3,13,12,cyclic_8_1,block_2_1,block_64_1,cyclic_2_1,block_2_1,cyclic_2_1,pipeline_1,unroll_4,1,8.25,0.890077803401,False
workload_1400.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,130,5,3,5,6,cyclic_8_1,block_2_1,cyclic_2_1,block_8_1,block_2_1,cyclic_8_1,pipeline_1,unroll_8,1,4.75,1,True
workload_1682.cpp,xczu7ev-ffvc1156-2-e,5,0.18044,92,5,1,2,5,cyclic_8_1,block_2_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,1,3.25,0.882869732813,False
workload_1366.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,129.5,5,3,5,6,cyclic_8_1,block_2_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,unroll_16,2,4.75,1,True
workload_1386.cpp,xczu7ev-ffvc1156-2-e,5,0.79452,195,5,1,2,5,cyclic_8_1,block_2_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_8_1,unroll_2,unroll_16,1,3.25,0.159926166534,False
workload_1832.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,127,5,3,5,6,cyclic_8_1,block_2_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,4.75,1,True
workload_1579.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,131,5,3,5,6,cyclic_8_1,block_2_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_16,2,4.75,1,True
workload_1468.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,131,5,3,5,6,cyclic_8_1,block_2_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_16,1,4.75,1,True
workload_1844.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,128,5,3,5,6,cyclic_8_1,block_2_1,cyclic_4_1,complete_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,1,4.75,1,True
workload_1550.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,126.5,5,3,5,6,cyclic_8_1,block_2_1,cyclic_4_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,2,4.75,1,True
workload_1715.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,131,5,3,5,6,cyclic_8_1,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,1,4.75,1,True
workload_1447.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,128,5,3,5,6,cyclic_8_1,block_2_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,4.75,1,True
workload_1801.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,126,5,3,5,6,cyclic_8_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,2,4.75,1,True
workload_1719.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,128,5,3,5,6,cyclic_8_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1,4.75,1,True
workload_1311.cpp,xczu7ev-ffvc1156-2-e,5,0.77036,161,4,0,3,8,cyclic_8_1,block_2_1,cyclic_64_1,complete_1,block_4_1,cyclic_8_1,unroll_2,unroll_8,1,3.75,0.176723659522,False
workload_1097.cpp,xczu7ev-ffvc1156-2-e,5,0.1702,170,14,25,14,28,cyclic_8_1,block_32_1,cyclic_64_1,block_4_1,cyclic_4_1,block_2_1,unroll_2,unroll_16,1,20.25,0.604304937123,False
workload_1798.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,128,6,3,5,7,cyclic_8_1,block_4_1,cyclic_2_1,cyclic_2_1,block_8_1,complete_1,pipeline_1,pipeline_1,1,5.25,0.956672040881,False
workload_1624.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,124,6,3,5,7,cyclic_8_1,block_4_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,5.25,0.956672040881,False
workload_1693.cpp,xczu7ev-ffvc1156-2-e,5,0.77772,405,4,1,3,9,cyclic_8_1,block_64_1,cyclic_2_1,complete_1,block_2_1,complete_1,unroll_2,unroll_16,1,4.25,0.171189401826,False
workload_1749.cpp,xczu7ev-ffvc1156-2-e,5,0.7682,146,4,0,2,10,cyclic_8_1,block_64_1,cyclic_2_1,complete_1,complete_1,block_8_1,unroll_4,unroll_2,1,4,0.178249306648,False
workload_1841.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,157,4,3,6,13,cyclic_8_1,block_64_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_16,1,6.5,0.927581050127,False
workload_1763.cpp,xczu7ev-ffvc1156-2-e,5,0.13656,155,5,3,6,13,cyclic_8_1,block_64_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline_1,1,6.75,0.922533297539,False
workload_1533.cpp,xczu7ev-ffvc1156-2-e,5,0.14168,173,9,3,5,8,cyclic_8_1,block_8_1,block_16_1,complete_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,1,6.25,0.926141232011,False
workload_1250.cpp,xczu7ev-ffvc1156-2-e,5,0.18516,117,7,1,3,7,cyclic_8_1,block_8_1,block_8_1,cyclic_2_1,complete_1,complete_1,unroll_4,pipeline_1,1,4.5,0.864937181832,False
workload_1016.cpp,xczu7ev-ffvc1156-2-e,5,0.86612,485,4,1,6,11,cyclic_8_1,cyclic_128_1,cyclic_128_1,block_4_1,cyclic_4_1,block_8_1,unroll_4,unroll_16,1,5.5,0.121686468801,False
workload_1130.cpp,xczu7ev-ffvc1156-2-e,5,0.86612,466,4,1,5,9,cyclic_8_1,cyclic_128_1,cyclic_64_1,block_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_16,1,4.75,0.121970505626,False
workload_1060.cpp,xczu7ev-ffvc1156-2-e,5,0.86612,468,4,1,5,9,cyclic_8_1,cyclic_128_1,cyclic_64_1,block_4_1,cyclic_4_1,block_2_1,unroll_4,unroll_16,1,4.75,0.121970505626,False
workload_1544.cpp,xczu7ev-ffvc1156-2-e,5,0.1714,160,15,16,16,22,cyclic_8_1,cyclic_2_1,block_32_1,complete_1,block_2_1,cyclic_8_1,unroll_2,unroll_16,1,17.25,0.682888474776,False
workload_1418.cpp,xczu7ev-ffvc1156-2-e,5,0.14035,156,7,7,14,15,cyclic_8_1,cyclic_2_1,block_64_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1,10.75,0.840578243282,False
workload_1845.cpp,xczu7ev-ffvc1156-2-e,5,0.140305,118,10,7,6,9,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,pipeline_1,unroll_2,1,8,0.897949856096,False
workload_1653.cpp,xczu7ev-ffvc1156-2-e,5,0.18012,88,5,1,2,4,cyclic_8_1,cyclic_2_1,cyclic_2_1,block_8_1,complete_1,cyclic_2_1,unroll_2,pipeline_1,1,3,0.884099024839,False
workload_1524.cpp,xczu7ev-ffvc1156-2-e,5,0.135185,116,8,7,6,9,cyclic_8_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,1,7.5,0.917482336437,False
workload_1686.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,106,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_8_1,block_4_1,cyclic_2_1,pipeline_1,unroll_2,1,5.5,0.952341921166,False
workload_1820.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,108,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1,5.5,0.952341921166,False
workload_1785.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,105,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,complete_1,block_2_1,complete_1,pipeline_1,pipeline_1,1,5.5,0.952341921166,False
workload_1722.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,106,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,cyclic_2_1,pipeline_1,unroll_2,1,5.5,0.952341921166,False
workload_1799.cpp,xczu7ev-ffvc1156-2-e,5,0.18012,90,5,1,2,4,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_2_1,unroll_2,pipeline_1,1,3,0.884099024839,False
workload_1546.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,106,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,5.5,0.952341921166,False
workload_1503.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,106,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,3,5.5,0.952341921166,False
workload_1651.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,107,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_8_1,cyclic_8_1,pipeline_1,unroll_2,1,5.5,0.952341921166,False
workload_1576.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,105,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,pipeline_1,pipeline_1,1,5.5,0.952341921166,False
workload_1838.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,106,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,pipeline_1,unroll_2,1,5.5,0.952341921166,False
workload_1614.cpp,xczu7ev-ffvc1156-2-e,5,0.136145,105,5,4,6,7,cyclic_8_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1,5.5,0.952341921166,False
workload_1627.cpp,xczu7ev-ffvc1156-2-e,5,0.135175,106,8,7,7,9,cyclic_8_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,1,7.75,0.912787637926,False
workload_1800.cpp,xczu7ev-ffvc1156-2-e,5,0.134505,113,14,14,8,13,cyclic_8_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,cyclic_2_1,pipeline_1,unroll_2,1,12.25,0.82785054135,False
workload_1347.cpp,xczu7ev-ffvc1156-2-e,5,0.134505,114,14,14,8,13,cyclic_8_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,12.25,0.82785054135,False
workload_1697.cpp,xczu7ev-ffvc1156-2-e,5,0.134505,114,14,14,8,13,cyclic_8_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,12.25,0.82785054135,False
workload_961.cpp,xczu7ev-ffvc1156-2-e,5,0.87342,1755,5,1,9,66,cyclic_8_1,cyclic_8_1,block_64_1,complete_1,block_8_1,cyclic_8_1,unroll_32,unroll_4,1,20.25,0.10227275355,False
workload_976.cpp,xczu7ev-ffvc1156-2-e,5,0.15908,361,7,43,25,42,cyclic_8_1,cyclic_8_1,cyclic_128_1,block_4_1,cyclic_4_1,block_2_1,unroll_4,unroll_16,1,29.25,0.368740174046,False
workload_1480.cpp,xczu7ev-ffvc1156-2-e,5,0.1345,112,14,14,9,13,cyclic_8_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,1,12.5,0.821900728783,False
workload_1751.cpp,xczu7ev-ffvc1156-2-e,5,0.1345,114,14,14,9,13,cyclic_8_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,1,12.5,0.821900728783,False
workload_351.cpp,xczu7ev-ffvc1156-2-e,10,0.27063,514,79,10,15,26,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,block_8_1,pipeline_1,pipeline_1,1,32.5,0.380025917698,False
workload_8.cpp,xczu7ev-ffvc1156-2-e,10,0.28094,563,78,10,23,33,block_16_1,cyclic_64_1,block_64_1,complete_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,36,0.314286416536,False
workload_65.cpp,xczu7ev-ffvc1156-2-e,10,0.28085,525,81,10,15,28,block_16_1,cyclic_64_1,cyclic_16_1,complete_1,cyclic_2_1,block_4_1,pipeline_1,unroll_2,1,33.5,0.359109650716,False
