Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_3_1,Replicate_Count,Area,Weight,is_pareto
workload_184.cpp,xczu7ev-ffvc1156-2-e,10,86.23166,716,3,2,37,55,block_2_2,block_2_2,block_2_1,block_32_1,block_4_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,1,24.25,0.225856201064,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10,85.7115,511,3,2,32,48,block_2_2,block_2_2,block_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,1,21.25,0.321506773881,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10,86.0655,623,3,2,35,52,block_2_2,block_2_2,block_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,1,23,0.262446579656,False
workload_553.cpp,xczu7ev-ffvc1156-2-e,10,410.61726,770,4,3,3,16,block_2_2,block_2_2,block_2_2,block_32_1,complete_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_64,unroll_64,unroll_2,unroll_4,1,6.5,0.728659243831,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,10,83.00878,620,3,2,19,33,block_2_2,block_2_2,block_2_2,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_4,unroll_32,unroll_4,unroll_64,unroll_4,pipeline_1,1,14.25,0.649124110102,False
workload_753.cpp,xczu7ev-ffvc1156-2-e,10,83.0423,122,2,2,5,11,block_2_2,block_2_2,block_32_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,1,5,1,True
workload_793.cpp,xczu7ev-ffvc1156-2-e,10,83.14526,121,2,2,5,11,block_2_2,block_2_2,block_32_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,1,5,0.990795057598,False
workload_697.cpp,xczu7ev-ffvc1156-2-e,10,83.0331,128,3,2,5,11,block_2_2,block_2_2,block_32_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,1,5.25,0.981759660016,False
workload_604.cpp,xczu7ev-ffvc1156-2-e,10,407.91678,275,4,3,3,11,block_2_2,block_2_2,block_32_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,unroll_4,unroll_64,unroll_2,unroll_8,1,5.25,0.776475286607,False
workload_762.cpp,xczu7ev-ffvc1156-2-e,10,83.01118,153,3,2,5,13,block_2_2,block_2_2,block_32_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,5.75,0.963726050434,False
workload_877.cpp,xczu7ev-ffvc1156-2-e,10,407.83582,250,3,3,3,11,block_2_2,block_2_2,block_32_1,block_32_1,complete_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,unroll_8,1,5,0.784977263369,False
workload_364.cpp,xczu7ev-ffvc1156-2-e,10,408.13398,473,4,3,5,14,block_2_2,block_2_2,block_32_1,block_32_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll_4,unroll_2,unroll_2,unroll_8,1,6.5,0.729936713487,False
workload_463.cpp,xczu7ev-ffvc1156-2-e,10,83.01248,409,3,2,10,22,block_2_2,block_2_2,block_32_1,block_32_1,complete_2,block_2_1,unroll_4,unroll_16,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,9.25,0.81789067653,False
workload_858.cpp,xczu7ev-ffvc1156-2-e,10,83.0303,140,3,2,5,11,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_2,pipeline_1,1,5.25,0.981761449186,False
workload_891.cpp,xczu7ev-ffvc1156-2-e,10,79.64638,280,3,2,18,27,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_16,unroll_8,pipeline_1,1,12.5,1,True
workload_940.cpp,xczu7ev-ffvc1156-2-e,10,410.61686,179,4,3,3,10,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_32,unroll_2,unroll_4,1,5,0.783479908965,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,10,729.82198,134,4,3,2,8,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_32,unroll_2,unroll_2,1,4.25,0.621369350387,False
workload_568.cpp,xczu7ev-ffvc1156-2-e,10,729.97622,165,4,3,3,8,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_4,unroll_2,1,4.5,0.614569941791,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10,730.04578,175,4,3,3,9,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll_2,1,4.75,0.607706811623,False
workload_354.cpp,xczu7ev-ffvc1156-2-e,10,730.18486,169,4,3,3,9,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,1,4.75,0.607638401572,False
workload_470.cpp,xczu7ev-ffvc1156-2-e,10,83.11222,192,3,2,10,18,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,pipeline_1,1,8.25,0.876180818261,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,10,729.96822,192,4,3,3,10,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,1,5,0.600812538243,False
workload_719.cpp,xczu7ev-ffvc1156-2-e,10,729.9223,131,4,3,2,8,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_32,unroll_2,unroll_2,1,4.25,0.621319533397,False
workload_630.cpp,xczu7ev-ffvc1156-2-e,10,83.23726,124,3,2,5,10,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,5,0.990735723908,False
workload_522.cpp,xczu7ev-ffvc1156-2-e,10,730.03006,163,4,3,2,9,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_2,unroll_2,unroll_2,1,4.5,0.614543296488,False
workload_773.cpp,xczu7ev-ffvc1156-2-e,10,83.04254,125,2,2,5,11,block_2_2,block_2_2,block_32_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,1,5,0.990860848142,False
workload_741.cpp,xczu7ev-ffvc1156-2-e,10,83.0331,133,3,2,6,13,block_2_2,block_2_2,block_32_1,cyclic_16_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,1,6,0.945870301631,False
workload_854.cpp,xczu7ev-ffvc1156-2-e,10,1256.21566,190,3,1,3,8,block_2_2,block_2_2,block_32_1,cyclic_16_1,cyclic_4_1,block_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_4,1,3.75,0.393125833335,False
workload_472.cpp,xczu7ev-ffvc1156-2-e,10,1310.82334,135,3,1,2,7,block_2_2,block_2_2,block_32_1,cyclic_16_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,1,3.25,0.374188368865,False
workload_694.cpp,xczu7ev-ffvc1156-2-e,10,1256.22382,269,3,1,3,10,block_2_2,block_2_2,block_32_1,cyclic_16_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_32,pipeline_1,unroll_32,unroll_2,unroll_4,1,4.25,0.383129215652,False
workload_492.cpp,xczu7ev-ffvc1156-2-e,10,1311.1439,161,3,1,2,8,block_2_2,block_2_2,block_32_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,unroll_2,1,3.5,0.371690856247,False
workload_824.cpp,xczu7ev-ffvc1156-2-e,10,729.93518,145,4,3,2,8,block_2_2,block_2_2,block_32_1,cyclic_2_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_16,unroll_2,unroll_2,1,4.25,0.621313112003,False
workload_457.cpp,xczu7ev-ffvc1156-2-e,10,730.13046,122.5,4,3,2,7.5,block_2_2,block_2_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_2,2,4.125,0.624533851322,False
workload_657.cpp,xczu7ev-ffvc1156-2-e,10,730.13166,135,4,3,2,8,block_2_2,block_2_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_4,unroll_2,unroll_2,unroll_2,1,4.25,0.621214438589,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,10,730.13814,119,4,3,2,7,block_2_2,block_2_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,1,4,0.627663646019,False
workload_349.cpp,xczu7ev-ffvc1156-2-e,10,410.93814,152,4,4,3,9,block_2_2,block_2_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,1,5,0.783297033019,False
workload_425.cpp,xczu7ev-ffvc1156-2-e,10,730.08214,164,4,3,3,8,block_2_2,block_2_2,block_32_1,cyclic_2_1,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_4,unroll_2,1,4.5,0.614517474744,False
workload_650.cpp,xczu7ev-ffvc1156-2-e,10,410.61294,171,4,4,3,10,block_2_2,block_2_2,block_32_1,cyclic_2_1,cyclic_8_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,unroll_4,1,5.25,0.775010564205,False
workload_587.cpp,xczu7ev-ffvc1156-2-e,10,1270.22198,206,3,1,3,9,block_2_2,block_2_2,block_32_1,cyclic_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_32,unroll_2,unroll_4,1,4,0.381815693474,False
workload_955.cpp,xczu7ev-ffvc1156-2-e,10,1301.01334,135,3,1,2,8,block_2_2,block_2_2,block_32_1,cyclic_8_1,complete_1,block_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,1,3.5,0.376491743228,False
workload_548.cpp,xczu7ev-ffvc1156-2-e,10,407.93094,261,3,3,4,12,block_2_2,block_2_2,block_32_1,cyclic_8_1,complete_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_16,unroll_2,unroll_8,1,5.5,0.76770930461,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,10,407.93518,267,3,3,4,12,block_2_2,block_2_2,block_32_1,cyclic_8_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,unroll_4,unroll_16,unroll_2,unroll_8,1,5.5,0.767707062969,False
workload_869.cpp,xczu7ev-ffvc1156-2-e,10,83.14526,125,2,2,6,11,block_2_2,block_2_2,block_32_1,cyclic_8_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,1,5.25,0.981687845233,False
workload_750.cpp,xczu7ev-ffvc1156-2-e,10,1301.01566,135,3,1,2,7,block_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_4_1,block_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,1,3.25,0.381264925064,False
workload_898.cpp,xczu7ev-ffvc1156-2-e,10,410.61566,162,3,3,3,10,block_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_4_1,block_2_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_4,1,4.75,0.791660389725,False
workload_502.cpp,xczu7ev-ffvc1156-2-e,10,1301.02334,132,3,1,2,7,block_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,1,3.25,0.381259348478,False
workload_759.cpp,xczu7ev-ffvc1156-2-e,10,1301.01726,135,3,1,2,7,block_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_4_1,block_2_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,1,3.25,0.381263763271,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,10,1301.2319,155,3,1,2,8,block_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,unroll_2,2,3.5,0.376412484874,False
workload_939.cpp,xczu7ev-ffvc1156-2-e,10,83.23494,139,2,2,6,11,block_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,1,5.25,0.981630219554,False
workload_717.cpp,xczu7ev-ffvc1156-2-e,10,1301.17726,363,3,1,5,13,block_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_4,unroll_2,1,5.5,0.339568475881,False
workload_933.cpp,xczu7ev-ffvc1156-2-e,10,83.01846,161,3,2,6,13,block_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_32,unroll_2,pipeline_1,1,6,0.94587028479,False
workload_590.cpp,xczu7ev-ffvc1156-2-e,10,1301.3331,150,3,1,2,8,block_2_2,block_2_2,block_32_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,unroll_2,1,3.5,0.376375375992,False
workload_857.cpp,xczu7ev-ffvc1156-2-e,10,410.62166,168,5,3,3,10,block_2_2,block_2_2,cyclic_2_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_32,unroll_2,unroll_4,1,5.25,0.775005672431,False
workload_836.cpp,xczu7ev-ffvc1156-2-e,10,407.8423,233,4,3,3,10,block_2_2,block_2_2,cyclic_2_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,5,0.784973952212,False
workload_920.cpp,xczu7ev-ffvc1156-2-e,10,407.83726,238,4,3,3,11,block_2_2,block_2_2,cyclic_2_1,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_2,unroll_8,1,5.25,0.776517042273,False
workload_763.cpp,xczu7ev-ffvc1156-2-e,10,407.8423,228,4,3,3,10,block_2_2,block_2_2,cyclic_2_1,block_32_1,complete_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,5,0.784973952212,False
workload_736.cpp,xczu7ev-ffvc1156-2-e,10,83.23286,132,3,2,5,11,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,1,5.25,0.981631558159,False
workload_687.cpp,xczu7ev-ffvc1156-2-e,10,83.04254,122,3,2,5,11,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,1,5.25,0.981753626651,False
workload_683.cpp,xczu7ev-ffvc1156-2-e,10,410.63638,156,5,3,3,9,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_4,1,5,0.783468856507,False
workload_649.cpp,xczu7ev-ffvc1156-2-e,10,407.84254,234,4,3,3,10,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_8,1,5,0.78497382956,False
workload_819.cpp,xczu7ev-ffvc1156-2-e,10,729.82294,132,5,3,2,8,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_2,1,4.5,0.614645526547,False
workload_751.cpp,xczu7ev-ffvc1156-2-e,10,407.83142,240,5,3,3,10,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_2,unroll_8,1,5.25,0.776520105581,False
workload_803.cpp,xczu7ev-ffvc1156-2-e,10,83.02046,137,3,2,5,12,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,pipeline_1,1,5.5,0.972719589996,False
workload_591.cpp,xczu7ev-ffvc1156-2-e,10,83.22574,146,4,2,5,12,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,1,5.75,0.96358966324,False
workload_542.cpp,xczu7ev-ffvc1156-2-e,10,83.22454,128,4,2,5,11,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,5.5,0.972589267206,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10,83.12382,289,3,2,18,28,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_4,pipeline_1,2,12.75,0.722832306974,False
workload_652.cpp,xczu7ev-ffvc1156-2-e,10,83.0115,157,4,2,5,12,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,5.75,0.963725847402,False
workload_576.cpp,xczu7ev-ffvc1156-2-e,10,83.00788,290,4,2,10,22,block_2_2,block_2_2,cyclic_2_1,block_32_1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,1,9.5,0.801619449014,False
workload_804.cpp,xczu7ev-ffvc1156-2-e,10,83.0351,170,3,2,6,14,block_2_2,block_2_2,cyclic_2_1,cyclic_16_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_16,unroll_2,pipeline_1,1,6.25,0.945852998989,False
workload_885.cpp,xczu7ev-ffvc1156-2-e,10,1256.2402,367,3,1,4,14,block_2_2,block_2_2,cyclic_2_1,cyclic_16_1,complete_1,cyclic_2_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_4,1,5.5,0.357866669314,False
workload_383.cpp,xczu7ev-ffvc1156-2-e,10,83.24276,1485,4,2,46,69,block_2_2,block_2_2,cyclic_2_1,cyclic_16_1,complete_2,cyclic_2_1,unroll_4,unroll_16,unroll_4,unroll_2,unroll_32,unroll_2,unroll_4,pipeline_1,1,30.25,0.115130013961,False
workload_606.cpp,xczu7ev-ffvc1156-2-e,10,83.34766,189,4,2,12,20,block_2_2,block_2_2,cyclic_2_1,cyclic_16_1,cyclic_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,9.5,0.801618509767,False
workload_392.cpp,xczu7ev-ffvc1156-2-e,10,83.22468,846,4,2,13,28,block_2_2,block_2_2,cyclic_2_1,cyclic_32_1,cyclic_8_1,block_2_1,unroll_4,unroll_64,unroll_2,unroll_8,pipeline_1,unroll_16,unroll_2,pipeline_1,1,11.75,0.738316906993,False
workload_351.cpp,xczu7ev-ffvc1156-2-e,10,83.03612,196,4,2,12,21,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline_1,1,9.75,0.785534706951,False
workload_479.cpp,xczu7ev-ffvc1156-2-e,10,83.01548,658,4,2,12,23,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,complete_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll_32,pipeline_1,unroll_32,unroll_2,pipeline_1,1,10.25,0.75392480948,False
workload_445.cpp,xczu7ev-ffvc1156-2-e,10,83.23518,348,4,2,7,16,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,complete_2,block_2_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_64,unroll_2,unroll_2,pipeline_1,1,7.25,0.884840247555,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,10,1301.16974,227,4,1,3,10,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_4,unroll_2,1,4.5,0.357177686881,False
workload_420.cpp,xczu7ev-ffvc1156-2-e,10,83.11622,176,4,2,12,17,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline_1,1,8.75,0.850991843167,False
workload_114.cpp,xczu7ev-ffvc1156-2-e,10,83.23438,215.5,3,2,12,19,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_2,pipeline_1,2,9,0.834347400784,False
workload_373.cpp,xczu7ev-ffvc1156-2-e,10,83.12238,320,3,2,22,31,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,unroll_2,unroll_16,unroll_4,unroll_16,pipeline_1,unroll_2,unroll_4,pipeline_1,1,14.5,0.634909558813,False
workload_423.cpp,xczu7ev-ffvc1156-2-e,10,83.22966,197,4,2,12,19,block_2_2,block_2_2,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_16,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,1,9.25,0.817890056891,False
workload_925.cpp,xczu7ev-ffvc1156-2-e,10,79.62422,321,3,2,18,29,block_2_2,block_2_2,cyclic_2_2,block_32_1,complete_1,block_2_1,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_8,pipeline_1,1,13,1,True
workload_868.cpp,xczu7ev-ffvc1156-2-e,10,729.8135,134,4,3,2,8,block_2_2,block_2_2,cyclic_2_2,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_2,unroll_2,1,4.25,0.621373545298,False
workload_745.cpp,xczu7ev-ffvc1156-2-e,10,729.8191,121,4,3,2,8,block_2_2,block_2_2,cyclic_2_2,block_32_1,complete_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_2,1,4.25,0.621370775355,False
workload_512.cpp,xczu7ev-ffvc1156-2-e,10,410.60974,232,4,3,3,12,block_2_2,block_2_2,cyclic_2_2,block_32_1,complete_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,5.5,0.766258201128,False
workload_602.cpp,xczu7ev-ffvc1156-2-e,10,410.61622,184,4,3,3,11,block_2_2,block_2_2,cyclic_2_2,block_32_1,complete_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_64,unroll_2,unroll_4,1,5.25,0.775008724297,False
workload_551.cpp,xczu7ev-ffvc1156-2-e,10,83.02174,271,3,2,10,20,block_2_2,block_2_2,cyclic_2_2,block_32_1,complete_2,cyclic_2_1,unroll_2,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_64,unroll_2,pipeline_1,1,8.75,0.850992496555,False
workload_598.cpp,xczu7ev-ffvc1156-2-e,10,410.61814,209,4,3,3,11,block_2_2,block_2_2,cyclic_2_2,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_64,unroll_2,unroll_4,1,5.25,0.775007647212,False
workload_643.cpp,xczu7ev-ffvc1156-2-e,10,410.61742,268,4,3,3,12,block_2_2,block_2_2,cyclic_2_2,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_32,pipeline_1,unroll_64,unroll_2,unroll_4,1,5.5,0.766253940514,False
workload_625.cpp,xczu7ev-ffvc1156-2-e,10,729.81934,126,4,3,2,8,block_2_2,block_2_2,cyclic_2_2,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_32,unroll_2,unroll_2,1,4.25,0.621370656619,False
workload_678.cpp,xczu7ev-ffvc1156-2-e,10,729.82702,127,4,3,2,8,block_2_2,block_2_2,cyclic_2_2,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_32,unroll_2,unroll_2,1,4.25,0.621366855997,False
workload_789.cpp,xczu7ev-ffvc1156-2-e,10,729.83838,126,4,3,2,7,block_2_2,block_2_2,cyclic_2_2,block_32_1,cyclic_4_1,block_2_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_2,1,4,0.627961857461,False
